DATE,XUDLGPD
30 Nov 2016,1178.1
01 Dec 2016,1161.85
02 Dec 2016,1173.5
05 Dec 2016,1162.2
06 Dec 2016,1172.5
07 Dec 2016,1177.65
08 Dec 2016,1171.05
09 Dec 2016,1163.6
12 Dec 2016,1156.1
13 Dec 2016,1158.55
14 Dec 2016,1162.25
15 Dec 2016,1126.95
16 Dec 2016,1131.6
19 Dec 2016,1136.25
20 Dec 2016,1125.7
21 Dec 2016,1133.65
22 Dec 2016,1131.35
23 Dec 2016,1131.35
28 Dec 2016,1134.6
29 Dec 2016,1145.9
30 Dec 2016,1145.9
03 Jan 2017,1151
04 Jan 2017,1164.25
05 Jan 2017,1176.7
06 Jan 2017,1175.85
09 Jan 2017,1178.5
10 Jan 2017,1189.5
11 Jan 2017,1178.55
12 Jan 2017,1205.05
13 Jan 2017,1190.35
16 Jan 2017,1203
17 Jan 2017,1216.05
18 Jan 2017,1214.75
19 Jan 2017,1196.05
20 Jan 2017,1200.55
23 Jan 2017,1212.85
24 Jan 2017,1216.8
25 Jan 2017,1195
26 Jan 2017,1189.7
27 Jan 2017,1184.85
30 Jan 2017,1192.8
31 Jan 2017,1212.8
01 Feb 2017,1203.65
02 Feb 2017,1221.95
03 Feb 2017,1215.2
06 Feb 2017,1226.75
07 Feb 2017,1231
08 Feb 2017,1242.1
09 Feb 2017,1236.8
10 Feb 2017,1228.3
13 Feb 2017,1222.25
14 Feb 2017,1230.75
15 Feb 2017,1224.4
16 Feb 2017,1240.55
17 Feb 2017,1241.95
20 Feb 2017,1237.3
21 Feb 2017,1233.2
22 Feb 2017,1236.65
23 Feb 2017,1247.9
24 Feb 2017,1253.65
27 Feb 2017,1257.2
28 Feb 2017,1255.6
01 Mar 2017,1240.4
02 Mar 2017,1238.1
03 Mar 2017,1226.5
06 Mar 2017,1230.95
07 Mar 2017,1216.65
08 Mar 2017,1209.2
09 Mar 2017,1206.55
10 Mar 2017,1202.65
13 Mar 2017,1204.2
14 Mar 2017,1204.6
15 Mar 2017,1198.8
16 Mar 2017,1229.35
17 Mar 2017,1229.6
20 Mar 2017,1232.4
21 Mar 2017,1241.6
22 Mar 2017,1249.05
23 Mar 2017,1247.5
24 Mar 2017,1247.5
27 Mar 2017,1257.55
28 Mar 2017,1257.25
29 Mar 2017,1251.1
30 Mar 2017,1248.8
31 Mar 2017,1244.85
03 Apr 2017,1247.25
04 Apr 2017,1257.65
05 Apr 2017,1245.8
06 Apr 2017,1252.5
07 Apr 2017,1266.45
10 Apr 2017,1250.05
11 Apr 2017,1252.9
12 Apr 2017,1274.3
13 Apr 2017,1284.15
18 Apr 2017,1278.95
19 Apr 2017,1279.05
20 Apr 2017,1282.1
21 Apr 2017,1281.85
24 Apr 2017,1269.4
25 Apr 2017,1267.8
26 Apr 2017,1261.85
27 Apr 2017,1262.8
28 Apr 2017,1266.45
02 May 2017,1255.45
03 May 2017,1250.3
04 May 2017,1228.45
05 May 2017,1228.05
08 May 2017,1229.8
09 May 2017,1220.4
10 May 2017,1222.95
11 May 2017,1223.15
12 May 2017,1231.25
15 May 2017,1233.3
16 May 2017,1234.2
17 May 2017,1257.4
18 May 2017,1255.9
19 May 2017,1252
22 May 2017,1258.85
23 May 2017,1260.2
24 May 2017,1252.55
25 May 2017,1256.95
26 May 2017,1265.05
