dataset,vol_label,entry,exit,cagr,final_multiple,max_drawdown,trade_count,vol_days,start_date,end_date
strict_uvix,UVIX,71.0,68.0,0.5421024854939285,5.777279995552222,-0.43648406430558273,50,88,2022-03-30,2026-04-17
