execution_timing,selection_rule,entry,exit,validation_total_cagr_pct,validation_median_fold_cagr_pct,validation_p10_fold_cagr_pct,validation_worst_fold_cagr_pct,validation_positive_fold_share_pct,plateau_median_cagr_pct,plateau_p10_cagr_pct,plateau_neighbor_count,robust_score_pct,holdout_cagr_pct,holdout_mdd_pct,holdout_final_multiple,full_sample_cagr_pct,full_sample_mdd_pct,full_sample_final_multiple
near_close,robust_optimum,67.9,65.5,88.07669893123308,94.5162630804933,9.024682777251854,-65.73327343849394,88.23529411764706,94.13453809403221,5.760755786264336,49,49.947646940148275,80.28063212574938,-44.31068794707822,6.885389455901785,86.26835408379416,-72.99946144203821,301225.7912344676
near_close,validation_total_max,69.0,68.2,94.78120716372975,95.66287421509428,-11.349307079027819,-65.73327343849394,82.35294117647058,90.50179903265138,-10.716189750163888,49,39.89280464124374,78.03021322167498,-43.64840643055832,6.60797969697636,91.42305301720461,-73.57105587826551,524005.11753673234
near_close,baseline_71_68,71.0,68.0,81.93718095214749,95.60363030209264,-18.208799720849626,-65.73327343849394,82.35294117647058,94.49172848932848,-18.56692231166915,49,37.96240308882967,87.98032707882793,-43.64840643055828,7.895720906464424,82.39113671074337,-73.5710558782655,196612.6083946681
