start,cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,low_rsi_entries
2010-02-12,1.5345273049459158,0.6413447715002044,-0.7776330162254856,3323945.7164490693,142,16
2011-01-03,1.4082594232786891,0.6432017599278093,-0.7776330162254855,666813.2681737496,132,15
2012-01-03,1.4014143385535927,0.642331515321786,-0.7776330162254859,265873.92501068587,123,14
2013-01-02,1.434302952004038,0.6429095109082544,-0.7776330162254855,133535.49530905174,112,11
2014-01-02,1.2513651436787057,0.6544372025464271,-0.7776330162254858,21040.551524483526,103,11
2015-01-02,1.2926863385717087,0.6715160959793105,-0.7776330162254858,11470.886740552629,97,10
