removed_top_episodes,cagr,max_drawdown,removed_return_sum
0,1.5345273049459158,-0.7776330162254856,0.0
1,1.4569770399321693,-0.7776330162254854,0.6516406273170918
3,1.3673179003824942,-0.7776330162254854,1.3520457388257119
5,1.312704459808392,-0.7776330162254856,1.7668196862230647
10,1.2043913627711151,-0.7776330162254854,2.605101037908148
