candidate_id,alpha_drawdown_pct,gspc_exit_gamma_pct,uvix_entry_rsi,uvix_exit_rsi,bb_window_days,bb_z_threshold,low_rsi_entry,low_rsi_exit,cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,low_rsi_entries
137,40.5,0.3,68.0,65.0,15,1.6,30.0,32.5,1.012024277895721,0.6242250128899748,-0.7741176788979386,79930.50119058488,137,16
61,37.5,0.3,67.5,66.0,15,1.6,30.0,32.5,1.0119851794854688,0.6337287825427561,-0.7842416066647966,79905.42499468345,146,13
54,37.5,0.3,67.0,66.0,20,1.4,30.0,32.5,1.0107279873864914,0.6506952776533909,-0.7842416066647965,79103.03356691888,200,13
120,40.5,0.3,67.0,65.0,15,1.4,30.0,32.5,1.0057714031005802,0.6388590325069547,-0.7741176788979384,76012.5941032737,169,16
57,37.5,0.3,67.5,65.0,15,1.6,30.0,32.5,1.0006797439720385,0.6333018286932612,-0.7842416066647967,72956.11828820217,144,13
169,43.0,0.1,67.0,65.0,15,1.6,30.0,32.5,0.9992601549842994,0.63730714369224,-0.7642073350185261,72124.73427672866,126,17
140,40.5,0.3,68.0,66.0,15,1.4,30.0,32.5,0.9971294605872951,0.6333840750785211,-0.7741176788979386,70893.5547586157,154,16
67,37.5,0.3,68.0,65.0,20,1.6,30.0,32.5,0.9960436175832574,0.6353824088535114,-0.7842416066647966,70273.73225418493,148,13
194,43.0,0.3,67.0,65.0,20,1.4,30.0,32.5,0.9959390329987543,0.6333657907897456,-0.7604797548593616,70214.30228704147,199,17
125,40.5,0.3,67.0,66.0,15,1.6,30.0,32.5,0.9895681657788062,0.6324641495324484,-0.7741176788979387,66681.68360632296,151,16
136,40.5,0.3,68.0,65.0,15,1.4,30.0,32.5,0.9880993205615467,0.6327480686856007,-0.7741176788979385,65891.21553264179,152,16
199,43.0,0.3,67.0,66.0,20,1.6,30.0,32.5,0.9837785961722911,0.6258205841112189,-0.760479754859361,63616.644726858096,161,17
25,37.5,0.1,67.0,65.0,15,1.6,30.0,32.5,0.9828238056994287,0.6537730340261612,-0.7875993884076189,63124.04920700099,126,13
50,37.5,0.3,67.0,65.0,20,1.4,30.0,32.5,0.9795299873746084,0.6499316112633651,-0.7842416066647966,61452.02636860908,199,13
214,43.0,0.3,68.0,66.0,20,1.4,30.0,32.5,0.9770705989895103,0.6259648885237552,-0.7604797548593615,60230.77036446825,174,17
55,37.5,0.3,67.0,66.0,20,1.6,30.0,32.5,0.9674695241241893,0.6426088044698852,-0.7842416066647966,55677.71240189071,161,13
121,40.5,0.3,67.0,65.0,15,1.6,30.0,32.5,0.962783606502327,0.6318056347527854,-0.7741176788979386,53574.71408062611,149,16
70,37.5,0.3,68.0,66.0,20,1.4,30.0,32.5,0.9608166748342035,0.6427494006354263,-0.784241606664797,52714.37254346987,174,13
210,43.0,0.3,68.0,65.0,20,1.4,30.0,32.5,0.9605817982461169,0.6254175670533981,-0.7604797548593611,52612.50754374073,173,17
196,43.0,0.3,67.0,66.0,15,1.4,30.0,32.5,0.9484103962881716,0.6291106437663941,-0.7604797548593615,47579.454286427266,171,17
195,43.0,0.3,67.0,65.0,20,1.6,30.0,32.5,0.9461356727894004,0.6254159478488869,-0.7604797548593614,46690.41896791403,158,17
66,37.5,0.3,68.0,65.0,20,1.4,30.0,32.5,0.944463432080916,0.6422165338013373,-0.7842416066647965,46046.81803543737,173,13
213,43.0,0.3,68.0,66.0,15,1.6,30.0,32.5,0.9424831237323892,0.6137443946848558,-0.760479754859361,45295.41445349493,139,17
52,37.5,0.3,67.0,66.0,15,1.4,30.0,32.5,0.9323920938457273,0.6457860789997835,-0.7842416066647967,41641.856205600445,171,13
209,43.0,0.3,68.0,65.0,15,1.6,30.0,32.5,0.9315682234064837,0.6133016980615968,-0.7604797548593611,41356.11086484053,137,17
51,37.5,0.3,67.0,65.0,20,1.6,30.0,32.5,0.9301360713398512,0.6422150800900346,-0.7842416066647965,40863.76655639283,158,13
69,37.5,0.3,68.0,66.0,15,1.6,30.0,32.5,0.9265135506770592,0.630854562523753,-0.7842416066647967,39642.849287230754,139,13
192,43.0,0.3,67.0,65.0,15,1.4,30.0,32.5,0.9255653861684234,0.6282203256040901,-0.7604797548593613,39328.98232883076,169,17
212,43.0,0.3,68.0,66.0,15,1.4,30.0,32.5,0.9172690143350666,0.622620900597225,-0.7604797548593611,36680.38691774564,154,17
65,37.5,0.3,68.0,65.0,15,1.6,30.0,32.5,0.9156883841027703,0.6304239844902159,-0.7842416066647966,36195.14447326951,137,13
197,43.0,0.3,67.0,66.0,15,1.6,30.0,32.5,0.9100100776809006,0.6217123272365546,-0.7604797548593614,34501.16111873107,151,17
48,37.5,0.3,67.0,65.0,15,1.4,30.0,32.5,0.9097348974853889,0.6449189921236007,-0.7842416066647965,34420.988038044125,169,13
208,43.0,0.3,68.0,65.0,15,1.4,30.0,32.5,0.9085999680823591,0.6219723856358147,-0.760479754859361,34092.17224960956,152,17
68,37.5,0.3,68.0,66.0,15,1.4,30.0,32.5,0.9015067319156886,0.6394937485592683,-0.7842416066647965,32102.919642570894,154,13
53,37.5,0.3,67.0,66.0,15,1.6,30.0,32.5,0.8943074725466367,0.6385814068645577,-0.7842416066647966,30195.64666680715,151,13
64,37.5,0.3,68.0,65.0,15,1.4,30.0,32.5,0.8929089557634837,0.6388624469021464,-0.7842416066647964,29837.696876649217,152,13
193,43.0,0.3,67.0,65.0,15,1.6,30.0,32.5,0.8842965690792535,0.6210381531722219,-0.7604797548593617,27719.603681547767,149,17
49,37.5,0.3,67.0,65.0,15,1.6,30.0,32.5,0.8688053602495993,0.6379253010218942,-0.7842416066647963,24260.38229935177,149,13
