split_id,train_years,test_years,selected_train_cagr,selected_test_cagr,selected_test_rank,selected_test_rank_pct,is_oos_below_median,is_oos_loss
0,"2015,2016,2017,2020,2021,2022,2023,2025","2010,2011,2012,2013,2014,2018,2019,2024",1.3709592141232516,1.0854790330368647,162,0.75,True,False
1,"2010,2015,2016,2018,2019,2022,2023,2025","2011,2012,2013,2014,2017,2020,2021,2024",1.0314207573761007,2.2921686925109666,12,0.05555555555555555,False,False
2,"2011,2013,2016,2018,2021,2023,2024,2025","2010,2012,2014,2015,2017,2019,2020,2022",1.9858354030148635,0.9736650916683685,49,0.22685185185185186,False,False
3,"2011,2012,2013,2014,2015,2017,2021,2023","2010,2016,2018,2019,2020,2022,2024,2025",1.6264778990115727,1.196324262396895,40,0.18518518518518517,False,False
4,"2010,2013,2015,2016,2018,2021,2023,2024","2011,2012,2014,2017,2019,2020,2022,2025",1.9233195926581508,1.3001821278121661,7,0.032407407407407406,False,False
5,"2010,2011,2012,2015,2016,2019,2020,2021","2013,2014,2017,2018,2022,2023,2024,2025",2.612563989213437,0.8652030933232098,1,0.004629629629629629,False,False
6,"2010,2018,2019,2020,2021,2022,2023,2025","2011,2012,2013,2014,2015,2016,2017,2024",1.8165642811305953,1.3866103075800473,14,0.06481481481481481,False,False
7,"2011,2014,2015,2017,2018,2019,2022,2025","2010,2012,2013,2016,2020,2021,2023,2024",0.666179328853872,2.2414931253400012,93,0.4305555555555556,False,False
8,"2010,2012,2015,2018,2019,2020,2022,2025","2011,2013,2014,2016,2017,2021,2023,2024",1.2721319340228017,1.9490176959543746,23,0.10648148148148148,False,False
9,"2010,2012,2013,2014,2015,2016,2021,2024","2011,2017,2018,2019,2020,2022,2023,2025",1.999020513973425,1.242538265313022,2,0.009259259259259259,False,False
10,"2010,2012,2013,2014,2015,2016,2023,2024","2011,2017,2018,2019,2020,2021,2022,2025",1.8092341269203973,1.39255394947347,2,0.009259259259259259,False,False
11,"2010,2014,2016,2017,2018,2019,2021,2023","2011,2012,2013,2015,2020,2022,2024,2025",1.8574036137690766,1.352777401154841,5,0.023148148148148147,False,False
12,"2010,2014,2016,2020,2022,2023,2024,2025","2011,2012,2013,2015,2017,2018,2019,2021",1.580580713688784,1.6014717831318839,1,0.004629629629629629,False,False
13,"2010,2015,2016,2018,2019,2020,2022,2025","2011,2012,2013,2014,2017,2021,2023,2024",1.3676117578363827,1.8323321988016974,10,0.046296296296296294,False,False
14,"2010,2011,2013,2016,2018,2020,2021,2023","2012,2014,2015,2017,2019,2022,2024,2025",2.793620454209185,0.6626719934824292,58,0.26851851851851855,False,False
15,"2010,2012,2013,2016,2017,2019,2020,2024","2011,2014,2015,2018,2021,2022,2023,2025",2.8336731953439855,0.7594521972921231,15,0.06944444444444445,False,False
16,"2011,2012,2014,2015,2016,2020,2023,2025","2010,2013,2017,2018,2019,2021,2022,2024",1.8702281904570257,0.840163530794479,168,0.7777777777777778,True,False
17,"2010,2014,2017,2018,2020,2022,2023,2024","2011,2012,2013,2015,2016,2019,2021,2025",1.117207725136196,1.7968757896559273,45,0.20833333333333334,False,False
18,"2010,2011,2017,2018,2020,2023,2024,2025","2012,2013,2014,2015,2016,2019,2021,2022",2.0296535659658494,1.221162025948102,1,0.004629629629629629,False,False
19,"2010,2011,2014,2016,2017,2019,2020,2022","2012,2013,2015,2018,2021,2023,2024,2025",1.555672211597169,1.5126871717663097,7,0.032407407407407406,False,False
20,"2010,2012,2013,2015,2017,2021,2024,2025","2011,2014,2016,2018,2019,2020,2022,2023",2.05843835025479,1.2005674439476182,1,0.004629629629629629,False,False
21,"2012,2013,2017,2019,2020,2022,2023,2024","2010,2011,2014,2015,2016,2018,2021,2025",1.6395232977204763,1.3388370954916575,37,0.1712962962962963,False,False
22,"2011,2012,2016,2017,2018,2019,2024,2025","2010,2013,2014,2015,2020,2021,2022,2023",1.440987229977956,1.5316100216436896,32,0.14814814814814814,False,False
23,"2010,2012,2013,2015,2018,2019,2020,2025","2011,2014,2016,2017,2021,2022,2023,2024",2.3983422825386174,0.9830477006084275,51,0.2361111111111111,False,False
24,"2011,2012,2013,2017,2021,2022,2023,2024","2010,2014,2015,2016,2018,2019,2020,2025",1.2506558678984865,1.6118976579858195,48,0.2222222222222222,False,False
25,"2013,2014,2015,2016,2017,2018,2021,2024","2010,2011,2012,2019,2020,2022,2023,2025",1.5096448919653334,1.3629916133950974,30,0.1388888888888889,False,False
26,"2010,2012,2015,2017,2020,2021,2023,2024","2011,2013,2014,2016,2018,2019,2022,2025",2.2250225597047804,0.9857012247040877,25,0.11574074074074074,False,False
27,"2012,2013,2015,2017,2018,2019,2022,2024","2010,2011,2014,2016,2020,2021,2023,2025",0.7929460462169731,2.7626035847667145,2,0.009259259259259259,False,False
28,"2010,2011,2015,2016,2017,2018,2019,2020","2012,2013,2014,2021,2022,2023,2024,2025",1.9245248302097018,1.298695902486549,2,0.009259259259259259,False,False
29,"2012,2013,2014,2015,2016,2017,2019,2023","2010,2011,2018,2020,2021,2022,2024,2025",1.6647523942371096,1.5185162296004426,2,0.009259259259259259,False,False
30,"2010,2011,2013,2014,2017,2018,2024,2025","2012,2015,2016,2019,2020,2021,2022,2023",1.708115858752706,1.3732171896034657,9,0.041666666666666664,False,False
31,"2011,2013,2014,2016,2017,2019,2023,2025","2010,2012,2015,2018,2020,2021,2022,2024",2.173790830502456,0.9404328641367417,47,0.2175925925925926,False,False
32,"2012,2015,2016,2018,2019,2020,2023,2024","2010,2011,2013,2014,2017,2021,2022,2025",1.7524021229286184,1.1701968123225939,53,0.24537037037037038,False,False
33,"2011,2012,2016,2018,2021,2022,2024,2025","2010,2013,2014,2015,2017,2019,2020,2023",0.9170876620651134,2.232870434971759,17,0.0787037037037037,False,False
34,"2010,2011,2012,2015,2016,2018,2022,2023","2013,2014,2017,2019,2020,2021,2024,2025",0.7346234091638597,2.8458016169396236,2,0.009259259259259259,False,False
35,"2010,2011,2013,2014,2015,2016,2019,2021","2012,2017,2018,2020,2022,2023,2024,2025",2.392660337288182,0.8981257180453264,13,0.06018518518518518,False,False
36,"2010,2015,2016,2017,2021,2022,2024,2025","2011,2012,2013,2014,2018,2019,2020,2023",1.1305270707008233,2.1426153994150265,1,0.004629629629629629,False,False
37,"2011,2017,2019,2020,2021,2022,2023,2024","2010,2012,2013,2014,2015,2016,2018,2025",1.6965256470931713,1.2883769409092758,24,0.1111111111111111,False,False
38,"2012,2013,2015,2016,2018,2019,2023,2025","2010,2011,2014,2017,2020,2021,2022,2024",1.6699531352110122,1.5136990066219989,6,0.027777777777777776,False,False
39,"2010,2014,2015,2017,2019,2021,2023,2024","2011,2012,2013,2016,2018,2020,2022,2025",1.9318007959214158,1.293613996783821,4,0.018518518518518517,False,False
40,"2010,2011,2013,2015,2019,2021,2022,2025","2012,2014,2016,2017,2018,2020,2023,2024",1.6766692732142303,1.5092785266022957,3,0.013888888888888888,False,False
41,"2014,2015,2016,2017,2018,2019,2021,2022","2010,2011,2012,2013,2020,2023,2024,2025",0.8384564098675951,1.9353408743957639,118,0.5462962962962963,True,False
42,"2010,2015,2016,2019,2021,2023,2024,2025","2011,2012,2013,2014,2017,2018,2020,2022",2.3241252246777897,1.0266999108916557,9,0.041666666666666664,False,False
43,"2011,2015,2017,2019,2020,2021,2023,2024","2010,2012,2013,2014,2016,2018,2022,2025",2.2584815453969034,1.052763036265055,1,0.004629629629629629,False,False
44,"2010,2012,2013,2015,2016,2019,2022,2023","2011,2014,2017,2018,2020,2021,2024,2025",1.374056206605474,1.8242552389965607,20,0.09259259259259259,False,False
45,"2011,2012,2013,2017,2018,2021,2023,2024","2010,2014,2015,2016,2019,2020,2022,2025",1.62466928472592,1.4305009247348646,3,0.013888888888888888,False,False
46,"2012,2014,2016,2017,2021,2022,2023,2024","2010,2011,2013,2015,2018,2019,2020,2025",0.9723602283402786,1.773915885048746,76,0.35185185185185186,False,False
47,"2010,2011,2012,2014,2016,2017,2018,2020","2013,2015,2019,2021,2022,2023,2024,2025",1.7343337802242393,1.2979922360383669,23,0.10648148148148148,False,False
48,"2011,2014,2015,2019,2021,2022,2024,2025","2010,2012,2013,2016,2017,2018,2020,2023",1.1991661965012494,1.2506598055126847,185,0.8564814814814815,True,False
49,"2011,2013,2014,2016,2022,2023,2024,2025","2010,2012,2015,2017,2018,2019,2020,2021",1.3263656815856684,1.5414468437092963,56,0.25925925925925924,False,False
50,"2012,2013,2015,2018,2020,2021,2023,2024","2010,2011,2014,2016,2017,2019,2022,2025",2.039338158503157,1.0943952993133665,9,0.041666666666666664,False,False
51,"2010,2011,2012,2014,2017,2021,2022,2025","2013,2015,2016,2018,2019,2020,2023,2024",1.1251638211482438,2.14920443151847,1,0.004629629629629629,False,False
52,"2010,2011,2013,2014,2016,2019,2021,2023","2012,2015,2017,2018,2020,2022,2024,2025",2.716221126718721,0.8143858765138678,1,0.004629629629629629,False,False
53,"2012,2013,2016,2017,2021,2022,2024,2025","2010,2011,2014,2015,2018,2019,2020,2023",1.3202071407627267,1.6650286600367172,24,0.1111111111111111,False,False
54,"2011,2012,2014,2015,2019,2020,2021,2022","2010,2013,2016,2017,2018,2023,2024,2025",1.3821942774312426,1.3107731023896187,120,0.5555555555555556,True,False
55,"2011,2012,2016,2019,2020,2021,2022,2024","2010,2013,2014,2015,2017,2018,2023,2025",1.7765359545223833,0.9776848845860062,176,0.8148148148148148,True,False
56,"2011,2014,2015,2016,2017,2021,2023,2025","2010,2012,2013,2018,2019,2020,2022,2024",1.7588733800093874,0.7886945251027901,199,0.9212962962962963,True,False
57,"2010,2011,2017,2018,2020,2022,2023,2025","2012,2013,2014,2015,2016,2019,2021,2024",1.2605156537507174,1.9635469245964967,1,0.004629629629629629,False,False
58,"2010,2014,2015,2016,2018,2021,2022,2025","2011,2012,2013,2017,2019,2020,2023,2024",0.9334070168112958,2.08300781629417,49,0.22685185185185186,False,False
59,"2010,2012,2013,2014,2015,2016,2023,2025","2011,2017,2018,2019,2020,2021,2022,2024",1.914683061229732,1.307713305244023,1,0.004629629629629629,False,False
60,"2010,2011,2016,2017,2019,2020,2021,2023","2012,2013,2014,2015,2018,2022,2024,2025",2.9358011869513256,0.7143352020396441,1,0.004629629629629629,False,False
61,"2011,2012,2013,2015,2018,2019,2023,2025","2010,2014,2016,2017,2020,2021,2022,2024",1.6366972525532377,1.5457568094411678,8,0.037037037037037035,False,False
62,"2011,2012,2013,2014,2020,2021,2023,2025","2010,2015,2016,2017,2018,2019,2022,2024",2.765891044487903,0.6316842104154861,53,0.24537037037037038,False,False
63,"2010,2011,2013,2015,2017,2018,2021,2025","2012,2014,2016,2019,2020,2022,2023,2024",1.8127865937609386,1.2861100912497356,14,0.06481481481481481,False,False
64,"2010,2014,2015,2016,2017,2018,2020,2022","2011,2012,2013,2019,2021,2023,2024,2025",0.9836536311744941,2.155239810390032,23,0.10648148148148148,False,False
65,"2010,2016,2018,2019,2021,2022,2023,2024","2011,2012,2013,2014,2015,2017,2020,2025",1.305748441212533,1.9069934244013331,5,0.023148148148148147,False,False
66,"2010,2014,2015,2017,2019,2021,2022,2025","2011,2012,2013,2016,2018,2020,2023,2024",1.2224727524801504,2.0143744853790926,2,0.009259259259259259,False,False
67,"2010,2012,2014,2017,2020,2022,2023,2024","2011,2013,2015,2016,2018,2019,2021,2025",1.298658497769198,1.7725871512709008,11,0.05092592592592592,False,False
68,"2010,2014,2015,2017,2018,2020,2021,2024","2011,2012,2013,2016,2019,2022,2023,2025",1.8885956177723986,1.0578227341925173,62,0.28703703703703703,False,False
69,"2011,2012,2013,2018,2019,2020,2021,2022","2010,2014,2015,2016,2017,2023,2024,2025",1.6021189535020723,1.579918701563296,2,0.009259259259259259,False,False
70,"2010,2012,2013,2014,2015,2017,2018,2020","2011,2016,2019,2021,2022,2023,2024,2025",1.7851545179845778,1.2944007514117457,35,0.16203703703703703,False,False
71,"2011,2012,2014,2016,2017,2019,2021,2025","2010,2013,2015,2018,2020,2022,2023,2024",1.9482203689974193,1.090914932495001,42,0.19444444444444445,False,False
72,"2012,2013,2015,2017,2020,2022,2024,2025","2010,2011,2014,2016,2018,2019,2021,2023",1.275561869692734,1.718196408277727,18,0.08333333333333333,False,False
73,"2010,2014,2015,2016,2018,2020,2021,2025","2011,2012,2013,2017,2019,2022,2023,2024",2.0571505596774404,1.105035893352773,17,0.0787037037037037,False,False
74,"2010,2012,2013,2015,2016,2017,2021,2023","2011,2014,2018,2019,2020,2022,2024,2025",2.0434378045599213,1.2112516025386948,4,0.018518518518518517,False,False
75,"2010,2012,2013,2014,2016,2019,2021,2024","2011,2015,2017,2018,2020,2022,2023,2025",2.5368875644040116,0.9052565764856801,2,0.009259259259259259,False,False
76,"2010,2011,2013,2015,2017,2018,2020,2025","2012,2014,2016,2019,2021,2022,2023,2024",2.0685428396489622,1.097710792000198,19,0.08796296296296297,False,False
77,"2011,2012,2013,2014,2015,2016,2019,2020","2010,2017,2018,2021,2022,2023,2024,2025",2.265339083585352,0.8232769225117464,70,0.32407407407407407,False,False
78,"2010,2012,2013,2014,2018,2020,2021,2023","2011,2015,2016,2017,2019,2022,2024,2025",2.494006490385655,0.8348776957425748,51,0.2361111111111111,False,False
79,"2011,2015,2018,2019,2020,2021,2022,2024","2010,2012,2013,2014,2016,2017,2023,2025",1.238005211983804,1.8098853849306047,7,0.032407407407407406,False,False
80,"2013,2015,2018,2019,2021,2022,2023,2024","2010,2011,2012,2014,2016,2017,2020,2025",1.1428588325857967,2.141461000257866,1,0.004629629629629629,False,False
81,"2011,2012,2013,2015,2019,2023,2024,2025","2010,2014,2016,2017,2018,2020,2021,2022",1.9935402349226976,1.059236759803472,54,0.25,False,False
82,"2012,2015,2016,2020,2021,2023,2024,2025","2010,2011,2013,2014,2017,2018,2019,2022",2.173277719871088,1.1100853156966357,1,0.004629629629629629,False,False
83,"2011,2012,2013,2014,2017,2018,2020,2022","2010,2015,2016,2019,2021,2023,2024,2025",1.0578020243181054,2.0585190747514797,8,0.037037037037037035,False,False
84,"2013,2015,2018,2019,2020,2021,2023,2025","2010,2011,2012,2014,2016,2017,2022,2024",2.520175947915529,0.8989718759341638,3,0.013888888888888888,False,False
85,"2010,2013,2014,2019,2022,2023,2024,2025","2011,2012,2015,2016,2017,2018,2020,2021",1.616547274766075,1.566231469019081,5,0.023148148148148147,False,False
86,"2013,2014,2015,2016,2017,2019,2022,2023","2010,2011,2012,2018,2020,2021,2024,2025",1.0575036597243956,2.2736613572470246,1,0.004629629629629629,False,False
87,"2011,2012,2017,2018,2019,2023,2024,2025","2010,2013,2014,2015,2016,2020,2021,2022",1.4662582283979373,1.505317887054959,38,0.17592592592592593,False,False
88,"2010,2011,2012,2014,2015,2016,2023,2024","2013,2017,2018,2019,2020,2021,2022,2025",1.5155469559312262,1.552269231092052,3,0.013888888888888888,False,False
89,"2011,2012,2016,2020,2021,2022,2023,2024","2010,2013,2014,2015,2017,2018,2019,2025",1.5501009375106185,1.156616749489301,121,0.5601851851851852,True,False
90,"2010,2015,2016,2018,2020,2022,2023,2025","2011,2012,2013,2014,2017,2019,2021,2024",1.2128095388320865,2.026883177042855,4,0.018518518518518517,False,False
91,"2013,2015,2016,2018,2021,2022,2023,2024","2010,2011,2012,2014,2017,2019,2020,2025",1.0015253402458115,2.1457459433781696,8,0.037037037037037035,False,False
92,"2010,2014,2016,2019,2021,2022,2023,2024","2011,2012,2013,2015,2017,2018,2020,2025",1.4908238856271798,1.6939933053062854,1,0.004629629629629629,False,False
93,"2011,2014,2016,2018,2021,2023,2024,2025","2010,2012,2013,2015,2017,2019,2020,2022",1.7393822724692565,0.8015886479460832,191,0.8842592592592593,True,False
94,"2010,2011,2012,2013,2015,2017,2020,2022","2014,2016,2018,2019,2021,2023,2024,2025",1.4069360996850628,1.6499306949992532,29,0.13425925925925927,False,False
95,"2010,2012,2013,2014,2019,2021,2022,2023","2011,2015,2016,2017,2018,2020,2024,2025",1.6682450409839613,1.5172441192165627,24,0.1111111111111111,False,False
96,"2014,2016,2017,2019,2021,2023,2024,2025","2010,2011,2012,2013,2015,2018,2020,2022",2.0896295456361793,0.5948411611468483,183,0.8472222222222222,True,False
97,"2010,2011,2013,2015,2016,2017,2018,2025","2012,2014,2019,2020,2021,2022,2023,2024",1.632176114785239,1.4407195573306661,23,0.10648148148148148,False,False
98,"2013,2015,2018,2019,2020,2021,2022,2025","2010,2011,2012,2014,2016,2017,2023,2024",1.58335790450091,1.598939266888853,1,0.004629629629629629,False,False
99,"2010,2015,2016,2017,2020,2021,2022,2025","2011,2012,2013,2014,2018,2019,2023,2024",1.5354882053867196,1.6471450058034147,1,0.004629629629629629,False,False
100,"2010,2011,2012,2015,2016,2018,2023,2024","2013,2014,2017,2019,2020,2021,2022,2025",1.3251375455250365,1.882780206785836,2,0.009259259259259259,False,False
101,"2010,2011,2015,2016,2017,2018,2020,2022","2012,2013,2014,2019,2021,2023,2024,2025",1.0719631661816167,2.0223311610389256,31,0.14351851851851852,False,False
102,"2011,2013,2015,2017,2019,2020,2023,2024","2010,2012,2014,2016,2018,2021,2022,2025",2.333785118033382,1.0056552365229567,1,0.004629629629629629,False,False
103,"2010,2011,2012,2013,2014,2017,2023,2025","2015,2016,2018,2019,2020,2021,2022,2024",1.9779670939536524,1.25975329716971,1,0.004629629629629629,False,False
104,"2012,2013,2014,2015,2016,2020,2022,2024","2010,2011,2017,2018,2019,2021,2023,2025",1.2853027666386754,1.5206936639478976,61,0.2824074074074074,False,False
105,"2011,2012,2017,2018,2022,2023,2024,2025","2010,2013,2014,2015,2016,2019,2020,2021",0.7042494619905053,2.637619984622096,20,0.09259259259259259,False,False
106,"2011,2012,2016,2017,2019,2020,2024,2025","2010,2013,2014,2015,2018,2021,2022,2023",2.4041332086747698,0.6089900053902886,189,0.875,True,False
107,"2013,2015,2016,2018,2019,2021,2023,2025","2010,2011,2012,2014,2017,2020,2022,2024",1.9967144976708755,1.2360854024841603,4,0.018518518518518517,False,False
108,"2012,2014,2019,2021,2022,2023,2024,2025","2010,2011,2013,2015,2016,2017,2018,2020",1.3107985330579743,1.6758133351819535,34,0.1574074074074074,False,False
109,"2010,2011,2017,2018,2019,2021,2022,2024","2012,2013,2014,2015,2016,2020,2023,2025",1.1366872075735976,2.134277846519195,1,0.004629629629629629,False,False
110,"2010,2012,2013,2015,2018,2021,2022,2024","2011,2014,2016,2017,2019,2020,2023,2025",1.0502051757394102,2.2639891230946487,5,0.023148148148148147,False,False
111,"2010,2013,2014,2017,2019,2020,2021,2024","2011,2012,2015,2016,2018,2022,2023,2025",3.1121710198659995,0.6401661685093516,1,0.004629629629629629,False,False
112,"2013,2017,2018,2020,2021,2022,2024,2025","2010,2011,2012,2014,2015,2016,2019,2023",1.4480300058082607,1.7446845929239565,1,0.004629629629629629,False,False
113,"2010,2016,2017,2019,2020,2021,2022,2023","2011,2012,2013,2014,2015,2018,2024,2025",1.944262301443175,1.2840315881700772,1,0.004629629629629629,False,False
114,"2011,2014,2015,2019,2021,2022,2023,2024","2010,2012,2013,2016,2017,2018,2020,2025",1.1386263600584634,1.3153486474276823,174,0.8055555555555556,True,False
115,"2012,2015,2016,2020,2021,2022,2024,2025","2010,2011,2013,2014,2017,2018,2019,2023",1.3437520954682194,1.638248780600171,18,0.08333333333333333,False,False
116,"2013,2014,2015,2016,2017,2020,2021,2022","2010,2011,2012,2018,2019,2023,2024,2025",1.5039272073390606,1.3684082010935956,33,0.1527777777777778,False,False
117,"2010,2012,2013,2016,2018,2019,2021,2023","2011,2014,2015,2017,2020,2022,2024,2025",2.345618631710976,1.0143681920925194,35,0.16203703703703703,False,False
118,"2010,2011,2012,2013,2014,2018,2021,2025","2015,2016,2017,2019,2020,2022,2023,2024",1.9627199374413093,1.2705863095819003,1,0.004629629629629629,False,False
119,"2010,2014,2015,2016,2019,2021,2023,2024","2011,2012,2013,2017,2018,2020,2022,2025",2.0912361059591733,1.1764273210673535,2,0.009259259259259259,False,False
120,"2012,2013,2014,2015,2016,2022,2023,2025","2010,2011,2017,2018,2019,2020,2021,2024",0.9902720183505966,2.1118845248331763,13,0.06018518518518518,False,False
121,"2010,2012,2013,2015,2019,2021,2022,2024","2011,2014,2016,2017,2018,2020,2023,2025",1.5080754241119165,1.6757017115771804,13,0.06018518518518518,False,False
122,"2010,2012,2014,2017,2019,2020,2021,2022","2011,2013,2015,2016,2018,2023,2024,2025",1.6697338225904814,1.5157127590171644,3,0.013888888888888888,False,False
123,"2010,2012,2013,2014,2015,2016,2021,2022","2011,2017,2018,2019,2020,2023,2024,2025",1.2386385640169228,1.9933409152563328,2,0.009259259259259259,False,False
124,"2010,2011,2016,2017,2018,2020,2021,2023","2012,2013,2014,2015,2019,2022,2024,2025",2.258678394843045,0.9326073882991843,32,0.14814814814814814,False,False
125,"2013,2015,2016,2017,2018,2019,2020,2022","2010,2011,2012,2014,2021,2023,2024,2025",1.2172385707655926,2.035576631919503,1,0.004629629629629629,False,False
126,"2011,2012,2013,2014,2016,2017,2018,2021","2010,2015,2019,2020,2022,2023,2024,2025",1.5455061638289194,1.4651140311896964,8,0.037037037037037035,False,False
127,"2010,2011,2013,2016,2017,2018,2020,2021","2012,2014,2015,2019,2022,2023,2024,2025",2.6110698912951142,0.745065376940194,53,0.24537037037037038,False,False
128,"2011,2015,2018,2019,2021,2022,2023,2024","2010,2012,2013,2014,2016,2017,2020,2025",0.9219899532590601,1.8017193368960815,92,0.42592592592592593,False,False
129,"2012,2013,2014,2016,2020,2021,2023,2024","2010,2011,2015,2017,2018,2019,2022,2025",2.573447933357735,0.7766627518695752,7,0.032407407407407406,False,False
130,"2012,2014,2015,2019,2022,2023,2024,2025","2010,2011,2013,2016,2017,2018,2020,2021",0.9285764103739649,2.2125542882286098,22,0.10185185185185185,False,False
131,"2010,2013,2015,2017,2019,2020,2021,2022","2011,2012,2014,2016,2018,2023,2024,2025",1.9484848474379368,1.2802199407577572,2,0.009259259259259259,False,False
132,"2010,2011,2014,2017,2018,2019,2020,2023","2012,2013,2015,2016,2021,2022,2024,2025",2.0785818498148867,1.1856387738018848,2,0.009259259259259259,False,False
133,"2010,2011,2012,2013,2014,2019,2023,2025","2015,2016,2017,2018,2020,2021,2022,2024",2.395159760105413,0.9859390140103752,26,0.12037037037037036,False,False
134,"2010,2011,2013,2016,2017,2018,2022,2025","2012,2014,2015,2019,2020,2021,2023,2024",1.1148856570807477,2.0279312515227246,13,0.06018518518518518,False,False
135,"2011,2013,2016,2017,2018,2019,2021,2022","2010,2012,2014,2015,2020,2023,2024,2025",1.1931971691296321,1.9340956157114122,3,0.013888888888888888,False,False
136,"2012,2016,2017,2018,2021,2022,2023,2024","2010,2011,2013,2014,2015,2019,2020,2025",0.7860400644595449,2.5871292934943457,5,0.023148148148148147,False,False
137,"2010,2013,2014,2016,2018,2022,2023,2024","2011,2012,2015,2017,2019,2020,2021,2025",1.0937665780266466,2.0585912877100268,12,0.05555555555555555,False,False
138,"2010,2011,2012,2017,2020,2021,2023,2025","2013,2014,2015,2016,2018,2019,2022,2024",2.589092217440305,0.880289897797981,2,0.009259259259259259,False,False
139,"2011,2014,2016,2017,2018,2020,2024,2025","2010,2012,2013,2015,2019,2021,2022,2023",1.7708353971227964,0.9063338369701048,150,0.6944444444444444,True,False
140,"2011,2013,2016,2020,2021,2022,2023,2024","2010,2012,2014,2015,2017,2018,2019,2025",1.98912394430678,0.9254909393879296,97,0.44907407407407407,False,False
141,"2010,2012,2013,2016,2017,2021,2022,2023","2011,2014,2015,2018,2019,2020,2024,2025",1.4514887203035953,1.7362077478000213,1,0.004629629629629629,False,False
142,"2010,2012,2014,2016,2017,2020,2022,2023","2011,2013,2015,2018,2019,2021,2024,2025",1.3233197353467374,1.743593393607917,16,0.07407407407407407,False,False
143,"2010,2014,2017,2019,2020,2021,2022,2023","2011,2012,2013,2015,2016,2018,2024,2025",1.8108547703812885,1.391001417980108,1,0.004629629629629629,False,False
144,"2010,2012,2013,2015,2021,2022,2023,2025","2011,2014,2016,2017,2018,2019,2020,2024",1.431820536723992,1.757812490268364,9,0.041666666666666664,False,False
145,"2010,2011,2013,2015,2016,2017,2024,2025","2012,2014,2018,2019,2020,2021,2022,2023",1.956684954302212,1.1760268307242048,12,0.05555555555555555,False,False
146,"2011,2012,2014,2017,2022,2023,2024,2025","2010,2013,2015,2016,2018,2019,2020,2021",0.8903260698171185,2.27737889517666,20,0.09259259259259259,False,False
147,"2014,2015,2016,2017,2018,2019,2022,2024","2010,2011,2012,2013,2020,2021,2023,2025",0.702559391889066,2.17332215075412,105,0.4861111111111111,False,False
148,"2011,2012,2013,2014,2015,2016,2020,2022","2010,2017,2018,2019,2021,2023,2024,2025",1.3134921290223338,1.2894153007283098,181,0.8379629629629629,True,False
149,"2010,2011,2013,2016,2018,2020,2021,2025","2012,2014,2015,2017,2019,2022,2023,2024",2.82327237518572,0.6877212436977975,22,0.10185185185185185,False,False
150,"2011,2012,2014,2018,2019,2020,2023,2024","2010,2013,2015,2016,2017,2021,2022,2025",1.8441650239264709,1.0992067067289417,41,0.18981481481481483,False,False
151,"2010,2017,2018,2020,2021,2022,2024,2025","2011,2012,2013,2014,2015,2016,2019,2023",1.4188144442384791,1.7729545576231072,1,0.004629629629629629,False,False
152,"2011,2012,2013,2015,2018,2019,2020,2021","2010,2014,2016,2017,2022,2023,2024,2025",2.2196076816245345,1.0779509124880353,2,0.009259259259259259,False,False
153,"2012,2014,2016,2018,2019,2021,2024,2025","2010,2011,2013,2015,2017,2020,2022,2023",1.6604439729166147,1.5226482738709484,4,0.018518518518518517,False,False
154,"2010,2013,2014,2016,2017,2018,2024,2025","2011,2012,2015,2019,2020,2021,2022,2023",1.7183961572095967,1.4713728244115627,2,0.009259259259259259,False,False
155,"2015,2016,2018,2021,2022,2023,2024,2025","2010,2011,2012,2013,2014,2017,2019,2020",0.922183778498268,1.803988834191367,108,0.5,False,False
156,"2014,2016,2018,2019,2022,2023,2024,2025","2010,2011,2012,2013,2015,2017,2020,2021",0.9250873970421232,2.5000151839432894,2,0.009259259259259259,False,False
157,"2013,2014,2016,2017,2018,2019,2020,2024","2010,2011,2012,2015,2021,2022,2023,2025",2.079004109751455,1.1740263927464896,1,0.004629629629629629,False,False
158,"2011,2012,2018,2019,2020,2021,2022,2025","2010,2013,2014,2015,2016,2017,2023,2024",1.458515599985875,1.5133711082666288,49,0.22685185185185186,False,False
159,"2010,2013,2014,2019,2020,2021,2022,2025","2011,2012,2015,2016,2017,2018,2023,2024",2.3238599179052377,1.0258620976319563,3,0.013888888888888888,False,False
160,"2010,2011,2012,2014,2015,2022,2024,2025","2013,2016,2017,2018,2019,2020,2021,2023",0.8835092288926034,2.547554502306596,1,0.004629629629629629,False,False
161,"2010,2011,2013,2018,2019,2020,2021,2024","2012,2014,2015,2016,2017,2022,2023,2025",2.963846761598534,0.700917515522804,2,0.009259259259259259,False,False
162,"2011,2014,2016,2018,2019,2021,2023,2025","2010,2012,2013,2015,2017,2020,2022,2024",1.8161513224882704,1.1902870019515102,22,0.10185185185185185,False,False
163,"2010,2011,2013,2014,2019,2021,2022,2025","2012,2015,2016,2017,2018,2020,2023,2024",1.7879575295311092,1.4103835826273192,3,0.013888888888888888,False,False
164,"2012,2015,2018,2019,2020,2022,2023,2025","2010,2011,2013,2014,2016,2017,2021,2024",1.108283170088999,2.1917118332075733,5,0.023148148148148147,False,False
165,"2011,2013,2015,2017,2018,2019,2020,2023","2010,2012,2014,2016,2021,2022,2024,2025",1.983045890929378,1.2458234412793465,1,0.004629629629629629,False,False
166,"2010,2011,2012,2013,2014,2017,2021,2025","2015,2016,2018,2019,2020,2022,2023,2024",2.1792801504919765,1.1181485826753739,1,0.004629629629629629,False,False
