model,annual_fee,financing_multiplier,overlap_start,overlap_end,overlap_days,daily_return_corr,daily_return_mae_bps,overlap_actual_growth_multiple,overlap_synthetic_growth_multiple,overlap_log_return_gap,anchor_date,anchor_price,actual_final_price
theoretical_excess_cash,0.0095,1.0,2008-12-04,2026-04-17,4368,0.9965980528413751,10.477421098256636,10.58017765239042,13.882662367610509,0.2716585322828462,2008-12-03,6.204999923706055,65.6500015258789
calibrated,0.0095,2.20532004465349,2008-12-04,2026-04-17,4368,0.9965894488202917,10.513055536596605,10.58017765239042,10.390878052089674,-0.018053906745476578,2008-12-03,6.204999923706055,65.6500015258789
fee_only,0.0095,0.0,2008-12-04,2026-04-17,4368,0.9965919839817372,10.534963990335605,10.58017765239042,17.65398519008424,0.5119793300686664,2008-12-03,6.204999923706055,65.6500015258789
