start,signal_window,entry_rule,alpha_drawdown_pct,cagr,annualized_vol,max_drawdown,final_multiple,below_regime_share,wait_regime_share
2010-02-12,160,tqqq_open_drawdown_from_running_peak,54.5,0.5354200141730534,0.5795400280857189,-0.6695760370660963,1016.1973064017592,0.14966822315065126,0.0439911526173507
2010-02-12,160,tqqq_open_drawdown_from_running_peak,51.5,0.5283544633235135,0.5804330346198061,-0.6932901633682964,943.2660605623436,0.1501597444089457,0.04349963135905628
2010-02-12,160,tqqq_open_drawdown_from_running_peak,52.0,0.5283544633235135,0.5804330346198061,-0.6932901633682964,943.2660605623436,0.1501597444089457,0.04349963135905628
2010-02-12,160,tqqq_open_drawdown_from_running_peak,52.5,0.5283544633235135,0.5804330346198061,-0.6932901633682964,943.2660605623436,0.1501597444089457,0.04349963135905628
2010-02-12,160,tqqq_open_drawdown_from_running_peak,53.0,0.5283544633235135,0.5804330346198061,-0.6932901633682964,943.2660605623436,0.1501597444089457,0.04349963135905628
2010-02-12,160,tqqq_open_drawdown_from_running_peak,53.5,0.5283544633235135,0.5804330346198061,-0.6932901633682964,943.2660605623436,0.1501597444089457,0.04349963135905628
2010-02-12,160,tqqq_open_drawdown_from_running_peak,54.0,0.5283544633235135,0.5804330346198061,-0.6932901633682964,943.2660605623436,0.1501597444089457,0.04349963135905628
2010-02-12,160,tqqq_open_drawdown_from_running_peak,50.5,0.5191480408700291,0.5812224246934002,-0.6932901633682962,855.5887642594222,0.15089702629638732,0.04276234947161465
2010-02-12,160,tqqq_open_drawdown_from_running_peak,51.0,0.5191480408700291,0.5812224246934002,-0.6932901633682962,855.5887642594222,0.15089702629638732,0.04276234947161465
2010-02-12,160,tqqq_open_drawdown_from_running_peak,50.0,0.5172672345559763,0.5813304882354923,-0.6932901633682962,838.6442636390359,0.15114278692553454,0.04251658884246744
2010-02-12,160,tqqq_open_drawdown_from_running_peak,55.0,0.5002459138118875,0.5720532148644489,-0.7884854712681824,698.9793780677427,0.14426148930941263,0.049397886458589335
2010-02-12,160,tqqq_open_drawdown_from_running_peak,59.0,0.49958956563311085,0.5525119494804023,-0.7901778354413611,694.0580199127901,0.13049889407716883,0.06316048169083313
2010-02-12,160,tqqq_open_drawdown_from_running_peak,59.5,0.49958956563311085,0.5525119494804023,-0.7901778354413611,694.0580199127901,0.13049889407716883,0.06316048169083313
2010-02-12,160,tqqq_open_drawdown_from_running_peak,56.0,0.49771725242717846,0.5710674888420431,-0.7884854712681824,680.1972552474981,0.14376996805111822,0.04988940771688376
2010-02-12,160,tqqq_open_drawdown_from_running_peak,56.5,0.49771725242717846,0.5710674888420431,-0.7884854712681824,680.1972552474981,0.14376996805111822,0.04988940771688376
2010-02-12,160,tqqq_open_drawdown_from_running_peak,55.5,0.4955535888389764,0.5718109715078014,-0.7884854712681821,664.5031428208722,0.1440157286802654,0.049643647087736546
2010-02-12,160,tqqq_open_drawdown_from_running_peak,49.5,0.489447861386201,0.5814220973535259,-0.7239789475622516,622.0272233360813,0.15188006881297617,0.041779306955025804
2010-02-12,160,tqqq_open_drawdown_from_running_peak,41.5,0.4837925802141647,0.592448761916763,-0.7482856744747256,584.9692779861846,0.16465962152863112,0.028999754239370852
2010-02-12,160,tqqq_open_drawdown_from_running_peak,41.0,0.47985675940371375,0.5929193809201266,-0.7662590170257852,560.4120442854695,0.16564266404521996,0.02801671172278201
2010-02-12,160,tqqq_open_drawdown_from_running_peak,48.5,0.4767914792037684,0.5821834663960099,-0.7239789475622516,541.9599597026985,0.15212582944212338,0.04153354632587859
