label,signal_window,below_entry_drawdown_pct,cagr,annualized_vol,max_drawdown,trade_count,below_regime_share,wait_regime_share,final_multiple
unconstrained_best,2,55.0,45.72793833662148,0.4606323119374289,-0.1317582735968673,3199,0.0,0.4570913855224369,2.802084409550234e+40
below_share_gt_0_best,5,55.0,17.123734884791475,0.4690497974678286,-0.3388282771808207,1639,0.0003277076847452,0.4207766672128461,2.9347379172478665e+30
below_share_gt_0p5pct_best,20,59.2,3.5475233908062895,0.4821294589117054,-0.4936443140735955,685,0.0057490144546649,0.3526609724047306,7733874157424902.0
below_share_gt_1pct_best,30,53.25,2.546206186950839,0.4992354166461446,-0.5951417784444412,558,0.0123395853899308,0.3316880552813425,18096812477695.465
below_share_gt_2pct_best,46,52.0,1.7425886802051584,0.5225714151292299,-0.7400611498502025,459,0.0201253711646321,0.3101286704058066,34550936791.02553
below_share_gt_5pct_best,50,39.0,1.6030585626105007,0.5631421908382085,-0.8383644148047009,433,0.0524925718058765,0.2731924727632882,9692889093.01001
