series,start_date,end_date,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share
strategy,1992-08-18,2026-04-17,-0.08787136401139561,0.927468412262465,-0.9999941582745838,0.04537397093714729,-0.09474324176393495,268,0.2611209439528024
tecl_buy_hold,1992-08-18,2026-04-17,0.08785432367078472,0.7458894998660245,-0.999713841143442,16.973201490813135,0.11778463658030443,0,
