label,n_pct,cagr,annualized_vol,max_drawdown,final_multiple,trade_count,below_regime_share,wait_regime_share,is_optimal
n=20%,20.0,0.9723943294546451,0.6321550898353931,-0.9018721624979847,9154155.104551366,242,0.1467720242098184,0.10373234700739745,False
n=30%,30.0,1.0838491575328968,0.6132494913926356,-0.8752963522731003,33495858.204458363,238,0.1168459986550101,0.13365837256220578,False
n=40%,40.0,1.0770573197813862,0.5921943115576219,-0.8627496230016164,31012175.028288193,233,0.082044384667115,0.1684599865501009,False
n=49.0%,49.0,1.1181215096149661,0.5689491076945855,-0.8440948787996314,49224561.16980232,232,0.06792199058507062,0.18258238063214527,True
n=60%,60.0,0.9869934825715492,0.5161773372377814,-0.8431856939490632,10894301.285808641,227,0.025050437121721586,0.22545393409549427,False
TQQQ buy & hold,,0.26689736896948446,0.6660647792011205,-0.9492967664455558,265.8375384314793,0,,,False
