Date,gspc_open_implied_rsi14,TQQQ_OPEN,base_target_regime_at_open,uvix_state,selected_leg,action,strategy_return,strategy_equity
2010-02-12,43.0378122589776,0.2004484585818023,above,False,TQQQ,,0.004092164272333276,1.0040921642723333
2010-02-16,44.48138382896311,0.2117622635212514,above,False,TQQQ,,0.038736173471820345,1.0429868525292818
2010-02-17,50.908889597757366,0.2177911924413176,above,False,TQQQ,,0.016970007341968074,1.06068634707428
2010-02-18,51.894853623923495,0.2183371301338427,above,False,TQQQ,,0.01895814052934308,1.0807949878996699
2010-02-19,54.0708642844092,0.2211896419188025,above,False,TQQQ,,0.0,1.0807949878996699
2010-02-22,55.7495079333542,0.225333123005568,above,False,TQQQ,,-0.007020297042985568,1.0732074860420442
2010-02-23,54.669295747765624,0.2199244149037374,above,False,TQQQ,,-0.0390419217520106,1.0313074033483187
2010-02-24,49.66688732781187,0.2162525403214021,above,False,TQQQ,,0.030240182740999932,1.062494327687718
2010-02-25,51.599956256622306,0.2119356614335032,above,False,TQQQ,,-0.0005700939572830244,1.0618886060918555
2010-02-26,52.38885222080758,0.2181627947848259,above,False,TQQQ,,0.012474990532172603,1.0751356563990735
2010-03-01,53.348942640123695,0.2243413251449817,above,False,TQQQ,,0.042894115141727696,1.1212526490376324
2010-03-02,57.95909571186113,0.2330741484674836,above,False,TQQQ,,0.006012254372556036,1.127993905179549
2010-03-03,58.86472895239853,0.2350348661967643,above,False,TQQQ,,0.005554155095777391,1.1342589582760076
2010-03-04,58.78030234093101,0.2345385162617609,above,False,TQQQ,,0.011039111653239342,1.1467801695601034
2010-03-05,61.24140687428907,0.2413363396235486,above,False,TQQQ,,0.044201820539013115,1.197469940812698
2010-03-08,65.85538710725993,0.2469689561331623,above,False,TQQQ,,0.005332519746628517,1.203855472918076
2010-03-09,65.27130290266851,0.2466954786563391,above,False,TQQQ,,0.017701847459578035,1.2251659388630498
2010-03-10,66.43804878531058,0.2527997428949531,above,False,TQQQ,,0.024470539070320818,1.2551464098376244
2010-03-11,67.16713398531223,0.2570670747794923,above,False,TQQQ,,0.009209433282397095,1.2667055969586642
2010-03-12,70.50812620706434,0.2638895979872641,above,True,UVIX,enter_uvix_high_rsi,-0.010230582567048896,1.2537464607608357
2010-03-15,68.5521245885098,0.2598700116770095,above,True,UVIX,,0.004835764149229815,1.2598092829480068
2010-03-16,70.12376771009264,0.2624014310995993,above,True,UVIX,,-0.061057285096685066,1.1828887483916
2010-03-17,73.36380738221656,0.2655026951282031,above,True,UVIX,,-0.0735037033535485,1.0959420447295736
2010-03-18,75.26156717782348,0.2675119985546472,above,True,UVIX,,-0.023957745470795877,1.0696857441711989
2010-03-19,75.26238926893018,0.2645347096236503,above,True,UVIX,,0.023655185421993297,1.0949893587928314
2010-03-22,66.9512374911291,0.2614335451970694,above,True,UVIX,,-0.03254095767829168,1.0593573564101741
2010-03-23,71.89290650080268,0.2735408927162865,above,True,UVIX,,-0.04111485499564216,1.015802032312803
2010-03-24,73.1182584187542,0.2754026165336184,above,True,UVIX,,0.05568994332259547,1.0723719899192803
2010-03-25,69.63035080799919,0.280091067697814,above,True,UVIX,,0.0028720893839842,1.0754519381272094
2010-03-26,67.79620546881337,0.2755760561890299,above,True,UVIX,,-0.00741391884846565,1.0674786247325092
2010-03-29,67.88870883319825,0.2772385178890121,above,True,UVIX,,-0.03937033849875171,1.0254516299366083
2010-03-30,70.45936744234211,0.2791488268082483,above,True,UVIX,,-0.01950222385757694,1.0054530426944674
2010-03-31,68.65273213254297,0.2766430813121662,above,True,UVIX,,-0.020326172884950644,0.9850160303209601
2010-04-01,67.2619164156747,0.2790744652516145,above,True,UVIX,,-0.010132729978339028,0.9750351288613823
2010-04-05,70.6238940743174,0.2774615473895696,above,True,UVIX,,-0.07480840215550566,0.9020943088257748
2010-04-06,72.50948036313265,0.2812571955398377,above,True,UVIX,,-0.06410208764479652,0.8442681803775528
2010-04-07,73.36974312601969,0.2846070697167064,above,True,UVIX,,0.03501441607363298,0.8738297377230214
2010-04-08,67.04644152163763,0.2810837925093422,above,True,UVIX,,-0.018828914577066813,0.8573764722365339
2010-04-09,69.92047396119202,0.285921805492033,above,True,UVIX,,-0.0300776591361841,0.8315885949532195
2010-04-12,72.85692306176897,0.2911075866955647,above,True,UVIX,,0.0007274749143857395,0.8321935547951372
2010-04-13,72.84916717108857,0.2903387684031547,above,True,UVIX,,0.0036129068826957766,0.8352001926169916
2010-04-14,74.30749867670012,0.2998909400037151,above,True,UVIX,,-0.04305982024819033,0.7992366224516501
2010-04-15,78.33122397440651,0.3057712315459674,above,True,UVIX,,0.004175917570484522,0.8025741687063206
2010-04-16,76.8886363631673,0.306911742306367,above,True,UVIX,,0.07635671953464263,0.863856099411978
2010-04-19,60.88063885294641,0.2963429673345857,above,True,UVIX,,-0.02499180211703511,0.8422667787178801
2010-04-20,64.06172467864843,0.3033141251635642,above,True,UVIX,,-0.13035804499893833,0.7324705280766639
2010-04-21,67.3140171290026,0.309243981226011,above,True,UVIX,,0.032472469297111894,0.7562556548106727
2010-04-22,63.568878187315875,0.2994193308256137,above,True,UVIX,,-0.010416889212323421,0.7483778234383168
2010-04-23,66.76496779077948,0.3132883545227196,above,True,UVIX,,-0.014289769998488189,0.7376836764694141
2010-04-26,70.61925629618503,0.3173575755928351,above,True,UVIX,,0.030441273391807355,0.7601397069414931
2010-04-27,64.57722705183807,0.3117259213233566,above,True,UVIX,,0.20982519443511238,0.9196361687483413
2010-04-28,49.00483312842423,0.2998908962089435,above,True,UVIX,,-0.005232808581106196,0.9148238887130193
