cagr,annualized_vol,max_drawdown,final_multiple,start,uvix_entry_rsi,uvix_entry_bb_window,uvix_entry_min_bb_z,uvix_exit_rsi,uvix_tqqq_drop_exit_pct,low_rsi_entry,low_rsi_exit,uvix_entries,uvix_exits,uvix_day_share,low_rsi_entries,low_rsi_exits,low_rsi_day_share
1.2067517432340442,0.6306481523337262,-0.6568036304375768,355244.52569269954,2010-02-12,69.5,20,1.6,68.5,0.0,30.0,32.5,99,98,0.07028753993610223,11,11,0.005898255099533055
