best_signal_window,best_drawdown_pct,best_cagr,best_annualized_vol,best_max_drawdown,best_final_multiple,baseline_signal_window,baseline_drawdown_pct,baseline_cagr,baseline_annualized_vol,baseline_max_drawdown,baseline_final_multiple,m_min,m_max,m_step,n_min,n_max,n_step,execution_timing
160,18.5,0.33567094802095165,0.6254292450353895,-0.9096628720620302,925.5672128019424,160,50.5,0.3240925001478614,0.5497650829694454,-0.8131799847047726,753.6604495929885,160,160,1,0.0,60.0,0.5,after_close
