signal_window,below_entry_drawdown_pct,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share
160.0,16.5,0.5059355922317434,0.5715597835513272,-0.7426635295846435,743.034295915856,0.8851840293733848,178.0,0.12066846891128041,0.07446547063160482
