Date,gspc_rsi14_prev_close,uvix_high_rsi_state,base_strategy_return,uvix_return_proxy,strategy_return,selected_leg,base_target_regime_at_open,strategy_equity
2010-04-20,63.37858575260473,False,0.0147850547357546,-0.13035804499893838,0.0147850547357546,above,above,0.8677265631835128
2010-04-21,67.3221143421342,False,0.0175999117408556,0.032472469297111624,0.0175999117408556,above,above,0.8829984741107386
2010-04-22,66.34142320130258,False,0.0148028179996935,-0.01041688921232358,0.0148028179996935,above,above,0.896069339817007
2010-04-23,67.47389876996004,False,0.0132381307679372,-0.014289769998488569,0.0132381307679372,above,above,0.9079316229146437
2010-04-26,70.80955954651694,True,-0.0074322909638212,0.030441273391807085,0.030441273391807085,UVIX,above,0.9355702176688555
2010-04-27,66.3578721686286,True,-0.0617176626148826,0.20982519443511233,0.20982519443511233,UVIX,above,1.1318764204989236
2010-04-28,48.54712645833106,False,0.0023513905625114,-0.005232808581106465,0.0023513905625114,above,above,1.134537904032014
2010-04-29,52.27118592194026,False,0.0510412680829293,-0.09407816884450652,0.0510412680829293,above,above,1.1924461573419567
2010-04-30,58.75184240008539,False,-0.0589271742431709,0.17341243544897583,-0.0589271742431709,above,above,1.1221786748526676
2010-05-03,49.350118988470015,False,0.0408400842062752,-0.0823559078751213,0.0408400842062752,above,above,1.168008546428137
2010-05-04,55.31790053658611,False,-0.0884067202351184,0.2177932959994297,-0.0884067202351184,above,above,1.0647487416318373
2010-05-05,44.84397547476849,False,-0.0164325035183467,0.0949723982390895,-0.0164325035183467,above,above,1.047252254188817
2010-05-06,42.50630392009057,False,-0.0979664681324239,0.23327054669846076,-0.0979664681324239,above,above,0.9446566496022191
2010-05-07,33.36599127072088,False,-0.0727724498739672,0.25131551887001574,-0.0727724498739672,above,above,0.8759116709209317
2010-05-10,30.16744656183242,False,0.1491521246758123,-0.29180335981769884,0.1491521246758123,above,above,1.0065557576671296
2010-05-11,45.95064776358905,False,-0.0006602713727821,0.025391254133919135,-0.0006602713727821,above,above,1.005891157715233
