tqqq_drop_exit_pct,cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_day_share
0.0,1.1131959110355116,0.6337259345140012,-0.676571553309006,176500.36025955892,116.0,115.0,0.08134676824772671
