best_signal_window,best_drawdown_pct,best_cagr,best_annualized_vol,best_max_drawdown,best_final_multiple,baseline_signal_window,baseline_drawdown_pct,baseline_cagr,baseline_annualized_vol,baseline_max_drawdown,baseline_final_multiple,m_min,m_max,m_step,n_min,n_max,n_step
5,58.0,17.355410828146553,0.4689693740194176,-0.2792726274720462,3.99158348608983e+30,,,,,,,5,25,1,58.0,60.0,0.1
