Date,signal_price,signal_sma,signal_below_sma,trigger_reference_price,target_regime_at_close,overnight_regime,open_regime,close_to_open_return,open_to_close_return,strategy_return,strategy_equity
2010-02-12,1075.510009765625,1051.8008735656738,False,,above,above,above,-0.0272104352751004,0.0321781818828266,0.004092164272333276,1.0040921642723333
2010-02-16,1094.8699951171875,1052.9006858825683,False,,above,above,above,0.0235078426410877,0.0148785678001617,0.038736173471820345,1.0429868525292818
2010-02-17,1099.510009765625,1053.9774360656738,False,,above,above,above,0.0133924423195286,0.0035302858725203,0.016970007341968074,1.06068634707428
2010-02-18,1106.75,1055.1488735198975,False,,above,above,above,-0.0010199826983322,0.0199985213734683,0.01895814052934308,1.0807949878996699
2010-02-19,1109.1700439453125,1056.3103736877442,False,,above,above,above,-0.0067978619080868,0.006844389120171,0.0,1.0807949878996699
2010-02-22,1108.010009765625,1057.6328113555908,False,,above,above,above,0.0118075042330167,-0.0186080862192008,-0.007020297042985568,1.0732074860420442
2010-02-23,1094.5999755859375,1058.8570613861084,False,,above,above,above,-0.0054973742635479,-0.0337299737782212,-0.0390419217520106,1.0313074033483187
2010-02-24,1105.239990234375,1060.2583736419679,False,,above,above,above,0.0176285076198476,0.0123932014745242,0.030240182740999932,1.062494327687718
2010-02-25,1102.93994140625,1061.6544982910157,False,,above,above,above,-0.0319593342316779,0.0324255389100638,-0.0005700939572830244,1.0618886060918555
2010-02-26,1104.489990234375,1063.0408107757569,False,,above,above,above,-0.0029477683883308,0.0154683560514914,0.012474990532172603,1.0751356563990735
2010-03-01,1115.7099609375,1064.5194355010985,False,,above,above,above,0.0126566005956867,0.0298595935959475,0.042894115141727696,1.1212526490376324
2010-03-02,1118.31005859375,1065.8773109436036,False,,above,above,above,0.0088040250448135,-0.002767406357378,0.006012254372556036,1.127993905179549
2010-03-03,1118.7900390625,1067.2082485198976,False,,above,above,above,0.0112108517741742,-0.0055939833601194,0.005554155095777391,1.1342589582760076
2010-03-04,1122.969970703125,1068.3975608825683,False,,above,above,above,0.003501758076621,0.0075110516906964,0.011039111653239342,1.1467801695601034
2010-03-05,1138.699951171875,1069.6348106384278,False,,above,above,above,0.0213126927882603,0.0224114787884048,0.044201820539013115,1.197469940812698
2010-03-08,1138.5,1070.8730606079102,False,,above,above,above,0.0009074640355419,0.0044210437728631,0.005332519746628517,1.203855472918076
2010-03-09,1140.449951171875,1072.0563102722167,False,,above,above,above,-0.0055040455828387,0.0233343262376737,0.017701847459578035,1.2251659388630498
2010-03-10,1145.6099853515625,1073.2502475738524,False,,above,above,above,0.0013776540696508,0.0230611147620674,0.024470539070320818,1.2551464098376244
2010-03-11,1150.239990234375,1074.476309967041,False,,above,above,above,-0.0060415052185256,0.0153436371649258,0.009209433282397095,1.2667055969586642
2010-03-12,1149.989990234375,1075.5619350433349,False,,above,above,above,0.0110270244099659,-0.0086504302350591,0.0022812056695482585,1.269595212948095
