Date,gspc_open,gspc_close,gspc_sma_open,signal_below_sma_open,trigger_reference_tqqq_open,target_regime_at_open,overnight_regime,close_to_open_return,open_to_close_return,strategy_return,strategy_equity
2010-02-12,1075.949951171875,1075.510009765625,1051.803623199463,False,,above,above,-0.0272104352751004,0.0321781818828266,0.004092164272333276,1.0040921642723333
2010-02-16,1079.1300048828125,1094.8699951171875,1052.8023109436035,False,,above,above,0.0235078426410877,0.0148785678001617,0.038736173471820345,1.0429868525292818
2010-02-17,1096.1400146484375,1099.510009765625,1053.9563735961915,False,,above,above,0.0133924423195286,0.0035302858725203,0.016970007341968074,1.06068634707428
2010-02-18,1099.030029296875,1106.75,1055.1006237030028,False,,above,above,-0.0010199826983322,0.0199985213734683,0.01895814052934308,1.0807949878996699
2010-02-19,1105.489990234375,1109.1700439453125,1056.2873733520507,False,,above,above,-0.0067978619080868,0.006844389120171,0.0,1.0807949878996699
2010-02-22,1110.0,1108.010009765625,1057.6452487945558,False,,above,above,0.0118075042330167,-0.0186080862192008,-0.007020297042985568,1.0732074860420442
2010-02-23,1107.489990234375,1094.5999755859375,1058.9376239776611,False,,above,above,-0.0054973742635479,-0.0337299737782212,-0.0390419217520106,1.0313074033483187
2010-02-24,1095.8900146484375,1105.239990234375,1060.1999362945558,False,,above,above,0.0176285076198476,0.0123932014745242,0.030240182740999932,1.062494327687718
2010-02-25,1101.239990234375,1102.93994140625,1061.6438735961915,False,,above,above,-0.0319593342316779,0.0324255389100638,-0.0005700939572830244,1.0618886060918555
2010-02-26,1103.0999755859375,1104.489990234375,1063.032123184204,False,,above,above,-0.0029477683883308,0.0154683560514914,0.012474990532172603,1.0751356563990735
2010-03-01,1105.3599853515625,1115.7099609375,1064.4547481536865,False,,above,above,0.0126566005956867,0.0298595935959475,0.042894115141727696,1.1212526490376324
2010-03-02,1117.010009765625,1118.31005859375,1065.8691856384278,False,,above,above,0.0088040250448135,-0.002767406357378,0.006012254372556036,1.127993905179549
2010-03-03,1119.3599853515625,1118.7900390625,1067.211810684204,False,,above,above,0.0112108517741742,-0.0055939833601194,0.005554155095777391,1.1342589582760076
2010-03-04,1119.1199951171875,1122.969970703125,1068.3734985351562,False,,above,above,0.003501758076621,0.0075110516906964,0.011039111653239342,1.1467801695601034
2010-03-05,1125.1199951171875,1138.699951171875,1069.5499359130858,False,,above,above,0.0213126927882603,0.0224114787884048,0.044201820539013115,1.197469940812698
2010-03-08,1138.4000244140625,1138.5,1070.872435760498,False,,above,above,0.0009074640355419,0.0044210437728631,0.005332519746628517,1.203855472918076
2010-03-09,1137.56005859375,1140.449951171875,1072.0382484436036,False,,above,above,-0.0055040455828387,0.0233343262376737,0.017701847459578035,1.2251659388630498
2010-03-10,1140.219970703125,1145.6099853515625,1073.2165599822997,False,,above,above,0.0013776540696508,0.0230611147620674,0.024470539070320818,1.2551464098376244
2010-03-11,1143.9599609375,1150.239990234375,1074.4370597839356,False,,above,above,-0.0060415052185256,0.0153436371649258,0.009209433282397095,1.2667055969586642
2010-03-12,1151.7099609375,1149.989990234375,1075.5726848602294,False,,above,above,0.0110270244099659,-0.0086504302350591,0.0022812056695482585,1.269595212948095
2010-03-15,1148.530029296875,1150.510009765625,1076.6198726654052,False,,above,above,-0.0066390762446859,-9.53857863379426e-05,-0.006733828757515603,1.2610459761927408
2010-03-16,1150.8299560546875,1159.4599609375,1077.6863098144531,False,,above,above,0.0098374227969111,0.0089827788052128,0.018908568995122055,1.2848905510396023
2010-03-17,1159.93994140625,1166.2099609375,1078.8672470092774,False,,above,above,0.0028107499637497,0.0041123208031585,0.006934629472456821,1.2938007909237228
2010-03-18,1166.1300048828125,1165.8299560546875,1080.1000595092773,False,,above,above,0.003441447875822,0.0066778489546246,0.010142278299546614,1.3069228786094447
2010-03-19,1166.6800537109375,1159.9000244140625,1081.222747039795,False,,above,above,-0.0176892755135952,0.0,-0.017689275513595226,1.2838043597347013
2010-03-22,1157.25,1165.81005859375,1082.2414344787599,False,,above,above,-0.0117230908223454,0.0391944713854228,0.027011900215292428,1.3184823549958125
2010-03-23,1166.469970703125,1174.1700439453125,1083.3189346313477,False,,above,above,0.0068484831192732,0.0139703225494376,0.020914481186861567,1.3460577294045812
2010-03-24,1172.699951171875,1167.719970703125,1084.4111221313476,False,,above,above,-0.0070655974180786,-0.007209558995994,-0.014224216572644943,1.3269111127422477
2010-03-25,1170.030029296875,1165.72998046875,1085.425685119629,False,,above,above,0.0244095301241553,-0.0299403941379087,-0.006261694966391729,1.3186024001067402
2010-03-26,1167.5799560546875,1166.5899658203125,1086.4644344329834,False,,above,above,0.0142471614975405,-0.0089129285271825,0.005207249038215345,1.3254686911864846
2010-03-29,1167.7099609375,1173.219970703125,1087.4409343719483,False,,above,above,0.0150800139346578,-0.0013437110431336,0.013716039710269579,1.3436488723895175
2010-03-30,1173.75,1173.27001953125,1088.5169345855713,False,,above,above,0.0082452791763902,0.0022218874630886,0.01048548672191063,1.357737684799868
2010-03-31,1171.75,1169.4300537109375,1089.6226848602296,False,,above,above,-0.0111734397257469,-0.0023316148061903,-0.013479002374436555,1.3394367353225884
2010-04-01,1171.22998046875,1178.0999755859375,1090.6420600891113,False,,above,above,0.0111464880808807,-0.0129797905391823,-0.00197798153883888,1.3367873541876778
2010-04-05,1178.7099609375,1187.43994140625,1091.7223724365235,False,,above,above,0.00729495244641,0.021461122636273,0.028912632951761275,1.3754373962938622
2010-04-06,1186.010009765625,1189.43994140625,1092.9139347076416,False,,above,above,-0.0076177306356983,0.0153518178772134,0.007617141228158264,1.3859142971919227
2010-04-07,1188.22998046875,1182.449951171875,1094.2384967803955,False,,above,above,-0.0033894250179635,-0.0022662710901585,-0.005648014752191566,1.3780866327961094
2010-04-08,1181.75,1186.43994140625,1095.4028717041015,False,,above,above,-0.010136143899023,0.0138597878867772,0.0035831591833239695,1.3830245365698288
2010-04-09,1187.469970703125,1194.3699951171875,1096.6259960174561,False,,above,above,0.0033063819001817,0.0146649110574876,0.018019780754157777,1.4079463354964379
2010-04-12,1194.93994140625,1196.47998046875,1097.8414333343505,False,,above,above,0.0034219670169517,0.0005956621515859,0.004019667504773672,1.4136058116296981
2010-04-13,1195.93994140625,1197.300048828125,1098.9123706817627,False,,above,above,-0.0032347461768886,0.0183730127140531,0.015078834504529848,1.434921339717904
2010-04-14,1198.68994140625,1210.6500244140625,1100.0028713226318,False,,above,above,0.01426498647233,0.0206820924551265,0.035242108696548424,1.4854909935432392
2010-04-15,1210.77001953125,1211.6700439453125,1101.219934463501,False,,above,above,-0.0010522301290923,0.0144420614488471,0.013374634947572295,1.5053588932997866
2010-04-16,1210.1700439453125,1192.1300048828125,1102.3633724212646,False,,above,above,-0.010559611006275,-0.0253030398488971,-0.03559546059709151,1.4517749501288528
2010-04-19,1192.06005859375,1197.52001953125,1103.2573726654052,False,,above,above,-0.0093699246091264,0.007870295581861,-0.0015733731035190157,1.4494907664699574
2010-04-20,1199.0400390625,1207.1700439453125,1104.354684829712,False,,above,above,0.0155314198563007,-0.0007349502988807,0.014785054735754644,1.4709215667911868
2010-04-21,1207.1600341796875,1205.93994140625,1105.57137260437,False,,above,above,0.0203000838722824,-0.0026464489948673,0.017599911740855623,1.4968096565444327
2010-04-22,1202.52001953125,1208.6700439453125,1106.8417472839355,False,,above,above,-0.0292007293794219,0.0453271327150732,0.014802817999693518,1.5189666574704437
2010-04-23,1207.8699951171875,1217.280029296875,1108.2121849060059,False,,above,above,0.000949560237637,0.0122769128620054,0.013238130767937228,1.5390749367141738
2010-04-26,1217.0699462890625,1212.050048828125,1109.6074348449706,False,,above,above,0.0007031943635722,-0.0081297685199931,-0.007432290963821253,1.5276360839693892
2010-04-27,1209.9200439453125,1183.7099609375,1110.7855606079102,False,,above,above,-0.0096944995495418,-0.0525324387693264,-0.06171766261488265,1.4333539555406458
2010-04-28,1184.5899658203125,1191.3599853515625,1111.6167472839356,False,,above,above,0.0153739451815799,-0.0128253779613576,0.002351390562511435,1.4367243305044426
2010-04-29,1193.300048828125,1206.780029296875,1112.6586227416992,False,,above,above,0.0139124963033714,0.036619305822668,0.0510412680829293,1.510056562218987
2010-04-30,1206.77001953125,1186.68994140625,1113.7593101501466,False,,above,above,-0.0015155205330892,-0.0574987943134917,-0.058927174243170954,1.421073196060065
2010-05-03,1188.5799560546875,1202.260009765625,1114.5453720092773,False,,above,above,0.0116935570258918,0.0288096400120076,0.04084008420627527,1.4791099450504388
2010-05-04,1197.5,1173.5999755859375,1115.5568725585938,False,,above,above,-0.0378559773056864,-0.0525396840151579,-0.08840672023511842,1.3483466859413833
2010-05-05,1169.239990234375,1165.8699951171875,1116.1363098144532,False,,above,above,-0.0313459811222717,0.0153960829287669,-0.016432503518346797,1.3261899742807002
2010-05-06,1164.3800048828125,1128.1500244140625,1116.712872314453,False,,above,above,-0.0206121726435474,-0.0789822921300441,-0.09796646813242393,1.19626782642779
2010-05-07,1127.0400390625,1110.8800048828125,1116.8711227416993,False,,above,above,-0.0264720883212182,-0.0475593570531607,-0.07277244987396725,1.1092124859932337
2010-05-10,1122.27001953125,1159.72998046875,1117.1074348449706,False,,above,above,0.1262464403138401,0.0203380748138828,0.1491521246758123,1.2746538849960642
2010-05-11,1156.3900146484375,1155.7900390625,1117.9148719787597,False,,above,above,-0.0282432853931938,0.0283846909476435,-0.0006602713727821286,1.2738122675255958
2010-05-12,1155.4300537109375,1171.6700439453125,1118.434684753418,False,,above,above,0.0137064214172424,0.0396317062186926,0.05388133650285276,1.3424469749536043
2010-05-13,1170.0400390625,1157.43994140625,1119.218497467041,False,,above,above,-0.009599476210176,-0.0359517876294326,-0.0452061455095466,1.281760121665001
2010-05-14,1157.18994140625,1135.6800537109375,1119.804808807373,False,,above,above,-0.0245188641670329,-0.0379450959802567,-0.06153358949314469,1.2028888205097836
2010-05-17,1136.52001953125,1136.93994140625,1120.24624710083,False,,above,above,0.0097098427662636,0.0037688284002588,0.013515265897702022,1.2191461827643466
2010-05-18,1138.780029296875,1120.800048828125,1120.7226219177246,False,,above,above,0.0243937214510168,-0.061124531704414,-0.038221865053618465,1.1725481418860937
2010-05-19,1119.5699462890625,1115.050048828125,1120.9787467956544,True,0.2374415118868967,wait_mix,above,-0.0172520458227858,0.0004666400136694995,-0.016793456304014964,1.1528570059009757
2010-05-20,1107.3399658203125,1071.5899658203125,1121.2646224975585,True,0.2374415118868967,wait_mix,wait_mix,0.0203510080291457,0.0079699883678598,0.028483193694272213,1.185694055301852
2010-05-21,1067.260009765625,1087.68994140625,1121.2749977111816,True,0.2374415118868967,below,wait_mix,0.016231008330395,0.0731007830919352,0.09051829084165375,1.293021054648885
2010-05-24,1084.780029296875,1073.6500244140625,1121.7749977111816,True,0.2374415118868967,below,below,0.0054729837374167,0.0027793810388734,0.008267576283516043,1.303711204854387
2010-05-25,1067.4200439453125,1074.030029296875,1121.873935699463,True,0.2374415118868967,below,below,-0.0742588186931266,0.0726035987643636,-0.00704667740587428,1.2945243725633546
2010-05-26,1075.510009765625,1067.949951171875,1122.0451858520507,True,0.2374415118868967,below,below,0.0154708180067668,-0.0457008277724044,-0.030937038954862994,1.2544756216213426
2010-05-27,1074.27001953125,1103.06005859375,1122.1022483825684,True,0.2374415118868967,below,below,0.0666099224147183,0.0390481342031643,0.10825904980759482,1.3902839604248611
2010-05-28,1102.5899658203125,1089.4100341796875,1122.5141235351562,True,0.2374415118868967,below,below,0.0066039060692788,-0.0204414260623965,-0.01397251325075588,1.3708581993655113
2010-06-01,1087.300048828125,1070.7099609375,1122.5305618286134,True,0.2374415118868967,below,below,-0.0105436496055592,-0.0173139012532945,-0.02767499915073368,1.3329196998622945
2010-06-02,1073.010009765625,1098.3800048828125,1122.4069992065429,True,0.2374415118868967,below,below,0.0166040035878891,0.0528895696004232,0.07037175179171973,1.4267195941392974
2010-06-03,1098.8199462890625,1102.8299560546875,1122.725749206543,True,0.2374415118868967,below,below,0.0073875753530345,0.0184356268388259,0.025959396774312804,1.4637563741692459
2010-06-04,1098.4300537109375,1064.8800048828125,1122.7908744812012,True,0.2374415118868967,below,below,-0.0627428509344379,-0.0384126318880394,-0.09874536478592666,1.3192172170441783
2010-06-07,1065.8399658203125,1050.469970703125,1122.3891860961915,True,0.2374415118868967,below,below,0.0097030876037722,-0.0670295172236086,-0.05797682289749562,1.2427331940882809
2010-06-08,1050.81005859375,1062.0,1122.0626861572266,True,0.2374415118868967,below,below,0.0071459486032048,-0.012629065469805,-0.005573363519353891,1.235806990240059
2010-06-09,1062.75,1055.68994140625,1121.9128730773925,True,0.2374415118868967,below,below,0.0202245126494502,-0.0414402659007938,-0.022053862433250693,1.2085526728832552
2010-06-10,1058.77001953125,1086.8399658203125,1121.666934967041,True,0.2374415118868967,below,below,0.0348836695776166,0.046466526045829,0.08297111856444817,1.3088276399964325
2010-06-11,1082.6500244140625,1091.5999755859375,1121.8501846313477,True,0.2374415118868967,below,below,-0.0310582091144516,0.0590064225759023,0.02611557964999278,1.3430084324768714
2010-06-14,1095.0,1089.6300048828125,1121.919184112549,True,0.2374415118868967,below,below,0.0297082952976612,-0.0283077386571406,0.000559581981285362,1.3437599557963997
2010-06-15,1091.2099609375,1115.22998046875,1121.9581840515136,True,0.2374415118868967,below,below,0.0165819682477188,0.0555494520949326,0.0730525395934678,1.4419250331713327
2010-06-16,1114.02001953125,1114.6099853515625,1122.40249710083,True,0.2374415118868967,below,below,-0.0008339288935136,0.0210037529617039,0.020152308431723442,1.4709831511752245
2010-06-17,1115.97998046875,1116.0400390625,1122.7347465515136,True,0.2374415118868967,below,below,0.0156585750636293,-0.0055415661284715,0.01003023590596519,1.485737459195212
2010-06-18,1116.1600341796875,1117.510009765625,1123.19468460083,True,0.2374415118868967,below,below,0.005168096857133,-0.0024196567691721,0.0027359350674167615,1.4898023404107987
2010-06-21,1122.7900390625,1113.199951171875,1123.5573722839356,True,0.2374415118868967,below,below,0.0364829565127877,-0.0605504374224069,-0.02627653988493106,1.4506554897923307
2010-06-22,1113.9000244140625,1095.31005859375,1123.983122253418,True,0.2374415118868967,below,below,0.0115218633625895,-0.0347830166147223,-0.023661918416906236,1.4163301979418275
2010-06-23,1095.5699462890625,1092.0400390625,1124.19624710083,True,0.2374415118868967,below,below,0.0037186611806845,-0.0170485986266459,-0.013393335407859364,1.3973608125525128
2010-06-24,1090.9300537109375,1073.68994140625,1124.4586853027345,True,0.2374415118868967,below,below,-0.0119613261843893,-0.0369678612476398,-0.04848700278530682,1.3296069749422004
2010-06-25,1075.0999755859375,1076.760009765625,1124.5296844482423,True,0.2374415118868967,below,below,0.0130230881652477,-0.0135254026647205,-0.0006784570108457899,1.3287048937683814
2010-06-28,1077.5,1074.5699462890625,1124.6079971313477,True,0.2374415118868967,below,below,0.0007918903450931,-0.009739139628996,-0.008954961614544454,1.316806392447628
2010-06-29,1071.0999755859375,1041.239990234375,1124.6009338378906,True,0.2374415118868967,below,below,-0.0469924178680356,-0.0677840563612999,-0.11159113752801486,1.1698624692102357
2010-06-30,1040.56005859375,1030.7099609375,1124.0860595703125,True,0.2374415118868967,below,below,-0.0149299631903511,-0.0350135388305022,-0.04942075117494993,1.1120469872104841
2010-07-01,1031.0999755859375,1027.3699951171875,1123.6375587463378,True,0.2374415118868967,below,below,0.0055473082628585,-0.0152111098715583,-0.009748182324177512,1.101206550426104
2010-07-02,1027.6500244140625,1022.5800170898438,1123.171371459961,True,0.2374415118868967,below,below,0.0025991390108308,-0.0080486122257659,-0.005470392676954039,1.095182518176839
2010-07-06,1028.0899658203125,1028.06005859375,1122.7699962615966,True,0.2374415118868967,below,below,0.0382204875441469,-0.0317795767405594,0.005226279886616725,1.100906248543761
2010-07-07,1028.5400390625,1060.27001953125,1122.3639347076416,True,0.2374415118868967,below,below,0.0086124132296518,0.0851517764322264,0.09449755194775156,1.2049391939551295
2010-07-08,1062.9200439453125,1070.25,1122.2723720550537,True,0.2374415118868967,below,below,0.023991082375703,-0.006953749431809,0.016870504968455435,1.2252671266134363
2010-07-09,1070.5,1077.9599609375,1122.069309616089,True,0.2374415118868967,below,below,-0.0025809045688393,0.030679345741897,0.028019260709463367,1.2595982056727533
2010-07-12,1077.22998046875,1078.75,1121.912371444702,True,0.2374415118868967,below,below,-0.0037087184828734,0.0151204318911217,0.011355635983024692,1.2739017443812441
2010-07-13,1080.6500244140625,1095.3399658203125,1121.8328090667724,True,0.2374415118868967,below,below,0.0234003536894868,0.0105102105617149,0.03415650689569705,1.3174137780976427
2010-07-14,1095.6099853515625,1095.1700439453125,1121.9510585784913,True,0.2374415118868967,below,below,0.0085707373656234,0.0073623347214275,0.01599617272434606,1.3384873564415258
2010-07-15,1094.4599609375,1096.47998046875,1121.8746837615968,True,0.2374415118868967,below,below,-0.0041595575064817,0.0076817440202454,0.0034902338577615932,1.3431589903311638
2010-07-16,1093.8499755859375,1064.8800048828125,1121.8135585784912,True,0.2374415118868967,below,below,-0.0087466812218927,-0.0723708560865399,-0.08048453250048815,1.2350554669205325
2010-07-19,1066.8499755859375,1071.25,1121.3588710784911,True,0.2374415118868967,below,below,0.0057296976740817,0.0167283987993567,0.022553945141130294,1.2629108401677112
2010-07-20,1064.530029296875,1083.47998046875,1121.2178714752197,True,0.2374415118868967,below,below,-0.0495975084086015,0.0854270101590797,0.0315925348957915,1.302809394955983
2010-07-21,1086.6700439453125,1069.5899658203125,1121.2803089141846,True,0.2374415118868967,below,below,0.0377874700947631,-0.0701548827693396,-0.03501838820922443,1.2571871098007894
2010-07-22,1072.1400146484375,1093.6700439453125,1120.9440586090088,True,0.2374415118868967,below,below,0.0390438730356692,0.0273127490075313,0.06742301754770574,1.3419504583656374
2010-07-23,1092.1700439453125,1102.6600341796875,1120.9719341278076,True,0.2374415118868967,below,below,-0.0140235823763332,0.0406241462177823,0.026030867780495903,1.3768825933153293
2010-07-26,1102.8900146484375,1115.010009765625,1121.056058883667,True,0.2374415118868967,below,below,0.0043753577526437,0.0175255736507373,0.021977612057923368,1.407143184800521
2010-07-27,1117.3599853515625,1113.8399658203125,1121.202933883667,True,0.2374415118868967,below,below,0.0147668467804429,-0.0147623937523229,-0.00021354097853309995,1.4068427020679024
2010-07-28,1112.8399658203125,1106.1300048828125,1121.2408710479735,True,0.2374415118868967,below,below,-0.0020301897395351,-0.0184483938998747,-0.020441129899403387,1.3780852476469048
2010-07-29,1108.0699462890625,1101.530029296875,1121.2997463226318,True,0.2374415118868967,below,below,0.0138782798029049,-0.0371792498679554,-0.023816954097580112,1.3452634545611462
2010-07-30,1098.43994140625,1101.5999755859375,1121.2744342803956,True,0.2374415118868967,below,below,-0.0254038431603886,0.0330730465811524,0.006829020932580088,1.3544502868521793
2010-08-02,1107.530029296875,1125.8599853515625,1121.3265598297119,True,0.2374415118868967,below,below,0.0370167189313292,0.0161848628915683,0.05380069234349705,1.4273206500296747
2010-08-03,1125.3399658203125,1120.4599609375,1121.5594341278077,False,,above,below,-0.001899582304188,-0.0084535420751309,-0.010337066180385324,1.4125663420096872
2010-08-04,1121.06005859375,1127.239990234375,1121.5723720550536,True,0.2358285196302947,wait_mix,above,0.013109628382417,-0.01805797378310515,-0.005185078726324011,1.4052420743202114
2010-08-05,1125.780029296875,1125.81005859375,1121.7225589752197,False,,above,wait_mix,0.01320737285660285,0.0092567455703311,0.022586375717120077,1.4369813997843128
2010-08-06,1122.0699462890625,1121.6400146484375,1121.8033084869385,False,,above,above,-0.0359548821731469,0.0324310285277706,-0.004689907454846209,1.430242090004989
2010-08-09,1122.800048828125,1127.7900390625,1121.9676219940186,False,,above,above,0.0137137526279558,0.003720222352846,0.017484993189869735,1.4552498632085913
2010-08-10,1122.9200439453125,1121.06005859375,1122.1266223907471,False,,above,above,-0.0224319977499954,0.0012610777977848,-0.021199208446533002,1.4243997180166437
2010-08-11,1116.8900146484375,1089.469970703125,1122.1327472686767,True,0.2234724070853085,wait_mix,above,-0.0530908251153948,0.0131050920679976,-0.04068149319850034,1.3664530105762038
