Date,signal_price,signal_sma,signal_below_sma,trigger_reference_tqqq_close,target_regime_at_close,close_position,strategy_return
2023-08-31,4507.66015625,4214.375247192383,False,,above,above,0.0090346643687724
2023-09-01,4515.77001953125,4217.703997802734,False,,above,above,-0.0035344659373071
2023-09-05,4496.830078125,4220.814872741699,False,,above,above,0.0026011477267542
2023-09-06,4465.47998046875,4223.780560302735,False,,above,above,-0.0264150435224763
2023-09-07,4451.14013671875,4227.04481048584,False,,above,above,-0.0218022450246365
2023-09-08,4457.490234375,4230.536311340332,False,,above,above,0.0029715879447458
2023-09-11,4487.4599609375,4233.7541229248045,False,,above,above,0.0340740552043077
2023-09-12,4461.89990234375,4236.517184448242,False,,above,above,-0.0319959689229458
2023-09-13,4467.43994140625,4239.332746887207,False,,above,above,0.0098666528348194
2023-09-14,4505.10009765625,4242.388247680664,False,,above,above,0.0234488768508347
2023-09-15,4450.31982421875,4244.825059509278,False,,above,above,-0.0513125854639606
2023-09-18,4453.52978515625,4247.218620300293,False,,above,above,0.0022640138983152
2023-09-19,4443.9501953125,4249.882246398925,False,,above,above,-0.006024029102583
2023-09-20,4402.2001953125,4251.917247009277,False,,above,above,-0.0433592923409326
2023-09-21,4330.0,4253.234684753418,False,,above,above,-0.0569535497271351
2023-09-22,4320.06005859375,4254.111561584473,False,,above,above,0.00084288435091
2023-09-25,4337.43994140625,4255.367561340332,False,,above,above,0.0131909834135566
2023-09-26,4273.52978515625,4256.382872009277,False,,above,above,-0.0445981620769315
2023-09-27,4274.509765625,4257.073558044433,False,,above,above,0.0060884835335617
2023-09-28,4299.7001953125,4258.210060119629,False,,above,above,0.0242073445164909
2023-09-29,4288.0498046875,4259.500996398926,False,,above,above,0.0022510449505677
2023-10-02,4288.39013671875,4260.738059997559,False,,above,above,0.0238630285931777
2023-10-03,4229.4501953125,4261.314060974121,True,16.789029902738356,wait_mix,above,-0.0529200575158606
2023-10-04,4263.75,4262.111686706543,False,,above,wait_mix,0.01854541602736275
2023-10-05,4258.18994140625,4262.802873229981,True,17.28483002861222,wait_mix,above,-0.0105732385187268
2023-10-06,4308.5,4264.165936279297,False,,above,wait_mix,-0.0156053107544782
2023-10-09,4335.66015625,4265.769499206543,False,,above,above,0.0147256969268454
2023-10-10,4358.240234375,4268.025125122071,False,,above,above,0.0163587532717093
2023-10-11,4376.9501953125,4270.437001037598,False,,above,above,0.0212875953923583
2023-10-12,4349.60986328125,4272.545062255859,False,,above,above,-0.0116930441503708
2023-10-13,4327.77978515625,4274.780935668945,False,,above,above,-0.0378085896435959
2023-10-16,4373.6298828125,4277.227122497558,False,,above,above,0.0336808904426777
2023-10-17,4373.2001953125,4279.746186828614,False,,above,above,-0.0095680394139376
2023-10-18,4314.60009765625,4282.016250610352,False,,above,above,-0.0422977436497342
2023-10-19,4278.0,4283.8703125,True,17.352876613199072,wait_mix,above,-0.0267175172369525
2023-10-20,4224.16015625,4284.986064147949,True,17.352876613199072,wait_mix,wait_mix,0.007792149427707401
2023-10-23,4217.0400390625,4286.039939880371,True,17.352876613199072,wait_mix,wait_mix,0.0198850423153258
2023-10-24,4247.68017578125,4287.673127746582,True,17.352876613199072,wait_mix,wait_mix,0.016976936157261
2023-10-25,4186.77001953125,4288.890377807617,True,17.352876613199072,wait_mix,wait_mix,-0.030836711212585247
2023-10-26,4137.22998046875,4290.258564758301,True,17.352876613199072,wait_mix,wait_mix,0.0234592045598911
2023-10-27,4117.3701171875,4291.857189941406,True,17.352876613199072,wait_mix,wait_mix,-0.0026188211705445996
2023-10-30,4166.81982421875,4293.801313781738,True,17.352876613199072,wait_mix,wait_mix,-0.0077221678129619
2023-10-31,4193.7998046875,4295.516999816895,True,17.352876613199072,wait_mix,wait_mix,-0.01015412811484505
2023-11-01,4237.85986328125,4297.679061889648,True,17.352876613199072,wait_mix,wait_mix,0.02857544389922235
2023-11-02,4317.77978515625,4299.913435363769,False,,above,wait_mix,0.036022254904573045
2023-11-03,4358.33984375,4302.674060058594,False,,above,above,0.0352618851754602
2023-11-06,4365.97998046875,4305.264122009277,False,,above,above,0.0114420877244476
2023-11-07,4378.3798828125,4307.611058044434,False,,above,above,0.0281504578700124
2023-11-08,4382.77978515625,4310.397369384766,False,,above,above,0.0017911948200239
2023-11-09,4347.35009765625,4312.888807678222,False,,above,above,-0.0237546673070656
2023-11-10,4415.240234375,4315.665371704102,False,,above,above,0.0667189590261301
2023-11-13,4411.5498046875,4318.377995300293,False,,above,above,-0.0090753958629291
2023-11-14,4495.7001953125,4321.655683898925,False,,above,above,0.0628713030442806
2023-11-15,4502.8798828125,4324.624870300293,False,,above,above,0.0027946711719644
2023-11-16,4508.240234375,4327.483683776855,False,,above,above,0.0016254537842854
2023-11-17,4514.02001953125,4330.0131210327145,False,,above,above,0.0006957265087903
