Date,gspc_open_implied_rsi14,GSPC_OPEN,GSPC_SMA200_PREV_CLOSE,TQQQ_OPEN,base_target_regime_at_open,tqqq_running_drawdown_pct,selected_leg,action,strategy_return,strategy_equity
2017-10-02,69.4436709167376,2521.199951171875,2389.0759509277345,4.560859642394729,above,1.29780398044812,TQQQ,,0.0028009579564158837,205.98999967689738
2017-10-03,72.43726853032456,2530.340087890625,2390.4551513671877,4.567213093459928,above,1.1603080648516673,UVIX,enter_uvix_high_rsi,0.024091753494512425,210.9526599714479
2017-10-04,72.77131092363655,2533.47998046875,2391.817901611328,4.5521204337749275,above,1.4869304061397637,UVIX,exit_uvix|enter_uvix_high_rsi,0.001575644726074188,211.28504641758323
2017-10-05,75.5795210700835,2540.860107421875,2393.2162512207033,4.64426114954788,above,0.0,UVIX,,-0.06791505000357223,196.93561192512598
2017-10-06,74.56237749059721,2547.43994140625,2394.6639514160156,4.678414647188621,above,0.0,UVIX,,0.010791209157802184,199.0607853040298
2017-10-09,76.65176884314792,2551.389892578125,2396.0568017578125,4.761815556167742,above,0.0,UVIX,,0.04201195775496025,207.4237186068919
2017-10-10,73.85307956810291,2549.989990234375,2397.4545520019533,4.772936395992101,above,0.0,UVIX,,-0.05381684103215478,196.26082931632638
2017-10-11,74.02491790595295,2550.6201171875,2398.9029516601563,4.732029481434472,above,0.8570597042101613,UVIX,,-0.0425102162805594,187.91773901468738
2017-10-12,73.28202044456128,2552.8798828125,2400.3602014160156,4.759037517357754,above,0.2912018405696326,UVIX,,-0.007500420428394161,186.508276966124
2017-10-13,73.20732504482947,2555.659912109375,2401.770451660156,4.808282623139156,above,0.0,UVIX,,-0.03616252399112063,179.76366692579396
2017-10-16,73.23733405006854,2555.570068359375,2403.2867016601563,4.842833948480586,above,0.0,UVIX,,-0.03779690342272357,172.9691569680851
2017-10-17,73.46315924590994,2557.169921875,2404.8286010742186,4.850381030933857,above,0.0,UVIX,,0.008226482656839007,174.3920847380511
2017-10-18,75.70829472894428,2562.8701171875,2406.431251220703,4.886917468918341,above,0.0,UVIX,,-0.0069299204083711485,173.18356147096648
2017-10-19,67.35644275671784,2553.389892578125,2407.9484008789063,4.771347547848927,above,2.364883831258857,TQQQ,exit_uvix,0.09758192746983352,190.0831472053938
2017-10-20,77.41104455411616,2567.56005859375,2409.4051513671875,4.858721316673595,above,0.576972138860099,UVIX,enter_uvix_high_rsi,0.016087124346974235,193.14103843075117
2017-10-23,80.44548912703603,2578.080078125,2410.936201171875,4.866663960288442,above,0.41444343512480053,UVIX,,0.05747818755073464,204.24243526141754
2017-10-24,71.07769227537476,2568.659912109375,2412.376201171875,4.768567961597977,above,2.421761940386502,UVIX,exit_uvix|enter_uvix_high_rsi,0.028325691001952924,210.02774337211883
