Date,gspc_rsi14_prev_close,uvix_high_rsi_state,close_to_open_return,open_to_close_return,strategy_return,selected_leg,base_target_regime_at_open,strategy_equity
2010-02-12,,False,-0.0272104352751004,0.0321781818828266,0.004092164272333276,above,above,1.0040921642723333
2010-02-16,42.89942053232351,False,0.0235078426410877,0.0148785678001617,0.038736173471820345,above,above,1.0429868525292818
2010-02-17,50.45027437819684,False,0.0133924423195286,0.0035302858725203,0.016970007341968074,above,above,1.06068634707428
2010-02-18,52.085659615318576,False,-0.0010199826983322,0.0199985213734683,0.01895814052934308,above,above,1.0807949878996699
2010-02-19,54.603369859168076,False,-0.0067978619080868,0.006844389120171,0.0,above,above,1.0807949878996699
2010-02-22,55.446114068514724,False,0.0118075042330167,-0.0186080862192008,-0.007020297042985568,above,above,1.0732074860420442
2010-02-23,54.91981398899999,False,-0.0054973742635479,-0.0337299737782212,-0.0390419217520106,above,above,1.0313074033483187
2010-02-24,49.11581343639164,False,0.0176285076198476,0.0123932014745242,0.030240182740999932,above,above,1.062494327687718
2010-02-25,53.33017314821124,False,-0.0319593342316779,0.0324255389100638,-0.0005700939572830244,above,above,1.0618886060918555
2010-02-26,52.3213678192642,False,-0.0029477683883308,0.0154683560514914,0.012474990532172603,above,above,1.0751356563990735
2010-03-01,52.96706583798146,False,0.0126566005956867,0.0298595935959475,0.042894115141727696,above,above,1.1212526490376324
2010-03-02,57.45816750523209,False,0.0088040250448135,-0.002767406357378,0.006012254372556036,above,above,1.127993905179549
2010-03-03,58.448364393677764,False,0.0112108517741742,-0.0055939833601194,0.005554155095777391,above,above,1.1342589582760076
2010-03-04,58.639749050725726,False,0.003501758076621,0.0075110516906964,0.011039111653239342,above,above,1.1467801695601034
2010-03-05,60.35238992675458,False,0.0213126927882603,0.0224114787884048,0.044201820539013115,above,above,1.197469940812698
2010-03-08,66.04970659890442,False,0.0009074640355419,0.0044210437728631,0.005332519746628517,above,above,1.203855472918076
2010-03-09,65.9200331038461,False,-0.0055040455828387,0.0233343262376737,0.017701847459578035,above,above,1.2251659388630498
2010-03-10,66.608527423863,False,0.0013776540696508,0.0230611147620674,0.024470539070320818,above,above,1.2551464098376244
2010-03-11,68.42630258756365,False,-0.0060415052185256,0.0153436371649258,0.009209433282397095,above,above,1.2667055969586642
2010-03-12,70.004199422233,True,0.0110270244099659,-0.0210257554583377,-0.010230582567048896,UVIX,above,1.2537464607608357
2010-03-15,69.80135630927887,True,0.0396029633712693,-0.0334427665628183,0.004835764149229815,UVIX,above,1.2598092829480068
2010-03-16,69.99610660128025,True,-0.0351546622395474,-0.0268463989443752,-0.061057285096685066,UVIX,above,1.1828887483916
2010-03-17,73.19955925528352,True,-0.0610581296968083,-0.0132548926087633,-0.0735037033535485,UVIX,above,1.0959420447295736
2010-03-18,75.33817925033263,True,0.0038049649170392,-0.0276574746670332,-0.023957745470795877,UVIX,above,1.0696857441711989
2010-03-19,74.97545143211346,True,-0.0371259759947982,0.0631247285745275,0.023655185421993297,UVIX,above,1.0949893587928314
2010-03-22,69.36316487501269,True,0.0919789241317607,-0.114031396630717,-0.03254095767829168,UVIX,above,1.0593573564101741
2010-03-23,71.64155529479288,True,-0.001992942444783,-0.0392000359663736,-0.04111485499564216,UVIX,above,1.015802032312803
2010-03-24,74.5273091142391,True,0.020817996754342,0.0341607874068909,0.05568994332259547,UVIX,above,1.0723719899192803
2010-03-25,68.71717717783295,True,-0.0635607792005151,0.0709419972048823,0.0028720893839842,UVIX,above,1.0754519381272094
2010-03-26,66.98217205123797,True,0.0106225675058257,-0.0178469063864314,-0.00741391884846565,UVIX,above,1.0674786247325092
2010-03-29,67.36564547477346,True,0.016855881325954,-0.0552941875611598,-0.03937033849875171,UVIX,above,1.0254516299366083
2010-03-30,70.23569863830971,True,0.0121491046114787,-0.0312714088515697,-0.01950222385757694,UVIX,above,1.0054530426944674
2010-03-31,70.25696361763556,True,0.0130054441454861,-0.0329036899288863,-0.020326172884950644,UVIX,above,0.9850160303209601
2010-04-01,66.34073804079614,True,-0.0435419549084606,0.034930152034974,-0.010132729978339028,UVIX,above,0.9750351288613823
2010-04-05,70.35822958173289,True,0.0159351343377467,-0.0893202069957005,-0.07480840215550566,UVIX,above,0.9020943088257748
2010-04-06,73.96357237956815,True,0.028258762141949,-0.08982257500471,-0.06410208764479652,UVIX,above,0.8442681803775528
2010-04-07,74.6739340984562,True,0.0421308243881644,-0.0068287091677855,0.03501441607363298,UVIX,above,0.8738297377230214
2010-04-08,67.71977072254091,True,0.0438246465905072,-0.0600230712813903,-0.018828914577066813,UVIX,above,0.8573764722365339
2010-04-09,69.4676675227375,True,-0.0137735466337864,-0.0165318142164491,-0.0300776591361841,UVIX,above,0.8315885949532195
2010-04-12,72.63872744197889,True,-0.0148492351472712,0.0158114987242439,0.0007274749143857395,UVIX,above,0.8321935547951372
2010-04-13,73.42946569332176,True,0.0100010251317248,-0.0063248631338725,0.0036129068826957766,UVIX,above,0.8352001926169916
2010-04-14,73.74702892631248,True,-0.0288012413305776,-0.0146814220985492,-0.04305982024819033,UVIX,above,0.7992366224516501
2010-04-15,78.2948885067942,True,0.013576621970883,-0.0092747841619699,0.004175917570484522,UVIX,above,0.8025741687063206
2010-04-16,78.59992831183092,True,-0.0316811336535683,0.1115725996291376,0.07635671953464263,UVIX,above,0.863856099411978
2010-04-19,60.933390065053764,False,0.085235940413022,0.007870295581861,0.09377706804013153,above,above,0.9448659916234178
2010-04-20,63.37858575260473,False,0.0155314198563007,-0.0007349502988807,0.014785054735754644,above,above,0.9588358870275231
2010-04-21,67.3221143421342,False,0.0203000838722824,-0.0026464489948673,0.017599911740855623,above,above,0.9757113140131725
2010-04-22,66.34142320130258,False,-0.0292007293794219,0.0453271327150732,0.014802817999693518,above,above,0.9901545910147512
2010-04-23,67.47389876996004,False,0.000949560237637,0.0122769128620054,0.013238130767937228,above,above,1.003262386971078
2010-04-26,70.80955954651694,True,0.0007031943635722,-0.0217532791066503,-0.02106538152633497,UVIX,above,0.9821282820185107
2010-04-27,66.3578721686286,True,-0.0267414974050931,0.2430666582510916,0.20982519443511238,UVIX,above,1.1882035397532675
2010-04-28,48.54712645833106,False,0.0072432208775419,-0.0128253779613576,-0.005675054129227752,above,above,1.1814604203486276
2010-04-29,52.27118592194026,False,0.0139124963033714,0.036619305822668,0.0510412680829293,above,above,1.2417636583930123
2010-04-30,58.75184240008539,False,-0.0015155205330892,-0.0574987943134917,-0.058927174243170954,above,above,1.1685900349260498
2010-05-03,49.350118988470015,False,0.0116935570258918,0.0288096400120076,0.04084008420627527,above,above,1.216315350355044
2010-05-04,55.31790053658611,False,-0.0378559773056864,-0.0525396840151579,-0.08840672023511842,above,above,1.1087848994585254
2010-05-05,44.84397547476849,False,-0.0313459811222717,0.0153960829287669,-0.016432503518346797,above,above,1.0905647876970834
2010-05-06,42.50630392009057,False,-0.0206121726435474,-0.0789822921300441,-0.09796646813242393,above,above,0.9837260071768135
2010-05-07,33.36599127072088,False,-0.0264720883212182,-0.0475593570531607,-0.07277244987396725,above,above,0.9121378556298209
2010-05-10,30.16744656183242,False,0.1262464403138401,0.0203380748138828,0.1491521246758123,above,above,1.048185154794248
2010-05-11,45.95064776358905,False,-0.0282432853931938,0.0283846909476435,-0.0006602713727821286,above,above,1.0474930681431622
2010-05-12,45.065948267613436,False,0.0137064214172424,0.0396317062186926,0.05388133650285276,above,above,1.1039333946321896
2010-05-13,49.30271358206286,False,-0.009599476210176,-0.0359517876294326,-0.0452061455095466,above,above,1.0540288209615991
2010-05-14,45.88741666663923,False,-0.0245188641670329,-0.0379450959802567,-0.06153358949314469,above,above,0.9891706441786048
2010-05-17,41.188799313767596,False,0.0097098427662636,0.0037688284002588,0.013515265897702022,above,above,1.0025395484528798
2010-05-18,41.56190544381882,False,0.0243937214510168,-0.061124531704414,-0.038221865053618465,above,above,0.9642206171209983
2010-05-19,38.21701009715834,False,-0.0172520458227858,0.0004666400136694,-0.016793456304014964,wait_mix,wait_mix,0.9480280203199465
2010-05-20,37.07231792376621,False,0.0203510080291457,0.0079699883678598,0.028483193694272213,wait_mix,wait_mix,0.975030886050317
2010-05-21,29.805613949722428,False,0.016231008330395,0.0731007830919352,0.09051829084165375,below,below,1.063289015373415
