cagr,annualized_vol,max_drawdown,final_multiple,start,uvix_entry_rsi,uvix_exit_rsi,uvix_tqqq_drop_exit_pct,low_rsi_entry,low_rsi_exit,uvix_entries,uvix_exits,uvix_day_share,low_rsi_entries,low_rsi_exits,low_rsi_day_share
1.0645579128727913,0.6402792141107387,-0.6568036304375773,121187.47190190839,2010-02-12,69.5,68.5,0.0,30.0,32.5,127,126,0.08871958712214303,11,11,0.005898255099533055
