cagr,annualized_vol,max_drawdown,final_multiple,start,end,uvix_entry_rsi,uvix_entry_min_bb_z,uvix_exit_rsi,uvix_gspc_profit_exit_pct,low_rsi_entry,low_rsi_exit,uvix_entries,uvix_exits,uvix_gspc_profit_exit_only,uvix_rsi_exit_only,uvix_rsi_and_gspc_profit_exit,low_rsi_entries,low_rsi_exits,skipped_uvix_entry_days,uvix_day_share,low_rsi_day_share,transition_policy,base_daily_path,gspc_2005_2008_source
1.7754377539283084,0.6446639147207913,-0.8755292896259698,984681941.7815013,2005-12-20,2026-04-17,67.5,1.6,66.0,0.1,30.0,32.5,160,159,79,19,61,24,24,132,0.09076682316118936,0.011541471048513302,one_open_transition_per_day,tecl_sma160_rotation/output/tecl_sma160_gspc_above_tecl100_tqqq0_wait_tmf50_gld50_below_soxl0_tecl0_tqqq100_crossunder_price_drawdown_ref_tecl_enterdown_41p5_from_20020101_daily_path.csv,Yahoo Finance ^GSPC daily OHLC fetched at build time
