best_signal_window,best_drawdown_pct,best_cagr,best_annualized_vol,best_max_drawdown,best_final_multiple,baseline_signal_window,baseline_drawdown_pct,baseline_cagr,baseline_annualized_vol,baseline_max_drawdown,baseline_final_multiple,m_min,m_max,m_step,n_min,n_max,n_step
20,59.1,3.5475233908062895,0.48212945891170544,-0.49364431407359555,7733874157424903.0,,,,,,,20,40,1,58.0,60.0,0.1
