dataset,vol_label,entry,exit,cagr,final_multiple,max_drawdown,trade_count,vol_days,start_date,end_date
strict_uvix,UVIX,71.0,68.0,0.5276516957063702,5.561172256622139,-0.43648406430558284,57,78,2022-03-30,2026-04-17
