dataset,full_sample_best_entry,full_sample_best_exit,episode_count,same_as_full_optimum_count,same_as_full_optimum_share,distinct_leave_one_out_optima,mode_best_entry,mode_best_exit,mode_count
stitched_uvix_longvol_2x,69.4,65.4,86,79,0.9186046511627907,5,69.4,65.4,79
