asset,leg,model,alpha,beta,train_rows,test_rows,test_corr,test_mae_bps,test_rmse_bps,test_mean_error_bps,full_corr,full_mae_bps,full_rmse_bps,full_mean_error_bps
UVIX,CTO,linear_actual_uvix_vs_hybrid_proxy,0.00028597423304596847,1.323335647340121,714,306,0.9965270633209454,33.57925680261406,46.78123913564928,-0.7235524982776875,0.9928685505566676,38.11863653394916,65.22762199086159,-8.571574822473635e-15
UVIX,OTC,linear_actual_uvix_vs_hybrid_proxy,-0.0007046615145954968,1.3254471523366844,714,306,0.9973779289850815,34.69614968718906,56.82021614308732,-0.6112306385845466,0.9943851089103436,40.18375504219518,73.23406372023472,-4.89804275569922e-15
