model,annual_fee,financing_multiplier,overlap_start,overlap_end,overlap_days,daily_return_corr,daily_return_mae_bps,overlap_actual_growth_multiple,overlap_synthetic_growth_multiple,overlap_log_return_gap,anchor_date,anchor_price,actual_final_price,stitched_final_price
fee_only,0.0082,0.0,2010-02-12,2026-04-17,4069,0.9985869281364117,14.341213180109689,284.3411276341048,353.6372479617108,0.21809699347940192,2010-02-11,0.20605531334877014,58.59000015258789,72.86883394056264
theoretical_excess_cash,0.0082,2.0,2010-02-12,2026-04-17,4069,0.9985958357964947,14.248535109829595,284.3411276341048,219.3518249748561,-0.2594977234950733,2010-02-11,0.20605531334877014,58.59000015258789,45.19860902881854
calibrated,0.0082,0.913390721201722,2010-02-12,2026-04-17,4069,0.9985927997028156,14.269427647041681,284.3411276341048,284.34112763406614,-1.3589129821411916e-13,2010-02-11,0.20605531334877014,58.59000015258789,58.59000015258737
