history_start,history_end,benchmark_ticker,letf_ticker,rate_series_id,leverage,annual_fee,calibrated_financing_multiplier,actual_inception,actual_anchor_price,canonical_start_level,canonical_end_level
1991-01-02,2026-04-17,^NDX,TQQQ,DGS3MO,3.0,0.0082,0.913390721201722,2010-02-11,0.20605531334877014,0.13647055860165164,58.59000015258737
