method,method_label,candidate_id,parameters,delay,cagr,post_2008_cagr,volatility,max_drawdown,dotcom_max_drawdown,trailing_252_return,return_2026_ytd,ending_value_1000,average_tqqq_weight,weight_changes,total_turnover
D_shallow_rebound,D: Shallow rebound,rebound_20_0.08_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 20, ""trend_floor"": 0.08}",1,0.36435533489936756,0.3802973571686452,0.4871622216609374,-0.6550821571424533,-0.510999450430084,0.5328691900415947,0.06580260888283984,12214666.631905055,0.7373737373737373,188,193.3087588235457
D_shallow_rebound,D: Shallow rebound,rebound_20_0.08_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 20, ""trend_floor"": 0.08}",0,0.34129658323580525,0.3857087816942968,0.5021219260722202,-0.6866395766458007,-0.6229908427300471,0.6314671794752817,0.11006295684470091,7288842.19761088,0.7565263019808475,220,224.98842942799445
D_shallow_rebound,D: Shallow rebound,rebound_20_0.08_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 20, ""trend_floor"": 0.08}",1,0.3321096175387279,0.3494971094520063,0.5026571991794124,-0.7421750326727934,-0.7271017632469761,0.5590587366105684,0.06580260888283984,5919007.666929312,0.7563951200314837,220,224.96166228579887
D_shallow_rebound,D: Shallow rebound,rebound_20_0.08_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 20, ""trend_floor"": 0.08}",0,0.30522254469561894,0.39461878352730584,0.5126748751578757,-0.8771008557911311,-0.877100855791131,0.6781857977580128,0.11006295684470091,3191711.707746112,0.7671520398793126,240,244.81386193307588
D_shallow_rebound,D: Shallow rebound,rebound_20_0.08_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 20, ""trend_floor"": 0.08}",1,0.30140799448366007,0.35227110845116116,0.5145820282518168,-0.889192025011745,-0.8891920250117451,0.5664174409837064,0.06580260888283984,2920941.2894635526,0.7670208579299488,240,244.7877770225698
D_shallow_rebound,D: Shallow rebound,rebound_20_0.10_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 20, ""trend_floor"": 0.1}",0,0.33954205441054763,0.39423408893066236,0.4852171138736053,-0.645303040222017,-0.5456679227914212,0.6009538392908733,0.11006295684470091,7005514.371820107,0.7376361012724649,190,195.3509578315334
D_shallow_rebound,D: Shallow rebound,rebound_20_0.10_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 20, ""trend_floor"": 0.1}",1,0.3681430836787638,0.3866475617681362,0.4874089802389902,-0.6248672659994581,-0.510999450430084,0.5328691900415947,0.06580260888283984,13284674.549075652,0.7375049193231011,190,195.30761197239678
D_shallow_rebound,D: Shallow rebound,rebound_20_0.10_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 20, ""trend_floor"": 0.1}",0,0.3416720694087594,0.3863510957024954,0.5029013564000284,-0.6866395766458007,-0.6229908427300471,0.6314671794752817,0.11006295684470091,7350900.630614562,0.7577069395251214,222,226.95495878808072
D_shallow_rebound,D: Shallow rebound,rebound_20_0.10_0.40,"{""hard_vol_cap"": 0.4, ""ndx_short_sma"": 20, ""trend_floor"": 0.1}",1,0.3397062358726093,0.36226236030830616,0.5034401605366705,-0.7433855594818075,-0.7271017632469761,0.5590587366105684,0.06580260888283984,7031568.655215115,0.7575757575757576,222,226.91704240218598
D_shallow_rebound,D: Shallow rebound,rebound_20_0.10_0.44,"{""hard_vol_cap"": 0.44, ""ndx_short_sma"": 20, ""trend_floor"": 0.1}",0,0.304666095240822,0.3936345403739103,0.5137154990974031,-0.8771008557911311,-0.877100855791131,0.6781857977580128,0.11006295684470091,3150752.8939076224,0.768595041322314,242,246.7711385881625
