method,method_label,candidate_id,parameters,delay,cagr,post_2008_cagr,post_2010_cagr,volatility,max_drawdown,dotcom_max_drawdown,trailing_252_return,return_2026_ytd,ending_value_1000,tecl_share,tqqq_share,defensive_share,asset_switches,tecl_entries,total_turnover
D_long_riskoff_profit_target,D: Long-off target,off_20_target_0.10,"{""minimum_preceding_riskoff_days"": 20, ""profit_target_from_breakout_close"": 0.1}",1,0.4013844886785132,0.41509427544181565,0.4033994873275879,0.4464069792398821,-0.5940318925030557,-0.37620087859235984,0.42266338967662653,-0.07129995128262956,27487954.77305004,0.03974813065722157,0.6250819887183523,0.3351698806244261,69,20,75.74721931334652
D_long_riskoff_profit_target,D: Long-off target,off_20_target_0.20,"{""minimum_preceding_riskoff_days"": 20, ""profit_target_from_breakout_close"": 0.2}",0,0.393979953534654,0.40798491929589775,0.3949703915815095,0.44232852728219835,-0.5272986814342203,-0.2310135761888068,0.44678634310399934,-0.07497850818989038,23412786.097711,0.05916305916305916,0.6057982421618785,0.3350386986750623,69,20,75.76353659186469
D_long_riskoff_profit_target,D: Long-off target,off_20_target_0.20,"{""minimum_preceding_riskoff_days"": 20, ""profit_target_from_breakout_close"": 0.2}",1,0.39324957751441647,0.4141875304157989,0.4023828128233351,0.4450763102022429,-0.5940318925030561,-0.37620087859235984,0.43086774897489466,-0.07129995128262956,23044058.220609717,0.05916305916305916,0.6056670602125147,0.3351698806244261,69,20,75.74721931334652
D_long_riskoff_profit_target,D: Long-off target,off_20_target_0.30,"{""minimum_preceding_riskoff_days"": 20, ""profit_target_from_breakout_close"": 0.3}",0,0.3854492661445146,0.41304173682336165,0.4006362408408273,0.4399674034460422,-0.5272986814342195,-0.2310135761888068,0.4575468944335357,-0.07497850818989038,19440363.012303054,0.13682277318640956,0.5281385281385281,0.3350386986750623,66,20,72.76353659186469
D_long_riskoff_profit_target,D: Long-off target,off_20_target_0.30,"{""minimum_preceding_riskoff_days"": 20, ""profit_target_from_breakout_close"": 0.3}",1,0.38445683934556385,0.42222741588212354,0.41140038017472835,0.4427925684284521,-0.5940318925030557,-0.37620087859235984,0.42144168635426893,-0.07129995128262956,19022960.72838246,0.13682277318640956,0.5280073461891643,0.3351698806244261,66,20,72.74721931334652
D_long_riskoff_profit_target,D: Long-off target,off_40_target_0.10,"{""minimum_preceding_riskoff_days"": 40, ""profit_target_from_breakout_close"": 0.1}",0,0.4042851074675118,0.40740157058765547,0.39431695647475284,0.44326167759087337,-0.5272986814342201,-0.2310135761888068,0.41067006970892184,-0.07497850818989038,29264552.150667757,0.03791158336612882,0.6270497179588088,0.3350386986750623,67,18,73.76353659186469
D_long_riskoff_profit_target,D: Long-off target,off_40_target_0.10,"{""minimum_preceding_riskoff_days"": 40, ""profit_target_from_breakout_close"": 0.1}",1,0.40432361491254465,0.41509427544181565,0.4033994873275879,0.4465432339441297,-0.5940318925030557,-0.37620087859235984,0.42266338967662653,-0.07129995128262956,29288868.440739587,0.03791158336612882,0.6269185360094451,0.3351698806244261,67,18,73.74721931334652
D_long_riskoff_profit_target,D: Long-off target,off_40_target_0.20,"{""minimum_preceding_riskoff_days"": 40, ""profit_target_from_breakout_close"": 0.2}",0,0.40193777748671633,0.40798491929589775,0.3949703915815095,0.44299516696076124,-0.5272986814342198,-0.2310135761888068,0.44678634310399934,-0.07497850818989038,27818584.40966543,0.05391578118850846,0.6110455201364292,0.3350386986750623,67,18,73.76353659186469
D_long_riskoff_profit_target,D: Long-off target,off_40_target_0.20,"{""minimum_preceding_riskoff_days"": 40, ""profit_target_from_breakout_close"": 0.2}",1,0.39900292318828057,0.4141875304157989,0.4023828128233351,0.4458318506190698,-0.594031892503055,-0.37620087859235984,0.43086774897489466,-0.07129995128262956,26107667.770428903,0.05391578118850846,0.6109143381870654,0.3351698806244261,67,18,73.74721931334652
D_long_riskoff_profit_target,D: Long-off target,off_40_target_0.30,"{""minimum_preceding_riskoff_days"": 40, ""profit_target_from_breakout_close"": 0.3}",0,0.3909963776294818,0.41304173682336165,0.4006362408408273,0.44094643506244474,-0.5272986814342191,-0.2310135761888068,0.4575468944335357,-0.07497850818989038,21941578.213816088,0.13000131181949365,0.5349599895054441,0.3350386986750623,65,18,71.76353659186469
