method,method_label,candidate_id,parameters,delay,cagr,post_2008_cagr,post_2010_cagr,volatility,max_drawdown,dotcom_max_drawdown,trailing_252_return,return_2026_ytd,ending_value_1000,tecl_share,tqqq_share,defensive_share,asset_switches,tecl_entries,total_turnover
D_long_riskoff_profit_target,D: Long-off target,off_40_target_0.30,"{""minimum_preceding_riskoff_days"": 40, ""profit_target_from_breakout_close"": 0.3}",1,0.38985305608230925,0.42222741588212354,0.41140038017472835,0.4439804011674836,-0.5940318925030559,-0.37620087859235984,0.42144168635426893,-0.07129995128262956,21401839.896392774,0.13000131181949365,0.5348288075560803,0.3351698806244261,65,18,71.74721931334652
E_relative_strength,E: Relative strength,relative_10_0.00,"{""relative_return_threshold"": 0.0, ""tecl_minus_tqqq_lookback_days"": 10}",0,0.2943186752777951,0.3345527532802468,0.31188065527216935,0.4426396563756834,-0.6083452534746687,-0.2313429975636444,0.3863753646167898,-0.07104717225258395,2475532.0911195194,0.2956841138659321,0.3692771874590056,0.3350386986750623,873,423,879.7635365918647
E_relative_strength,E: Relative strength,relative_10_0.00,"{""relative_return_threshold"": 0.0, ""tecl_minus_tqqq_lookback_days"": 10}",1,0.32754170648734005,0.3574826309595527,0.33677916825070575,0.44480561839436583,-0.5932861769184017,-0.3707790080622211,0.33678551504917076,-0.08886596607303188,5334127.3946949635,0.2955529319165683,0.3692771874590056,0.3351698806244261,873,423,879.7472193133465
E_relative_strength,E: Relative strength,relative_10_0.02,"{""relative_return_threshold"": 0.02, ""tecl_minus_tqqq_lookback_days"": 10}",0,0.35103267180017506,0.37968681680641403,0.3673008491766423,0.44458288597293205,-0.5160196365432872,-0.2310135761888068,0.4434361293722102,-0.0783724248005152,9073999.852911042,0.12094975731339368,0.5440115440115441,0.3350386986750623,553,255,559.7635365918647
E_relative_strength,E: Relative strength,relative_10_0.02,"{""relative_return_threshold"": 0.02, ""tecl_minus_tqqq_lookback_days"": 10}",1,0.3692059855669265,0.36775333650401887,0.3552022455277404,0.4470908210253624,-0.5822062644368067,-0.3707790080622211,0.3694122703880742,-0.053035311924686024,13600868.393084142,0.12081857536402991,0.5440115440115441,0.3351698806244261,553,255,559.7472193133465
E_relative_strength,E: Relative strength,relative_10_0.05,"{""relative_return_threshold"": 0.05, ""tecl_minus_tqqq_lookback_days"": 10}",0,0.3914535885702759,0.38761914119747565,0.37622034020147566,0.44456524644148515,-0.5336516341117739,-0.2310135761888068,0.32264021016103506,-0.07010810841501958,22161082.02269676,0.022563295290568018,0.6423980060343697,0.3350386986750623,188,69,194.76353659186472
E_relative_strength,E: Relative strength,relative_10_0.05,"{""relative_return_threshold"": 0.05, ""tecl_minus_tqqq_lookback_days"": 10}",1,0.40056145921596586,0.40051890301843973,0.3925686197203826,0.4476337410663565,-0.5995837886766099,-0.3707790080622211,0.31339607317441387,-0.057110154825901316,27003156.069692075,0.02243211334120425,0.6423980060343697,0.3351698806244261,188,69,194.74721931334653
E_relative_strength,E: Relative strength,relative_20_0.00,"{""relative_return_threshold"": 0.0, ""tecl_minus_tqqq_lookback_days"": 20}",0,0.2968942285036278,0.31673469650163644,0.29272719707627703,0.4439813963716661,-0.6063042906213116,-0.2310135761888068,0.40541412814837674,-0.0898260229068707,2629170.0029294486,0.27744982290436837,0.3875114784205693,0.3350386986750623,676,323,682.7635365918647
E_relative_strength,E: Relative strength,relative_20_0.00,"{""relative_return_threshold"": 0.0, ""tecl_minus_tqqq_lookback_days"": 20}",1,0.33739343767231,0.36002768861264767,0.34092751970391766,0.4457452182063539,-0.5884213460240738,-0.3707790080622211,0.42340070702769084,-0.08698397149381665,6673033.106827415,0.2773186409550046,0.3875114784205693,0.3351698806244261,676,323,682.7472193133465
E_relative_strength,E: Relative strength,relative_20_0.02,"{""relative_return_threshold"": 0.02, ""tecl_minus_tqqq_lookback_days"": 20}",0,0.3490278535143274,0.36455383836714517,0.34456053321495506,0.4440984012693214,-0.5332896694905946,-0.2310135761888068,0.49963544894776324,-0.06625642796996023,8674891.140657676,0.13879050242686605,0.5261707988980716,0.3350386986750623,482,222,488.7635365918647
E_relative_strength,E: Relative strength,relative_20_0.02,"{""relative_return_threshold"": 0.02, ""tecl_minus_tqqq_lookback_days"": 20}",1,0.36035075976310416,0.36755224479543824,0.35322187504354563,0.4467127924406232,-0.5978843380140768,-0.3707790080622211,0.5067564538515519,-0.03574804942289922,11174147.331064165,0.1386593204775023,0.5261707988980716,0.3351698806244261,482,222,488.74721931334653
E_relative_strength,E: Relative strength,relative_20_0.05,"{""relative_return_threshold"": 0.05, ""tecl_minus_tqqq_lookback_days"": 20}",0,0.40028685855478896,0.38870993871002746,0.3761836839843138,0.4445411853153464,-0.538800446071122,-0.2310135761888068,0.40155611319106455,-0.05133791187827408,26843252.168806463,0.03594385412567231,0.6290174471992653,0.3350386986750623,222,86,228.76353659186472
E_relative_strength,E: Relative strength,relative_20_0.05,"{""relative_return_threshold"": 0.05, ""tecl_minus_tqqq_lookback_days"": 20}",1,0.39972184747834794,0.4043303297238161,0.3980206814033742,0.44656034380859805,-0.6034734817077725,-0.3707790080622211,0.3527650465661607,-0.06697370693087912,26517113.286196966,0.03581267217630854,0.6290174471992653,0.3351698806244261,222,86,228.74721931334653
E_relative_strength,E: Relative strength,relative_40_0.00,"{""relative_return_threshold"": 0.0, ""tecl_minus_tqqq_lookback_days"": 40}",0,0.35310833741099446,0.3661422283841058,0.346409229210789,0.4477316689362634,-0.5601065341951692,-0.2310135761888068,0.36629378460645134,-0.08868432317080954,9505901.547593381,0.25567361930998295,0.40928768201495475,0.3350386986750623,444,203,450.7635365918647
E_relative_strength,E: Relative strength,relative_40_0.00,"{""relative_return_threshold"": 0.0, ""tecl_minus_tqqq_lookback_days"": 40}",1,0.36302121661345654,0.38114903016747426,0.3597375770366482,0.4498872025265674,-0.6077563384837505,-0.3707790080622211,0.3307873909722556,-0.06654045484274362,11858023.615229294,0.25554243736061916,0.40928768201495475,0.3351698806244261,444,203,450.74721931334653
E_relative_strength,E: Relative strength,relative_40_0.02,"{""relative_return_threshold"": 0.02, ""tecl_minus_tqqq_lookback_days"": 40}",0,0.3564629304291993,0.3755047301921963,0.3631252429316052,0.4471195639799014,-0.5581885996807231,-0.2310135761888068,0.44208333967418745,-0.05695223411867467,10246260.2997468,0.1584677948314312,0.5064935064935064,0.3350386986750623,380,169,386.7635365918647
E_relative_strength,E: Relative strength,relative_40_0.02,"{""relative_return_threshold"": 0.02, ""tecl_minus_tqqq_lookback_days"": 40}",1,0.3741240677520372,0.3848107152080815,0.37314805450108146,0.4500132303241021,-0.6101164699078192,-0.3707790080622211,0.3515107253105081,-0.08219030931085869,15161148.474755589,0.15833661288206743,0.5064935064935064,0.3351698806244261,380,169,386.74721931334653
E_relative_strength,E: Relative strength,relative_40_0.05,"{""relative_return_threshold"": 0.05, ""tecl_minus_tqqq_lookback_days"": 40}",0,0.37782383998323965,0.37705346736873735,0.3662092558899006,0.44608674562391704,-0.540581535330196,-0.2310135761888068,0.37354621036438385,-0.10075956711317835,16447601.71715458,0.06650924832743015,0.5984520529975076,0.3350386986750623,256,105,262.7635365918647
E_relative_strength,E: Relative strength,relative_40_0.05,"{""relative_return_threshold"": 0.05, ""tecl_minus_tqqq_lookback_days"": 40}",1,0.4022894402103021,0.39575659046744427,0.3841195017209944,0.4496227135047157,-0.6011629806046214,-0.3707790080622211,0.39951134504845887,-0.09439379945418647,28030723.376317468,0.06637806637806638,0.5984520529975076,0.3351698806244261,255,104,261.74721931334653
E_relative_strength,E: Relative strength,relative_60_0.00,"{""relative_return_threshold"": 0.0, ""tecl_minus_tqqq_lookback_days"": 60}",0,0.34710816459785976,0.36188320381969064,0.3423456623970289,0.44910768740047685,-0.560844585251346,-0.2310135761888068,0.4596168340393849,-0.07066939998028243,8308671.022660036,0.2548865276138003,0.4100747737111374,0.3350386986750623,396,180,402.7635365918647
E_relative_strength,E: Relative strength,relative_60_0.00,"{""relative_return_threshold"": 0.0, ""tecl_minus_tqqq_lookback_days"": 60}",1,0.3573659419593871,0.38393740280677635,0.3650874128823016,0.45179668582395255,-0.6398963250903767,-0.3707790080622211,0.46159515192299816,-0.07129995128262956,10454892.95945862,0.2547553456644366,0.4100747737111374,0.3351698806244261,395,179,401.74721931334653
E_relative_strength,E: Relative strength,relative_60_0.02,"{""relative_return_threshold"": 0.02, ""tecl_minus_tqqq_lookback_days"": 60}",0,0.3490830619056906,0.36226067488837765,0.34728088922346645,0.4484419161952962,-0.5733205940498709,-0.2310135761888068,0.32909547748895296,-0.07066939998028243,8685650.839690592,0.17801390528663255,0.4869473960383051,0.3350386986750623,370,165,376.76353659186475
E_relative_strength,E: Relative strength,relative_60_0.02,"{""relative_return_threshold"": 0.02, ""tecl_minus_tqqq_lookback_days"": 60}",1,0.3654474050951697,0.3820604261277276,0.36537784625801684,0.45134758448685747,-0.6317618994641168,-0.3707790080622211,0.37042234313033706,-0.07129995128262956,12514303.809903204,0.1778827233372688,0.4869473960383051,0.3351698806244261,369,164,375.74721931334653
E_relative_strength,E: Relative strength,relative_60_0.05,"{""relative_return_threshold"": 0.05, ""tecl_minus_tqqq_lookback_days"": 60}",0,0.3672421462527391,0.36426094113153495,0.3502898007581894,0.44725493805600847,-0.5588016233618616,-0.2310135761888068,0.1459733705356112,-0.07497850818989038,13022238.653696734,0.08776072412436049,0.5772005772005772,0.3350386986750623,242,100,248.76353659186472
E_relative_strength,E: Relative strength,relative_60_0.05,"{""relative_return_threshold"": 0.05, ""tecl_minus_tqqq_lookback_days"": 60}",1,0.3700352741212398,0.3733784758570493,0.3648783882306328,0.45022093542685643,-0.6175454028409249,-0.3707790080622211,0.17859069397546667,-0.07129995128262956,13852608.368296817,0.08776072412436049,0.5770693952512135,0.3351698806244261,242,100,248.74721931334653
