delay,year,downside_55_0.20,downside_70_0.25,total_vol_40_32,downside_70_0.25_minus_current,downside_55_0.20_minus_current
0,1996,0.775272514324856,0.775272514324856,0.775272514324856,0.0,0.0
0,1997,0.21279712773317683,0.33005555646261886,0.9463853632715247,-0.6163298068089058,-0.7335882355383478
0,1998,0.8917228872110088,1.5943103771378584,1.6637213257603087,-0.06941094862245034,-0.7719984385493
0,1999,1.8636065068347571,2.4540561641625436,1.7129597686900557,0.7410963954724878,0.15064673814470142
0,2000,-0.1746808171459816,0.24701350059696514,0.08613024177287754,0.1608832588240876,-0.26081105891885914
0,2001,0.03709045650476828,0.03709045650476828,0.03709045650476828,0.0,0.0
0,2002,0.08517898892944653,0.08517898892944653,0.08517898892944653,0.0,0.0
0,2003,1.3883057291177288,0.7246578650672855,1.3883057291177288,-0.6636478640504433,0.0
0,2004,0.019002190602954938,0.019002190602954938,0.019002190602954938,0.0,0.0
0,2005,-0.049836942161382236,-0.049836942161382236,-0.049836942161382236,0.0,0.0
0,2006,-0.007919074523392022,-0.007919074523392022,-0.007919074523392022,0.0,0.0
0,2007,-0.03305313913875496,-0.03305313913875496,-0.03305313913875496,0.0,0.0
0,2008,0.07844311829155215,0.07844311829155215,0.07844311829155215,0.0,0.0
0,2009,1.3808316642771215,1.0120942199865421,1.4085958219244854,-0.39650160193794326,-0.027764157647363952
0,2010,0.3700546152394484,0.2875864865538156,0.2875864865538156,0.0,0.0824681286856328
0,2011,0.013534945902814233,-0.03817491043008281,-0.03817491043008281,0.0,0.05170985633289704
0,2012,0.5228695775765473,0.5228695775765473,0.5228695775765473,0.0,0.0
0,2013,1.3973341234426861,1.3973341234426861,1.3973341234426861,0.0,0.0
0,2014,0.570908293769264,0.570908293769264,0.570908293769264,0.0,0.0
0,2015,-0.14435386983037923,-0.14435386983037923,-0.14435386983037923,0.0,0.0
0,2016,0.13268202210339464,0.13268202210339464,0.13268202210339464,0.0,0.0
0,2017,1.1806179685418834,1.1806179685418834,1.1806179685418834,0.0,0.0
0,2018,0.05914241454169922,0.02055172062915611,0.02055172062915611,0.0,0.038590693912543106
0,2019,0.5865151292674664,0.4792082385984575,0.5865151292674664,-0.10730689066900889,0.0
0,2020,0.1826701493013465,0.7828618853678413,1.044116128896448,-0.2612542435286067,-0.8614459795951015
0,2021,0.8298131140963454,0.8298131140963454,0.8298131140963454,0.0,0.0
0,2022,-0.3552400039272552,-0.5386959003215066,-0.38237771032063805,-0.15631819000086855,0.027137706393382865
0,2023,0.7100353630065541,0.7100353630065541,0.7100353630065541,0.0,0.0
0,2024,0.5826772248162537,0.5826772248162537,0.5826772248162537,0.0,0.0
0,2025,0.0023788639675867973,0.04691325052966944,0.05690000421385011,-0.009986753684180671,-0.05452114024626331
0,2026,0.11006295684470091,0.11006295684470091,0.11006295684470091,0.0,0.0
1,1996,0.8343878613137627,0.8343878613137627,0.8343878613137627,0.0,0.0
1,1997,0.6598480898213159,0.33005555646261886,0.7615833562871897,-0.4315277998245708,-0.10173526646587372
1,1998,0.5466970858415747,1.4897856104855514,1.334654419731046,0.15513119075450543,-0.7879573338894712
1,1999,1.860948223067695,2.4368399456240457,1.8182949961226882,0.6185449495013575,0.04265322694500684
1,2000,-0.03525926684098346,0.35692980363889903,-0.27859538854047994,0.635525192179379,0.24333612169949648
1,2001,0.03709045650476828,0.03709045650476828,0.03709045650476828,0.0,0.0
1,2002,0.08517898892944653,0.08517898892944653,0.08517898892944653,0.0,0.0
1,2003,1.3821857941121434,0.7386926783502008,1.3821857941121434,-0.6434931157619426,0.0
1,2004,0.10012005215727982,0.10012005215727982,0.10012005215727982,0.0,0.0
1,2005,-0.049836942161382236,-0.049836942161382236,-0.049836942161382236,0.0,0.0
1,2006,0.05435624259368166,0.05435624259368166,0.05435624259368166,0.0,0.0
1,2007,0.15419317181348235,0.15419317181348235,0.15419317181348235,0.0,0.0
1,2008,0.14221432885646879,0.14221432885646879,0.14221432885646879,0.0,0.0
1,2009,1.1660480372623803,1.0318139067673675,1.3505340888101567,-0.3187201820427892,-0.18448605154777642
1,2010,0.32745003425155117,0.2606433221489415,0.2606433221489415,0.0,0.06680671210260969
1,2011,0.07097519138013952,0.10911884992101584,0.10911884992101584,0.0,-0.03814365854087631
1,2012,0.5228695775765473,0.5228695775765473,0.5228695775765473,0.0,0.0
1,2013,1.3973341234426861,1.3973341234426861,1.3973341234426861,0.0,0.0
1,2014,0.570908293769264,0.570908293769264,0.570908293769264,0.0,0.0
1,2015,-0.242530841173198,-0.242530841173198,-0.242530841173198,0.0,0.0
1,2016,0.08525347809064177,0.08525347809064177,0.08525347809064177,0.0,0.0
1,2017,1.1806179685418834,1.1806179685418834,1.1806179685418834,0.0,0.0
1,2018,0.11751148121969934,0.07945670497974877,0.07945670497974877,0.0,0.03805477623995057
1,2019,0.617669749187344,0.49871041166300145,0.617669749187344,-0.11895933752434251,0.0
1,2020,0.0976601561552557,0.7787288530690506,0.9882882196120784,-0.20955936654302776,-0.8906280634568227
1,2021,0.8298131140963454,0.8298131140963454,0.8298131140963454,0.0,0.0
1,2022,-0.36778881702357835,-0.5085741985413601,-0.2802223583286011,-0.228351840212759,-0.08756645869497726
1,2023,0.7409501805751257,0.7409501805751257,0.7409501805751257,0.0,0.0
1,2024,0.5826772248162537,0.5826772248162537,0.5826772248162537,0.0,0.0
1,2025,0.017653239920414787,0.020868397084597978,0.07455570501212216,-0.053687307927524186,-0.05690246509170738
1,2026,0.06580260888283984,0.06580260888283984,0.06580260888283984,0.0,0.0
