method,method_label,candidate_id,parameters,min_delay_cagr,mean_delay_cagr,min_post_2008_cagr,min_trailing_252_return,min_2026_ytd_return,worst_volatility,worst_max_drawdown,worst_dotcom_drawdown,min_average_tqqq_weight,max_average_tqqq_weight,min_turnover,max_turnover,min_delay_cagr_value,max_delay_cagr_value,delay_cagr_gap,passes_hard_requirements,passes_original_requirements,positive_2026_both_delays,tqqq_2026_capture_ratio,strong_solution,downside_threshold,downside_window,volatility_type,selection_role,strong_neighbor_count,neighbor_min_cagr,neighbor_worst_drawdown
downside_deviation,Downside-deviation strategy,downside_70_0.25,"{""downside_threshold"": 0.25, ""downside_window"": 70, ""volatility_type"": ""downside_deviation_zero_target""}",0.3599331013440825,0.37124571430435893,0.34702257273498915,0.45628347202388775,0.06580260888283984,0.48175188678726033,-0.5891477182119337,-0.33154928761238533,0.7003804276531549,0.7005116096025187,104.12479282470301,104.13018655652515,0.3599331013440825,0.38255832726463534,0.022625225920552827,True,True,True,0.5813959887552668,True,0.25,70,downside_deviation_zero_target,highest_worst_delay_cagr,,,
downside_deviation,Downside-deviation strategy,downside_55_0.20,"{""downside_threshold"": 0.2, ""downside_window"": 55, ""volatility_type"": ""downside_deviation_zero_target""}",0.34156057123600303,0.3505955642830909,0.35172546970005314,0.4516970040212236,0.06580260888283984,0.44184430930488244,-0.5891477182119335,-0.3392857563953485,0.6586645677554769,0.6587957497048406,94.82315464191208,94.83007300280866,0.34156057123600303,0.3596305573301788,0.01806998609417576,True,True,True,0.5813959887552668,True,0.2,55,downside_deviation_zero_target,broad_neighborhood,9.0,0.3049004101573607,-0.5891477182119338
