method,method_label,candidate_id,parameters,min_delay_cagr,mean_delay_cagr,min_post_2008_cagr,min_trailing_252_return,min_2026_ytd_return,worst_volatility,worst_max_drawdown,worst_dotcom_drawdown,min_average_tqqq_weight,max_average_tqqq_weight,min_turnover,max_turnover,min_delay_cagr_value,max_delay_cagr_value,delay_cagr_gap,passes_hard_requirements,passes_original_requirements,positive_2026_both_delays,tqqq_2026_capture_ratio,strong_solution
downside_deviation,Downside-deviation strategy,downside_20_0.23,"{""downside_threshold"": 0.23, ""downside_window"": 20, ""volatility_type"": ""downside_deviation_zero_target""}",0.27130688960019333,0.2897770514368969,0.3230656622134449,0.45628347202388775,0.06580260888283984,0.46653692038563943,-0.6762020229575225,-0.6762020229575225,0.6864751410205956,0.6866063229699594,140.32868664900457,140.33557774244179,0.27130688960019333,0.3082472132736005,0.03694032367340716,False,False,True,0.5813959887552668,False
downside_deviation,Downside-deviation strategy,downside_20_0.24,"{""downside_threshold"": 0.24, ""downside_window"": 20, ""volatility_type"": ""downside_deviation_zero_target""}",0.2790652330098815,0.28736703168907884,0.3277781608242827,0.45628347202388775,0.06580260888283984,0.47242109825128886,-0.7503385088196691,-0.7503385088196697,0.6927718745900564,0.6929030565394202,140.23625312548708,140.25750060638615,0.2790652330098815,0.2956688303682762,0.016603597358394673,False,False,True,0.5813959887552668,False
downside_deviation,Downside-deviation strategy,downside_20_0.25,"{""downside_threshold"": 0.25, ""downside_window"": 20, ""volatility_type"": ""downside_deviation_zero_target""}",0.2919520445621189,0.302532013869802,0.32994101291843925,0.45628347202388775,0.06580260888283984,0.4780219000677945,-0.7270439021270384,-0.7270439021270393,0.6989374262101535,0.6990686081595172,132.15895508794102,132.17651277719733,0.2919520445621189,0.3131119831774851,0.021159938615366247,False,False,True,0.5813959887552668,False
downside_deviation,Downside-deviation strategy,downside_20_0.26,"{""downside_threshold"": 0.26, ""downside_window"": 20, ""volatility_type"": ""downside_deviation_zero_target""}",0.28137173848974184,0.3136001523076528,0.33286128208072774,0.45628347202388775,0.06580260888283984,0.4815245142224323,-0.7366029976755843,-0.7366029976755848,0.7022169749442476,0.7023481568936114,132.1138510136313,132.12429487600355,0.28137173848974184,0.3458285661255638,0.06445682763582194,False,False,True,0.5813959887552668,False
downside_deviation,Downside-deviation strategy,downside_20_0.27,"{""downside_threshold"": 0.27, ""downside_window"": 20, ""volatility_type"": ""downside_deviation_zero_target""}",0.29439023863388547,0.3152439916023092,0.3437618284598407,0.45628347202388775,0.06580260888283984,0.4880039568390893,-0.8310104155923123,-0.8310104155923125,0.7081201626656172,0.708251344614981,128.04584297919774,128.05415001497863,0.29439023863388547,0.33609774457073294,0.04170750593684747,False,False,True,0.5813959887552668,False
downside_deviation,Downside-deviation strategy,downside_20_0.28,"{""downside_threshold"": 0.28, ""downside_window"": 20, ""volatility_type"": ""downside_deviation_zero_target""}",0.2795506077132932,0.2885649177965929,0.3375145564149886,0.45628347202388775,0.06580260888283984,0.4955672307800254,-0.8702239507470583,-0.8702239507470582,0.7124491669946216,0.7125803489439853,131.98588044592537,131.99082010555063,0.2795506077132932,0.29757922787989255,0.01802862016659934,False,False,True,0.5813959887552668,False
downside_deviation,Downside-deviation strategy,downside_20_0.29,"{""downside_threshold"": 0.29, ""downside_window"": 20, ""volatility_type"": ""downside_deviation_zero_target""}",0.2806511571227117,0.2920349301966052,0.33669561680141213,0.45628347202388775,0.06580260888283984,0.4979567415178601,-0.8617519925170072,-0.8617519925170071,0.7142857142857143,0.7144168962350781,133.95646573421342,133.96417593636482,0.2806511571227117,0.3034187032704987,0.022767546147786977,False,False,True,0.5813959887552668,False
downside_deviation,Downside-deviation strategy,downside_20_0.30,"{""downside_threshold"": 0.3, ""downside_window"": 20, ""volatility_type"": ""downside_deviation_zero_target""}",0.2839328912478152,0.29937929140852293,0.33669561680141213,0.45628347202388775,0.06580260888283984,0.503000572920303,-0.8665493796513262,-0.8665493796513257,0.717827626918536,0.7179588088678998,133.90010430189477,133.9074695879525,0.2839328912478152,0.3148256915692307,0.030892800321415503,False,False,True,0.5813959887552668,False
downside_deviation,Downside-deviation strategy,downside_25_0.10,"{""downside_threshold"": 0.1, ""downside_window"": 25, ""volatility_type"": ""downside_deviation_zero_target""}",0.09765778085445498,0.10347850857857288,0.13140078123601184,0.3321071559869919,-0.044235753800578204,0.2604762254575508,-0.6077216457196688,-0.08542700623432053,0.3187721369539551,0.3187721369539551,209.27108950539096,209.27784953981893,0.09765778085445498,0.10929923630269078,0.011641455448235805,False,False,False,-0.39084301148322165,False
downside_deviation,Downside-deviation strategy,downside_25_0.11,"{""downside_threshold"": 0.11, ""downside_window"": 25, ""volatility_type"": ""downside_deviation_zero_target""}",0.10106734744413925,0.11212219999872564,0.14524264563495182,0.2175518980616853,-0.08586693325186212,0.27940809495859364,-0.5266976595564947,-0.19139214823386663,0.36481700118063753,0.36481700118063753,200.58266173719915,200.59425579448856,0.10106734744413925,0.12317705255331202,0.02210970510917276,False,False,False,-0.7586734235451845,False
downside_deviation,Downside-deviation strategy,downside_25_0.12,"{""downside_threshold"": 0.12, ""downside_window"": 25, ""volatility_type"": ""downside_deviation_zero_target""}",0.1289158356720823,0.13620020174675695,0.1529261541507645,0.2567312222579772,-0.10583261201275429,0.2999999833787952,-0.5168061029002808,-0.2473103251483788,0.4138790502426866,0.4138790502426866,187.81004794620054,187.8233925301975,0.1289158356720823,0.1434845678214316,0.014568732149349284,False,False,False,-0.9350792795048878,False
downside_deviation,Downside-deviation strategy,downside_25_0.13,"{""downside_threshold"": 0.13, ""downside_window"": 25, ""volatility_type"": ""downside_deviation_zero_target""}",0.10258449325227281,0.10879275529581223,0.1291616563763689,0.07045922093440105,-0.18408922910870396,0.32331495756980283,-0.671493554015364,-0.2927739117957451,0.46018627836809656,0.46018627836809656,228.99161054390973,229.01856924622817,0.10258449325227281,0.11500101733935164,0.012416524087078828,False,False,False,-1.6265120972241722,False
