ma_window,vol_window,vol_threshold,tolerance,delay,cagr,ending_value_1000,volatility,max_drawdown,dotcom_max_drawdown,dotcom_return,risk_on_share,switches,total_turnover
130,35,0.29,0.02,0,0.2665399064813365,1283130.8368372088,0.4223098012182904,-0.6690196339321307,-0.2074849651319246,1.043633349105332,0.6345270890725436,84,91.18144172306481
130,35,0.29,0.02,1,0.3033216313987248,3053876.9799971115,0.42470252877664155,-0.5963044936732971,-0.23101357618880636,0.9880896844488998,0.6343959071231798,84,91.18826710769152
130,35,0.29,0.03,0,0.2811737337632543,1817144.9441622603,0.42928406033480915,-0.5449505675527226,-0.20748496513192471,1.0436333491053293,0.6383313656040929,68,75.13058757656341
130,35,0.29,0.03,1,0.2919687894206078,2342956.6974058812,0.4315097171260646,-0.6047313813609774,-0.23101357618880625,0.9880896844488996,0.6382001836547291,68,75.10393898155698
130,35,0.29,0.04,0,0.33844426470944566,6833687.472264011,0.4324779219023304,-0.5388760945376176,-0.20748496513192416,1.0436333491053311,0.6375442739079102,55,62.18943915510231
130,35,0.29,0.04,1,0.34090808307675746,7225166.240623249,0.4340419592007351,-0.5434282273265439,-0.2310135761888067,0.9880896844488998,0.6375442739079102,55,62.17525506711296
130,35,0.3,0.02,0,0.2611425816219526,1127439.9404992643,0.4290193310393765,-0.6690196339321308,-0.23764294854859214,0.7709077391657848,0.6418732782369146,86,93.05463128170904
130,35,0.3,0.02,1,0.33296866699955174,6035722.430862074,0.4308390124362211,-0.5963044936732966,-0.23101357618880602,1.0955664912224994,0.6417420962875509,86,93.0661558988251
130,35,0.3,0.03,0,0.2799721932596504,1766228.4418618297,0.43618129425263463,-0.5449505675527226,-0.23764294854859225,0.770907739165785,0.64449691722419,72,79.0142500192665
130,35,0.3,0.03,1,0.3281289223544652,5406059.1261803545,0.43751925173650574,-0.6047313813609771,-0.23101357618880625,1.0955664912224932,0.6443657352748262,72,79.00088490475288
130,35,0.3,0.04,0,0.3427743736572766,7536049.777590058,0.4390862182913092,-0.5388760945376172,-0.20748496513192505,1.0436333491053276,0.6446280991735537,57,64.07349039504932
130,35,0.3,0.04,1,0.36878756542865365,13475537.055755189,0.44014172618988695,-0.5434282273265443,-0.23101357618880614,0.9880896844488969,0.6446280991735537,57,64.06706886360143
130,35,0.31,0.02,0,0.28220253444132815,1861866.8495654194,0.43359200599458486,-0.6690196339321302,-0.23764294854859236,0.7709077391657846,0.6473829201101928,76,82.98302126258018
130,35,0.31,0.02,1,0.3370005535770215,6613910.592190806,0.43630575743349354,-0.596304493673296,-0.23101357618880647,1.0955664912225016,0.647251738160829,76,82.98568945237434
130,35,0.31,0.03,0,0.3027010051862089,3010135.2375217536,0.44034165075479337,-0.5449505675527232,-0.23764294854859236,0.7709077391657801,0.6489571035025581,60,66.95268234978492
130,35,0.31,0.03,1,0.3308481399518839,5751563.809804989,0.44263557384588376,-0.6047313813609769,-0.23101357618880625,1.0955664912225007,0.6488259215531943,60,66.92830274550377
130,35,0.31,0.04,0,0.3625894386252937,11744770.962602502,0.4433570810645734,-0.5388760945376176,-0.20748496513192471,1.0436333491053276,0.6498753771481044,43,50.005308820257135
130,35,0.31,0.04,1,0.36892495507851586,13516566.362156527,0.44533150016924905,-0.5434282273265445,-0.23101357618880658,0.9880896844488982,0.6498753771481044,43,49.991951871995525
130,35,0.32,0.02,0,0.2768316474266954,1639574.4897785988,0.43853436335075685,-0.6690196339321315,-0.217447883508323,0.8178196118961272,0.6521054702872885,96,102.91075635240773
130,35,0.32,0.02,1,0.3380313452440893,6770117.661818434,0.44129146436256517,-0.5963044936732969,-0.23101357618880614,1.1354660270259824,0.6519742883379247,96,102.91804579376686
130,35,0.32,0.03,0,0.30305812079692585,3035230.1819833233,0.4463209076746793,-0.5718117862723351,-0.23286831078809378,0.678585212632872,0.654073199527745,82,88.87913471831523
130,35,0.32,0.03,1,0.33331937377295917,6084008.223794511,0.4486026260085777,-0.6047313813609777,-0.23101357618880647,1.0124739328122345,0.6539420175783812,82,88.8507720319285
130,35,0.32,0.04,0,0.35381950108706817,9658401.024991035,0.44880140676995417,-0.5388760945376178,-0.24284842486466318,0.6567474080617581,0.6542043814771088,63,69.94943277719739
130,35,0.32,0.04,1,0.36653577129280435,12819990.398224339,0.45109580545504335,-0.5664486114659193,-0.23101357618880658,0.8909307237381234,0.6542043814771088,63,69.92223215655838
130,35,0.33,0.02,0,0.2701311546802625,1398033.6147853401,0.445637943665709,-0.6690196339321305,-0.3029266636859189,0.8161553404537969,0.6603699330972058,96,102.79571174802871
130,35,0.33,0.02,1,0.3367791085688554,6580810.349005278,0.44648952529844355,-0.6830886751350045,-0.23101357618880602,1.2896770910828081,0.660238751147842,96,102.80219597883826
130,35,0.33,0.03,0,0.29388994209692587,2450814.805695852,0.4543369020750567,-0.6451228845373416,-0.4717276930173163,0.5467213003981983,0.6636494818313,84,90.73894658287385
130,35,0.33,0.03,1,0.3260296956836295,5153145.4635773245,0.45467896378151007,-0.6188939944411126,-0.4027032628501004,0.5816738547366098,0.6635182998819362,84,90.7187650445551
130,35,0.33,0.04,0,0.3552521991100497,9972840.034920381,0.454722200905869,-0.6451228845373417,-0.22609377653592488,0.9521794168566668,0.6614193886921159,59,65.84857399351353
130,35,0.33,0.04,1,0.36644499165595024,12794219.812175805,0.4555975010551486,-0.5434282273265438,-0.24552457589191534,0.7510791975507924,0.6614193886921159,59,65.82729358986956
130,35,0.34,0.02,0,0.2581270688773847,1048580.9604361358,0.4496749357081027,-0.7124681595754518,-0.36254308193822393,0.5493947838092053,0.6644365735274826,90,96.72766946299075
130,35,0.34,0.02,1,0.30914648573863523,3495516.489411354,0.4526583988948392,-0.7166754773542012,-0.33154928761238545,0.9663500864230328,0.6643053915781189,90,96.72392258289392
130,35,0.34,0.03,0,0.2779050995187371,1681844.1063239377,0.45888633450321703,-0.642153437953096,-0.5780870268270469,0.11778984215937593,0.6681096681096681,70,76.65898183547192
130,35,0.34,0.03,1,0.2925087996257014,2372801.349786402,0.4617372832031556,-0.6647156089130986,-0.5642117527218379,0.19657355594190729,0.6679784861603043,70,76.6279655421104
130,35,0.34,0.04,0,0.33933050416498234,6972080.650980329,0.45916045915976456,-0.6105613844260331,-0.40297752362741035,0.43726261312823245,0.665354847173029,51,57.77694257938515
130,35,0.34,0.04,1,0.33023580466626234,5671945.15798816,0.46193873498676735,-0.6044842964405281,-0.4235803711925159,0.2754325317855306,0.665354847173029,51,57.75127255288468
130,35,0.35,0.02,0,0.24332860579630533,732752.1621198612,0.4549407171948004,-0.7029399299963508,-0.5565314413165725,0.07788911240728114,0.6682408500590319,94,100.65476877648241
130,35,0.35,0.02,1,0.3099212899053696,3558724.9957986227,0.4566809568574661,-0.6701939796468004,-0.35923545344182306,0.5534434029980244,0.6681096681096681,94,100.6427552074052
130,35,0.35,0.03,0,0.2608654325668538,1119959.3276562062,0.4641931279312839,-0.7426936436410152,-0.7426936436410152,-0.32550034484926826,0.6724386724386724,70,76.57645817484553
130,35,0.35,0.03,1,0.28671993961477105,2071155.708599733,0.4660121822159225,-0.6726343008621228,-0.6726343008621228,-0.14184766244712432,0.6723074904893087,70,76.54538284395736
130,35,0.35,0.04,0,0.3136556370109731,3879201.113470672,0.4640374108107861,-0.6038633401514588,-0.6038633401514588,-0.12347609666076576,0.6691591237045782,53,59.706816935140246
130,35,0.35,0.04,1,0.3232292624951745,4833503.359559635,0.46563171018475813,-0.6199030281439942,-0.5669915011248317,-0.04189049365378261,0.6691591237045782,53,59.68189924144561
130,36,0.29,0.02,0,0.26481411537625044,1231216.11983524,0.4220678477392754,-0.6690196339321306,-0.2074849651319246,1.048919092463363,0.6340023612750886,84,91.19782158832389
130,36,0.29,0.02,1,0.3073416605052832,3352460.1398765617,0.42530909329892724,-0.5963044936732966,-0.23101357618880647,0.9134797936601051,0.6338711793257248,84,91.1929089349349
130,36,0.29,0.03,0,0.2865139264050627,2061135.023041769,0.42970346409524457,-0.5514568667827122,-0.20748496513192494,1.048919092463366,0.637675455857274,68,75.14448940468763
130,36,0.29,0.03,1,0.3050949544856745,3182274.8708139844,0.43182316030422396,-0.6047313813609774,-0.23101357618880647,0.9134797936601042,0.6375442739079102,68,75.11672364679558
130,36,0.29,0.04,0,0.344931753355429,7911551.554760752,0.43292661851998715,-0.538876094537617,-0.20748496513192427,1.0489190924633638,0.637150728059819,57,64.20039657875883
130,36,0.29,0.04,1,0.35044309867829937,8954823.723836418,0.434436183813105,-0.5434282273265443,-0.23101357618880713,0.9134797936601047,0.637150728059819,57,64.18580468409483
130,36,0.3,0.02,0,0.27109429863211365,1430503.627224284,0.42602874033835036,-0.6690196339321313,-0.20748496513192505,1.0489190924633598,0.6414797323888233,86,93.08420480726564
130,36,0.3,0.02,1,0.323025519331289,4811011.642978956,0.4292882518298275,-0.5963044936732962,-0.23101357618880702,0.9134797936601027,0.6413485504394595,86,93.08350484571179
130,36,0.3,0.03,0,0.2900152393667734,2237992.276721037,0.43292455609973385,-0.5514568667827127,-0.20748496513192494,1.0489190924633642,0.6431850977305523,68,75.05272037676902
130,36,0.3,0.03,1,0.31794581163338953,4281863.31618929,0.4356281504097351,-0.6047313813609771,-0.23101357618880636,0.9134797936601065,0.6430539157811885,68,75.02738031600735
130,36,0.3,0.04,0,0.3508106135457407,9028934.119493116,0.43684281120017526,-0.5388760945376172,-0.20748496513192494,1.0489190924633611,0.64449691722419,55,62.09232469834164
130,36,0.3,0.04,1,0.36457771890843294,12275115.241391767,0.43875070278269596,-0.543428227326544,-0.23101357618880647,0.913479793660106,0.64449691722419,55,62.08490553511796
130,36,0.31,0.02,0,0.29098242808761854,2289378.0153812002,0.43179342099610996,-0.6690196339321306,-0.2356711546732735,0.7754880929871253,0.6459399186671914,82,89.00989959157957
130,36,0.31,0.02,1,0.34346656504087414,7654610.454986653,0.43508480526310933,-0.5963044936732965,-0.23101357618880647,1.0169231642771646,0.6458087367178277,82,89.00893397306882
130,36,0.31,0.03,0,0.3115032370240731,3691230.288465971,0.43857876262737544,-0.5514568667827124,-0.23567115467327382,0.7754880929871235,0.6475141020595566,66,72.9783402017693
130,36,0.31,0.03,1,0.3406473305396853,7182730.41046861,0.4413542425790708,-0.6047313813609774,-0.23101357618880702,1.016923164277161,0.6473829201101928,66,72.95461409530105
130,36,0.31,0.04,0,0.3711766400398866,14206462.42622957,0.44155004898146116,-0.5388760945376181,-0.2074849651319245,1.0489190924633647,0.6484323757051029,47,54.02973321011951
130,36,0.31,0.04,1,0.3801537705082414,17311249.843011454,0.44413605370677806,-0.5434282273265443,-0.23101357618880647,0.9134797936601116,0.6484323757051029,47,54.01792023276809
130,36,0.32,0.02,0,0.27513511877226837,1574856.7556333116,0.4392563253277614,-0.6690196339321307,-0.28555373701156916,0.8386971090842139,0.6536796536796536,92,98.90326680103539
130,36,0.32,0.02,1,0.34802491155102766,8481654.504094038,0.4423390386482421,-0.5963044936732971,-0.23101357618880625,1.0186408056755516,0.65354847173029,92,98.90723092762593
130,36,0.32,0.03,0,0.30168907326898187,2940110.4599462305,0.44705305961228475,-0.5718117862723358,-0.3031843144142654,0.7418694369923455,0.6559097468188377,76,82.85977967667147
130,36,0.32,0.03,1,0.3392410724449788,6957993.174525584,0.45012555847061203,-0.6047313813609771,-0.24397591774362515,0.7192666534404639,0.655778564869474,76,82.83919843537524
130,36,0.32,0.04,0,0.3603346186967935,11170132.087879054,0.44932832085368213,-0.5388760945376183,-0.20748496513192483,1.0526247724174156,0.6555162009707465,59,65.93768931575148
130,36,0.32,0.04,1,0.3787489068917509,16785394.09473126,0.4522849812512326,-0.5434282273265435,-0.23101357618880636,0.8494314162200931,0.6555162009707465,59,65.91888512229198
130,36,0.33,0.02,0,0.2682808337526932,1337642.8123840056,0.4441700878705887,-0.6690196339321309,-0.28555373701156916,0.9483054333910752,0.6593204775022957,88,94.8171892812151
130,36,0.33,0.02,1,0.3177069998001063,4258424.769551374,0.44575420679328753,-0.6813217212140947,-0.2310135761888067,1.2063769730099256,0.6591892955529319,88,94.80931551210006
130,36,0.33,0.03,0,0.29641949474605234,2600174.5780919255,0.45287756998627626,-0.6412337318646468,-0.364622066381747,0.7498004124773794,0.6627312081857536,74,80.75499725079786
130,36,0.33,0.03,1,0.31866360913034075,4353066.055565696,0.4543392957761427,-0.6047313813609771,-0.3827467063678913,0.8580946489903627,0.6626000262363899,74,80.72375780988159
130,36,0.33,0.04,0,0.35054132576955443,8974573.688718684,0.4535602554619943,-0.6412337318646468,-0.23465497258227208,0.8732646592681186,0.6606322969959334,53,59.85828683033705
130,36,0.33,0.04,1,0.3484814048919702,8569085.219732162,0.4550380906335487,-0.5434282273265449,-0.2972614255182642,0.6310019647706653,0.6606322969959334,53,59.83248682265873
130,36,0.34,0.02,0,0.2548014401792196,967797.0428699448,0.4502509148046952,-0.6902942706366816,-0.4303142546205396,0.38467102213777404,0.6643053915781189,90,96.71962317427966
130,36,0.34,0.02,1,0.3030043496967676,3031438.726657836,0.4521526525069354,-0.7033190465513786,-0.33154928761238533,0.8640667284350365,0.6641742096287551,90,96.71029182960649
130,36,0.34,0.03,0,0.2745310172809772,1552413.9972870415,0.4595114216566319,-0.6681498544177525,-0.6233115225005744,-0.012553549908660422,0.6685032139577594,70,76.63913684767707
130,36,0.34,0.03,1,0.2856331770141056,2018820.637119721,0.46131950356806395,-0.6489096958668166,-0.5872890301174061,0.0818753597923425,0.6683720320083957,70,76.6084296175083
130,36,0.34,0.04,0,0.3267045178440977,5233173.149396928,0.45939735182104996,-0.6681498544177525,-0.4724509247316765,0.16729760591708764,0.665354847173029,51,57.76700815831741
130,36,0.34,0.04,1,0.32642498138742027,5199877.961103594,0.46150570934169166,-0.6007915589206363,-0.4363191639091474,0.24724565223724504,0.665354847173029,51,57.742184962734214
130,36,0.35,0.02,0,0.2451108853323416,765244.6664976802,0.4538690057033497,-0.674053382824293,-0.5179281201537528,0.17171786028446245,0.667584940312213,96,102.66898974190147
130,36,0.35,0.02,1,0.30318487404321437,3044185.8367019375,0.45727391575371584,-0.704497273407203,-0.338298365060987,0.6042024251659941,0.6674537583628493,96,102.65583893148505
130,36,0.35,0.03,0,0.2653851874007658,1248165.9148834124,0.4630645687377073,-0.7205691049327041,-0.7205691049327041,-0.26750335658868807,0.6717827626918536,74,80.58643981533605
130,36,0.35,0.03,1,0.28519850033580707,1998248.0095868923,0.46633835154668113,-0.6622722147976514,-0.6622722147976514,-0.11468462000997115,0.6716515807424899,74,80.55880685947909
130,36,0.35,0.04,0,0.3107926168165913,3631128.316446534,0.4633114933996466,-0.6086593588613898,-0.6086593588613898,-0.1340881542313127,0.6688967598058507,55,61.71172626491877
130,36,0.35,0.04,1,0.32445001210188273,4970409.863246512,0.46689264133102965,-0.5710387549283871,-0.5387312326877893,0.0206404541492331,0.6688967598058507,55,61.685554649809546
130,37,0.29,0.02,0,0.2586645647697947,1062235.0840210712,0.4226065115837259,-0.6690196339321308,-0.20748496513192516,0.9720263693032694,0.6343959071231798,90,97.1887808398231
130,37,0.29,0.02,1,0.3135348605830519,3868412.8904248704,0.4247850158428903,-0.596304493673296,-0.23101357618880647,1.001057995417876,0.634264725173816,90,97.18386083015446
130,37,0.29,0.03,0,0.28024307912936286,1777585.6325191427,0.42955838326430695,-0.5419330868298267,-0.20748496513192471,0.9720263693032773,0.6380690017053653,74,81.13791103951695
130,37,0.29,0.03,1,0.308341469089064,3430993.615985297,0.43109238294205937,-0.6047313813609775,-0.23101357618880636,1.001057995417875,0.6379378197560016,74,81.11644179422316
130,37,0.29,0.04,0,0.3389529348534177,6912792.074325063,0.4330265732926625,-0.538876094537617,-0.20748496513192471,0.9720263693032731,0.637675455857274,61,68.19243838461145
130,37,0.29,0.04,1,0.3532377718146522,9533482.584445462,0.43377268318808476,-0.5434282273265436,-0.23101357618880602,1.0010579954178729,0.637675455857274,61,68.1823570644458
130,37,0.3,0.02,0,0.28452575371399913,1966806.9821276204,0.42645190346198425,-0.6690196339321297,-0.20748496513192471,0.9720263693032734,0.6412173684900958,80,87.08871006303832
130,37,0.3,0.02,1,0.3271924951894347,5291790.111004922,0.43002732704196456,-0.596304493673296,-0.23101357618880614,1.0010579954178729,0.641086186540732,80,87.08990702240965
130,37,0.3,0.03,0,0.3082928086461687,3427130.569485259,0.4331495751331885,-0.5419330868298264,-0.20748496513192483,0.9720263693032769,0.6423980060343697,68,75.06431479556974
130,37,0.3,0.03,1,0.3161415649988131,4107826.5516772964,0.43550581338213856,-0.604731381360977,-0.23101357618880647,1.001057995417879,0.6422668240850059,68,75.04660153708072
130,37,0.3,0.04,0,0.3664743412715956,12802546.116739575,0.4370593613059967,-0.5388760945376172,-0.20748496513192483,0.9720263693032731,0.6439721894267348,53,60.1042385900178
130,37,0.3,0.04,1,0.36027654906586415,11155698.252271306,0.43858337010270443,-0.5434282273265437,-0.23101357618880602,1.001057995417879,0.6439721894267348,53,60.099697652248
130,37,0.31,0.02,0,0.2829959095265535,1897079.8206037811,0.4313566845914131,-0.6690196339321306,-0.3145076409483779,0.5923558672047067,0.6452840089203725,86,93.01997935403949
130,37,0.31,0.02,1,0.34777862365441004,8434842.65786732,0.4334482248198852,-0.5963044936732953,-0.23101357618880602,1.2557813100380981,0.6451528269710088,86,93.02368829637878
130,37,0.31,0.03,0,0.30666746578708204,3300487.457785658,0.4380719480952807,-0.5419330868298264,-0.31450764094837813,0.5923558672047002,0.6468581923127378,70,76.99148679333203
130,37,0.31,0.03,1,0.341881013374556,7385654.760931193,0.43952233127477297,-0.6047313813609771,-0.23101357618880636,1.2557813100380946,0.646727010363374,70,76.9763468510049
130,37,0.31,0.04,0,0.3667382473710892,12877650.403690392,0.4411020406025631,-0.5388760945376176,-0.208939565550325,0.8375839022511729,0.6477764659582841,53,60.04411326380424
130,37,0.31,0.04,1,0.3802734893711397,17356791.30151022,0.44223541528120325,-0.5434282273265438,-0.23101357618880636,1.14008745207751,0.6477764659582841,53,60.03999597749663
130,37,0.32,0.02,0,0.2700218918025812,1394395.417418727,0.43947052966993716,-0.6690196339321315,-0.32353318869579295,0.8249590087110825,0.6538108356290174,96,102.89961104355231
130,37,0.32,0.02,1,0.3605332917921935,11219651.147293288,0.4410616149826963,-0.5963044936732952,-0.23101357618880636,0.8215878843535291,0.6536796536796536,96,102.9105336440476
130,37,0.32,0.03,0,0.29639869488152826,2598911.2765455134,0.44730114255864833,-0.5531345634975158,-0.3368631727966098,0.7983512760106102,0.656303292666929,80,86.85558366505428
130,37,0.32,0.03,1,0.35504493827054007,9926747.00681045,0.4485422393709459,-0.6047313813609771,-0.23101357618880658,0.7784094537734145,0.6561721107175653,80,86.8377357403297
130,37,0.32,0.04,0,0.3539678395895203,9690507.08450129,0.4494527363390486,-0.5388760945376174,-0.20748496513192416,1.0798350013309337,0.6559097468188377,59,65.93276910806483
130,37,0.32,0.04,1,0.3954114312770882,24152081.671088427,0.45070299784791507,-0.5434282273265436,-0.23101357618880658,0.9294201972308052,0.6559097468188377,59,65.91612113212136
130,37,0.33,0.02,0,0.25625935665363886,1002442.097032897,0.4423053697650921,-0.6789057511018902,-0.28555373701156883,0.8904630976051096,0.6584022038567493,88,94.82500288424524
130,37,0.33,0.02,1,0.30880208390284714,3467770.0077551235,0.446997949708903,-0.6524637004796282,-0.33928575639534786,0.8957222750487797,0.6582710219073855,88,94.82525641990594
130,37,0.33,0.03,0,0.2801525919851806,1773784.026404199,0.45144022871602796,-0.605503185925887,-0.49292771825137294,0.445744795899101,0.6615505706414797,74,80.7670129400919
130,37,0.33,0.03,1,0.30342020938072056,3060881.084139954,0.4553053505246494,-0.6128242891104944,-0.5149260964466023,0.4514186036401906,0.6614193886921159,74,80.73713085638529
130,37,0.33,0.04,0,0.3356742901113241,6418047.639272167,0.4522675614296311,-0.6055031859258873,-0.28853541690112816,0.6225315106676155,0.6594516594516594,55,61.87256147576434
130,37,0.33,0.04,1,0.3410265157590906,7244520.379581314,0.45577895658469186,-0.6128242891104939,-0.3844193039893914,0.5318044026395035,0.6594516594516594,55,61.848998902587475
130,37,0.34,0.02,0,0.23681607299488316,624989.5212241531,0.44873994419025387,-0.7080917835846583,-0.5135494921656971,0.1823604985125704,0.6632559359832088,90,96.73315009277738
130,37,0.34,0.02,1,0.313575417307262,3872032.336260331,0.4514748544684774,-0.6975165164744882,-0.33154928761238533,1.0626738525974897,0.663124754033845,90,96.73538057220493
130,37,0.34,0.03,0,0.25606274334772716,997700.8845125565,0.4580000675396815,-0.6888080840640063,-0.6888080840640063,-0.18424541486383017,0.6674537583628493,72,78.65361896595522
130,37,0.34,0.03,1,0.29522743229386417,2528723.176327227,0.46064827567114397,-0.6420430196418792,-0.5542580993674668,0.16846222735133276,0.6673225764134855,72,78.6342145287027
130,37,0.34,0.04,0,0.3141801043066841,3926387.00322487,0.4585711376487871,-0.6427310265362189,-0.5499789315830175,-0.00424711102334796,0.6645677554768464,55,61.77345150811554
130,37,0.34,0.04,1,0.33751274764851247,6691088.209198013,0.46084533965343516,-0.5434282273265445,-0.3769271002441883,0.3786613194741173,0.6645677554768464,55,61.75738740174987
130,37,0.35,0.02,0,0.23736903115700758,633508.6987786031,0.45350727377531863,-0.7212676015406316,-0.5304415828597756,0.1413027948976866,0.6662731208185754,96,102.68788382907039
130,37,0.35,0.02,1,0.3103323855798108,3592709.5106075415,0.45513646839666666,-0.723582568654161,-0.33154928761238533,0.9735939868345855,0.6661419388692116,96,102.68495604980583
130,37,0.35,0.03,0,0.25490628560481854,970249.3896989535,0.46257008157697,-0.736673288785326,-0.736673288785326,-0.30971866214422894,0.6703397612488522,76,82.61156681850305
130,37,0.35,0.03,1,0.2877342596627752,2121184.1920192447,0.4639479714314804,-0.6728894156809071,-0.5944599259267871,0.06307766346259669,0.6702085792994884,76,82.59151913761494
130,37,0.35,0.04,0,0.31570742980111577,4066982.4226867855,0.46315643598381845,-0.5771918592128726,-0.5771918592128726,-0.06446062813769082,0.667584940312213,55,61.727810178227266
130,37,0.35,0.04,1,0.32991483045957026,5630637.433893444,0.46454493695799864,-0.5434282273265447,-0.47451332113624967,0.16273418139722828,0.667584940312213,55,61.70970223516798
130,38,0.29,0.02,0,0.27123493749614846,1435305.5151719672,0.42126775342764133,-0.6690196339321305,-0.20748496513192471,1.0622841937207026,0.6340023612750886,86,93.1992527444159
130,38,0.29,0.02,1,0.30658775377419833,3294394.3277468784,0.42366788105159003,-0.5963044936732962,-0.2310135761888067,1.1112768763381289,0.6338711793257248,86,93.18946336976427
130,38,0.29,0.03,0,0.28571893136379645,2022903.3864929683,0.4277180444344321,-0.5419330868298269,-0.20748496513192471,1.0622841937207057,0.637150728059819,68,75.16167827434813
130,38,0.29,0.03,1,0.29682316462393254,2624809.8053953983,0.42984349775960395,-0.6047313813609773,-0.2310135761888067,1.1112768763381276,0.6370195461104552,68,75.12800421423356
130,38,0.29,0.04,0,0.3476591473200674,8412223.92783586,0.43138939952778177,-0.5388760945376179,-0.2074849651319245,1.0622841937207088,0.637150728059819,57,64.21293598740138
130,38,0.29,0.04,1,0.34186072390205924,7382273.0133084785,0.4325717829169407,-0.5434282273265443,-0.23101357618880658,1.1112768763381284,0.637150728059819,57,64.19029132042888
130,38,0.3,0.02,0,0.2819901750568681,1852549.2927312304,0.4263964875150813,-0.6690196339321308,-0.20748496513192494,1.0622841937207088,0.640561458743277,80,87.10360258327891
130,38,0.3,0.02,1,0.3335964903309059,6122425.993548813,0.42849563717322575,-0.5963044936732949,-0.23101357618880647,1.111276876338127,0.6404302767939132,80,87.09530899336883
130,38,0.3,0.03,0,0.300869307586215,2884540.8145562643,0.4329290132356672,-0.5419330868298265,-0.20748496513192471,1.0622841937207084,0.6418732782369146,68,75.08463707030364
130,38,0.3,0.03,1,0.32568889501303944,5113180.678809285,0.4345904417428138,-0.6047313813609774,-0.23101357618880647,1.111276876338131,0.6417420962875509,68,75.05070403729083
130,38,0.3,0.04,0,0.3613604772937993,11428117.765118452,0.4368622640173469,-0.5388760945376176,-0.20748496513192483,1.062284193720707,0.6434474616292798,51,58.122855926505316
130,38,0.3,0.04,1,0.3715488020706146,14323720.687385045,0.4377384149309557,-0.5434282273265445,-0.23101357618880658,1.1112768763381293,0.6434474616292798,51,58.105336413811045
130,38,0.31,0.02,0,0.3124267853764786,3770779.9618566367,0.4314401706899356,-0.6690196339321306,-0.23068543686270981,0.7870696035656841,0.6454151908697363,76,83.024703639835
130,38,0.31,0.02,1,0.35561047926543443,10053006.995469796,0.4328481660965026,-0.5963044936732973,-0.23101357618880658,1.2254132247426837,0.6452840089203725,76,83.01921545713844
130,38,0.31,0.03,0,0.3335491805117743,6115850.68128081,0.4379260956053467,-0.5419330868298274,-0.23068543686270926,0.787069603565683,0.6469893742621016,62,69.00318951152141
130,38,0.31,0.03,1,0.3476855432479795,8417216.03475541,0.43894270367960875,-0.6047313813609774,-0.23101357618880614,1.2254132247426854,0.6468581923127378,62,68.97177163620063
130,38,0.31,0.04,0,0.39258269660340583,22712294.62869739,0.4408545730199997,-0.5388760945376179,-0.20748496513192427,1.0622841937207075,0.6477764659582841,45,52.05602551114681
130,38,0.31,0.04,1,0.3846555278155388,19105826.65716049,0.4416188973149725,-0.5434282273265436,-0.23101357618880636,1.1112768763381333,0.6477764659582841,45,52.03686375396754
130,38,0.32,0.02,0,0.285055456519127,1991522.3922812147,0.4374920727091812,-0.669019633932131,-0.32361079703122153,0.8397967579063652,0.6530237439328348,84,90.9183097397214
130,38,0.32,0.02,1,0.3342573286810142,6214989.729186161,0.4399069900612096,-0.5963044936732951,-0.23101357618880625,1.0853300492685292,0.6528925619834711,84,90.92227279521175
130,38,0.32,0.03,0,0.3288223299629882,5492207.08626948,0.44539767779243034,-0.5419330868298264,-0.29889797980053046,1.5495365970376214,0.6556473829201102,70,76.87167483463094
130,38,0.32,0.03,1,0.3327165020513654,6001233.245056737,0.4471532874859531,-0.6047313813609774,-0.2676676716739722,1.1067387875749408,0.6555162009707465,70,76.84589738574928
130,38,0.32,0.04,0,0.3787953316552486,16802521.904782463,0.4468910239836961,-0.5388760945376171,-0.20748496513192494,1.41929106678603,0.6548602912239276,49,55.95359778298447
130,38,0.32,0.04,1,0.3627924713783417,11797894.285352796,0.44870303545573437,-0.5434282273265447,-0.26766767167397243,0.8468096372585283,0.6548602912239276,49,55.93573671585166
130,38,0.33,0.02,0,0.2442173567919963,748784.4702631083,0.4432629931917575,-0.699871776952857,-0.3392857563953482,0.6242886180047067,0.657483930211203,90,96.84511684294631
130,38,0.33,0.02,1,0.33234843695535576,5951233.996630979,0.44617992936239415,-0.638581732597485,-0.33154928761238533,1.2159675135285561,0.6573527482618392,90,96.8323894255414
130,38,0.33,0.03,0,0.26554111086473364,1252832.901594206,0.4524025480163211,-0.6784121665547334,-0.5743067892783802,0.21371994921122117,0.6607634789452971,76,82.78642993796646
130,38,0.33,0.03,1,0.3261094346695119,5162539.753771804,0.4545246185371238,-0.6047313813609776,-0.4073551324836254,0.7732881108712417,0.6606322969959334,76,82.74209740578905
130,38,0.33,0.04,0,0.3214401006603298,4639417.873556678,0.4532445464817417,-0.6784121665547338,-0.38870860483606373,0.3940814123640215,0.6587957497048406,57,63.88967345884937
130,38,0.33,0.04,1,0.36238064106504964,11690380.559914473,0.4550643077282656,-0.5632207567547143,-0.33154928761238533,0.7905728270465231,0.6587957497048406,57,63.85156778554792
130,38,0.34,0.02,0,0.2318931813842302,553871.8453141465,0.44682400307971615,-0.7002407042817604,-0.3392857563953483,0.6242886180047105,0.6619441164895711,90,96.75757187591276
