method,method_label,candidate_id,parameters,min_delay_cagr,mean_delay_cagr,min_post_2008_cagr,min_trailing_252_return,min_2026_ytd_return,worst_volatility,worst_max_drawdown,worst_dotcom_drawdown,min_average_tqqq_weight,max_average_tqqq_weight,min_turnover,max_turnover,min_delay_cagr_value,max_delay_cagr_value,delay_cagr_gap,passes_hard_requirements,passes_original_hard_requirements,solves_2026,passes_all_requirements,tqqq_2026_capture_ratio,keeps_full_max_drawdown_near_60pct,strong_2026_solution
B_drawdown_rebound,B: Rebound from recent low,rebound_15_0.10_0.05,"{""ndx_low_lookback"": 15, ""rebound_threshold"": 0.1, ""spy_trend_floor"": 0.05}",0.4001576458445111,0.4070977159330099,0.40331020859550715,0.3958414126247751,-0.030563385893075057,0.4505881468758926,-0.5986999094008926,-0.37815794569030303,0.6688967598058507,0.6690279417552145,80.65485954887976,80.67462294654503,0.4001576458445111,0.41403778602150876,0.01388014017699768,True,True,False,False,-0.2700414202824578,True,False
B_drawdown_rebound,B: Rebound from recent low,rebound_15_0.10_0.08,"{""ndx_low_lookback"": 15, ""rebound_threshold"": 0.1, ""spy_trend_floor"": 0.08}",0.4012415226849808,0.4080332312067637,0.40510921750037854,0.3958414126247751,-0.030563385893075057,0.4506122330966785,-0.5986999094008925,-0.37815794569030303,0.6690279417552145,0.6691591237045782,80.65171451401801,80.67192699607821,0.4012415226849808,0.4148249397285466,0.013583417043565804,True,True,False,False,-0.2700414202824578,True,False
B_drawdown_rebound,B: Rebound from recent low,rebound_20_0.04_0.05,"{""ndx_low_lookback"": 20, ""rebound_threshold"": 0.04, ""spy_trend_floor"": 0.05}",0.39270125364176933,0.4003304322660076,0.38656000733464935,0.6313832931502643,0.13116200960770108,0.47172156329616644,-0.7160001405649592,-0.39016590941324203,0.7157287157287158,0.7158598976780794,169.76027811465283,169.77483613966928,0.39270125364176933,0.4079596108902459,0.015258357248476573,True,True,True,True,1.1588760317812212,False,False
B_drawdown_rebound,B: Rebound from recent low,rebound_20_0.04_0.08,"{""ndx_low_lookback"": 20, ""rebound_threshold"": 0.04, ""spy_trend_floor"": 0.08}",0.3998350194220417,0.4025750116926399,0.3986104205726939,0.6313832931502643,0.13116200960770108,0.4743494773046323,-0.767738341127165,-0.3997264801853322,0.7200577200577201,0.7201889020070839,173.6481201549224,173.66719252308326,0.3998350194220417,0.40531500396323805,0.005479984541196359,True,True,True,True,1.1588760317812212,False,False
B_drawdown_rebound,B: Rebound from recent low,rebound_20_0.06_0.05,"{""ndx_low_lookback"": 20, ""rebound_threshold"": 0.06, ""spy_trend_floor"": 0.05}",0.38740881339275757,0.38935786554385665,0.3641738706836506,0.46504862416257975,0.015829543454872974,0.4627493007960969,-0.628332054642716,-0.3707790080622211,0.6971008789190607,0.6972320608684245,168.10840099237203,168.12289493088497,0.38740881339275757,0.39130691769495574,0.0038981043021981687,True,True,True,True,0.13986121864676365,False,False
B_drawdown_rebound,B: Rebound from recent low,rebound_20_0.06_0.08,"{""ndx_low_lookback"": 20, ""rebound_threshold"": 0.06, ""spy_trend_floor"": 0.08}",0.38718535313100744,0.3883661116928716,0.36765620350026973,0.46504862416257975,0.015829543454872974,0.46356708240836303,-0.6153191313517046,-0.3707790080622211,0.699199790108881,0.6993309720582448,170.05740843420153,170.07897056382464,0.38718535313100744,0.3895468702547358,0.0023615171237283406,True,True,True,True,0.13986121864676365,False,False
B_drawdown_rebound,B: Rebound from recent low,rebound_20_0.08_0.05,"{""ndx_low_lookback"": 20, ""rebound_threshold"": 0.08, ""spy_trend_floor"": 0.05}",0.401907037749204,0.4038990419187538,0.398153161330552,0.46504862416257975,0.015829543454872974,0.45460194930858544,-0.5227222553884431,-0.3707790080622211,0.6804407713498623,0.680571953299226,110.42417533741497,110.44369439267115,0.401907037749204,0.4058910460883036,0.003984008339099621,True,True,True,True,0.13986121864676365,True,False
B_drawdown_rebound,B: Rebound from recent low,rebound_20_0.08_0.08,"{""ndx_low_lookback"": 20, ""rebound_threshold"": 0.08, ""spy_trend_floor"": 0.08}",0.3997844903187626,0.40146555205427326,0.394650132341523,0.46504862416257975,0.015829543454872974,0.45481135801447325,-0.5233520684922703,-0.3707790080622211,0.6810966810966811,0.6812278630460449,112.41105939911628,112.43089264879615,0.3997844903187626,0.4031466137897839,0.003362123471021272,True,True,True,True,0.13986121864676365,True,False
B_drawdown_rebound,B: Rebound from recent low,rebound_20_0.10_0.05,"{""ndx_low_lookback"": 20, ""rebound_threshold"": 0.1, ""spy_trend_floor"": 0.05}",0.3962871469541598,0.4073668808388736,0.3968934415497165,0.3958414126247751,-0.030563385893075057,0.4517167547002478,-0.5886064835840417,-0.37815794569030303,0.6717827626918536,0.6719139446412173,80.59402424816588,80.61044977012475,0.3962871469541598,0.41844661472358746,0.022159467769427676,True,True,False,False,-0.2700414202824578,True,False
B_drawdown_rebound,B: Rebound from recent low,rebound_20_0.10_0.08,"{""ndx_low_lookback"": 20, ""rebound_threshold"": 0.1, ""spy_trend_floor"": 0.08}",0.3973680276005074,0.4083021251489183,0.3986842243182813,0.3958414126247751,-0.030563385893075057,0.4517407963653169,-0.5886064835840419,-0.37815794569030303,0.6719139446412173,0.6720451265905811,80.59087921330413,80.60775381965792,0.3973680276005074,0.4192362226973292,0.021868195096821808,True,True,False,False,-0.2700414202824578,True,False
