method,method_label,candidate_id,parameters,min_delay_cagr,mean_delay_cagr,min_post_2008_cagr,min_trailing_252_return,min_2026_ytd_return,worst_volatility,worst_max_drawdown,worst_dotcom_drawdown,min_average_tqqq_weight,max_average_tqqq_weight,min_turnover,max_turnover,min_delay_cagr_value,max_delay_cagr_value,delay_cagr_gap,passes_hard_requirements
Baseline,Baseline,baseline,"{""ma_window"": 150, ""tolerance"": 0.03, ""vol_threshold"": 0.32, ""vol_window"": 40}",0.41195425197017665,0.414017528706345,0.4020930336319135,0.33408353067595264,-0.07497850818989038,0.44801752701271347,-0.5986999094008929,-0.3707790080622211,0.6648301193755739,0.6649613013249377,60.74721931334652,60.763536591864685,0.41195425197017665,0.41608080544251336,0.0041265534723367026,True
A_asymmetric_reentry,A: Faster re-entry,asym_entry_0.00,"{""entry_tolerance"": 0.0, ""exit_tolerance"": 0.03}",0.34513393633420475,0.35627870245301796,0.31995227134754023,0.46504862416257975,0.015829543454872974,0.4685423293764642,-0.6880259372787018,-0.394528818511214,0.7054965236783418,0.7056277056277056,89.9704554134232,89.99125807976534,0.34513393633420475,0.36742346857183117,0.02228953223762642,True
B_exit_confirmation,B: Confirmed exit,confirm_exit_3d,"{""exit_confirmation_days"": 3}",0.39370635317836067,0.4042361014008231,0.4007822337885989,0.31707052994259555,-0.08424201098501294,0.4614631359957796,-0.5985047696451806,-0.33154928761238533,0.6712580348943985,0.6713892168437623,54.59304938692206,54.62213885381403,0.39370635317836067,0.41476584962328555,0.021059496444924886,True
C_partial_riskoff,C: Partial TQQQ off,partial_riskoff_0.10,"{""riskoff_tqqq_weight"": 0.1}",0.41180528791154436,0.4135554665091916,0.4066518916384372,0.4199990749610769,-0.056303461603918414,0.4509528241761784,-0.5746204719029955,-0.5031615148760108,0.6983208710481438,0.6984520529975076,64.284834144907,64.34007850247278,0.41180528791154436,0.41530564510683887,0.0035003571952945123,True
D_shallow_rebound,D: Shallow rebound,rebound_20_0.08_0.36,"{""hard_vol_cap"": 0.36, ""ndx_short_sma"": 20, ""trend_floor"": 0.08}",0.3407060673575477,0.35253070112845764,0.3802973571686452,0.5328691900415947,0.06580260888283984,0.4871622216609374,-0.6550821571424533,-0.5456679227914212,0.7373737373737373,0.7375049193231011,193.3087588235457,193.35221742319482,0.3407060673575477,0.36435533489936756,0.02364926754181984,True
E_credit_health,E: Healthy credit,credit_2.00_0.08_0.44,"{""baa10y_threshold_pct_points"": 2.0, ""hard_vol_cap"": 0.44, ""trend_floor"": 0.08}",0.37577298378091073,0.3836440832948774,0.3446078144226665,0.6360488523575489,0.11318036270549303,0.4723907829915025,-0.7165647307521992,-0.33154928761238533,0.6948707857798767,0.6950019677292405,68.18474863313824,68.19581505711886,0.37577298378091073,0.3915151828088441,0.01574219902793339,True
