ma_window,vol_window,vol_threshold,tolerance,min_delay_cagr,mean_delay_cagr,worst_max_drawdown,worst_dotcom_drawdown
148,40,0.32,0.03,0.40098772656537274,0.4109028834711205,-0.5986999094008933,-0.37077900806222064
147,38,0.31,0.03,0.4008528597673422,0.4061085415607254,-0.5986999094008925,-0.23101357618880614
148,38,0.31,0.03,0.4008528597673422,0.4061085415607254,-0.5986999094008925,-0.23101357618880614
151,51,0.33,0.03,0.4005837923417863,0.4049406216329908,-0.5986999094008928,-0.33154928761238545
150,47,0.32,0.03,0.4003082691039075,0.40727643801814506,-0.5986999094008929,-0.33928575639534886
154,40,0.31,0.03,0.4001821503558325,0.40956038510354464,-0.6047313813609774,-0.23117217122010714
151,42,0.31,0.03,0.4001617152530308,0.40836745507772676,-0.5986999094008923,-0.23101357618880702
162,40,0.31,0.03,0.40015157825669223,0.40853770852962135,-0.6047313813609771,-0.2311721712201077
147,49,0.34,0.03,0.3998475103766672,0.40107745801153727,-0.5986999094008926,-0.33154928761238545
148,49,0.34,0.03,0.3998475103766672,0.40107745801153727,-0.5986999094008926,-0.33154928761238545
147,42,0.31,0.03,0.39982790162386705,0.40410126059809603,-0.5986999094008923,-0.2310135761888068
148,42,0.31,0.03,0.39982790162386705,0.40410126059809603,-0.5986999094008923,-0.2310135761888068
165,40,0.31,0.03,0.39982461705865147,0.4101261615831304,-0.6047313813609775,-0.2311721712201077
154,41,0.31,0.03,0.3997211317704601,0.4049328815841662,-0.6047313813609769,-0.2310135761888067
150,44,0.32,0.03,0.39970530276170524,0.4152635553402796,-0.5986999094008926,-0.3392857563953482
157,40,0.31,0.03,0.39958463932335153,0.4042780689833374,-0.6047313813609774,-0.23117217122010747
149,41,0.31,0.03,0.3994264468470283,0.4044647762807081,-0.5986999094008929,-0.23101357618880625
147,51,0.33,0.03,0.39936187723785666,0.4015672907348842,-0.598699909400893,-0.33154928761238533
148,51,0.33,0.03,0.39936187723785666,0.4015672907348842,-0.598699909400893,-0.33154928761238533
152,39,0.31,0.03,0.3992932195109793,0.40963483344875273,-0.5986999094008922,-0.2310135761888059
153,40,0.31,0.03,0.3991558838173739,0.40908116435853725,-0.6047313813609775,-0.23117217122010747
157,41,0.31,0.03,0.39912381747216097,0.39968154985655857,-0.6047313813609774,-0.23101357618880614
163,40,0.31,0.03,0.39908007339516716,0.4066056840667581,-0.6047313813609774,-0.23117217122010691
150,51,0.33,0.03,0.3990699334243928,0.4053526627456232,-0.5986999094008929,-0.33154928761238533
149,40,0.32,0.03,0.3988311363969861,0.40319972871051557,-0.5986999094008932,-0.3707790080622214
165,38,0.31,0.03,0.3987811822862395,0.4003445777356741,-0.6047313813609774,-0.2310135761888058
140,38,0.31,0.04,0.39876816886246935,0.4019076084167187,-0.543428227326544,-0.2310135761888068
147,48,0.34,0.03,0.3987552434893191,0.404449689963265,-0.5986999094008926,-0.33154928761238545
148,48,0.34,0.03,0.3987552434893191,0.404449689963265,-0.5986999094008926,-0.33154928761238545
153,41,0.31,0.03,0.39869520313657114,0.40445361961579374,-0.6047313813609773,-0.2310135761888067
150,42,0.31,0.03,0.3986483125490876,0.40878575931161576,-0.5986999094008925,-0.2310135761888068
150,48,0.35,0.03,0.398526803779488,0.40119898046784963,-0.5986999094008931,-0.33154928761238533
151,45,0.34,0.03,0.39845435320102585,0.40519246187438196,-0.5986999094008927,-0.33154928761238545
162,38,0.31,0.03,0.3984497897866697,0.3987788447763937,-0.6047313813609769,-0.23101357618880614
151,41,0.32,0.03,0.39776931198746124,0.4040712526631999,-0.5986999094008927,-0.3392857563953484
151,47,0.34,0.03,0.39775206535872076,0.4001565741312999,-0.598699909400892,-0.33154928761238545
161,40,0.31,0.03,0.3975979565125791,0.40476453089949904,-0.6047313813609775,-0.2311721712201078
155,40,0.31,0.03,0.39754401055567556,0.4029868198242583,-0.6047313813609773,-0.23117217122010736
135,38,0.31,0.04,0.39745001960567095,0.4017601412583597,-0.5434282273265445,-0.2310135761888058
156,40,0.31,0.03,0.39739194231374064,0.40401579402001475,-0.6047313813609769,-0.2311721712201077
152,40,0.32,0.03,0.3973018580569989,0.40278951061868484,-0.5986999094008927,-0.3707790080622205
155,41,0.31,0.03,0.397083860594059,0.3983923157827536,-0.6047313813609776,-0.2310135761888067
150,45,0.34,0.03,0.3969427959455891,0.4056078379128757,-0.5986999094008925,-0.33154928761238545
156,41,0.31,0.03,0.39693184242152824,0.3994144666335554,-0.6047313813609769,-0.23101357618880658
162,41,0.31,0.03,0.39680160674452414,0.40185356042437625,-0.6047313813609774,-0.2310135761888069
154,39,0.31,0.03,0.3967835411997698,0.4057738268829434,-0.6047313813609775,-0.2310135761888059
164,40,0.31,0.03,0.3967333468827501,0.40660541575220255,-0.6047313813609768,-0.2311721712201078
151,49,0.34,0.03,0.39666751524159616,0.40446570402285353,-0.5986999094008926,-0.33154928761238533
150,38,0.32,0.03,0.39656476996643897,0.3980945878661498,-0.5986999094008923,-0.26766767167397276
147,53,0.33,0.03,0.3965087447392406,0.3967690695793722,-0.5986999094008928,-0.33154928761238533
148,53,0.33,0.03,0.3965087447392406,0.3967690695793722,-0.5986999094008928,-0.33154928761238533
149,40,0.31,0.03,0.3965006919549128,0.4075702553147551,-0.5986999094008929,-0.23117217122010736
165,41,0.31,0.03,0.39647542782657097,0.40343001761468966,-0.6047313813609776,-0.23101357618880602
152,42,0.31,0.03,0.39641008294479385,0.4038108232534957,-0.5986999094008927,-0.23101357618880647
150,41,0.32,0.03,0.3962584951773702,0.4044857071260134,-0.5986999094008926,-0.3392857563953485
150,47,0.34,0.03,0.39624126719011543,0.4005645580002062,-0.5986999094008929,-0.33154928761238545
151,48,0.35,0.03,0.3962105729935206,0.40080039210756047,-0.5986999094008925,-0.33154928761238545
157,39,0.31,0.03,0.39618748048320995,0.4005068975203996,-0.6047313813609771,-0.2310135761888067
