series,start_date,end_date,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share
strategy,2002-08-21,2026-04-17,1.0158424564336865,0.5957664228688119,-0.8755292896259699,15308542.35075991,1.705101894702407,234,0.08893745796906523,0.16156691324815065
tecl_buy_hold,2002-08-21,2026-04-17,0.21923458274072294,0.6841477019753871,-0.9459731123934759,107.54526916574335,0.32044919848113457,0,,
