tqqq_drop_exit_pct,cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_day_share
26.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
26.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
27.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
27.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
28.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
28.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
29.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
29.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
30.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
30.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
31.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
31.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
32.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
32.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
33.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
33.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
34.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
34.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
35.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
35.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
36.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
36.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
37.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
37.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
38.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
38.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
39.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
39.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
40.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
40.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
41.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
41.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
42.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
42.5,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
43.0,0.994215811870462,0.6377452693256812,-0.6816049710899821,69241.84827801405,91,90,0.0924059965593512
