condition,total_episodes,baseline_win_rate,baseline_avg_return_pct,skipped_n,skipped_loss_n,skipped_win_n,skipped_loss_rate,skipped_avg_return_pct,loss_recall,win_cost_rate,kept_n,kept_win_rate,kept_avg_return_pct,kept_median_return_pct,win_rate_improvement,avg_return_improvement_pct
pre5_tqqq_open_return >= 3.805% AND GSPC_CLOSE_RET_10D >= 3.009%,97,0.6701030927835051,3.6372703711577916,10,5,5,0.5,0.35233833908502776,0.15625,0.07692307692307693,87,0.6896551724137931,4.014848765648915,3.414045651775033,0.019552079630288044,0.37757839449112307
pre5_tqqq_open_return >= 3.805% AND GSPC_SMA160_Z >= 2.236,97,0.6701030927835051,3.6372703711577916,8,2,6,0.25,6.9456548240327125,0.0625,0.09230769230769231,89,0.6629213483146067,3.3398874989892597,2.9606791366511453,-0.00718174446889841,-0.2973828721685319
pre5_tqqq_open_return >= 3.805% AND GSPC_CLOSE_RET_5D >= 1.548%,97,0.6701030927835051,3.6372703711577916,16,7,9,0.4375,1.2762776672459786,0.21875,0.13846153846153847,81,0.691358024691358,4.103639300325558,3.323316802816323,0.02125493190785288,0.46636892916776596
pre5_tqqq_open_return >= 3.805% AND GSPC_SMA160_Z >= 2.209,97,0.6701030927835051,3.6372703711577916,11,3,8,0.2727272727272727,4.664728918101215,0.09375,0.12307692307692308,86,0.6627906976744186,3.505851254688284,2.970274973487108,-0.007312395109086545,-0.13141911646950755
pre5_tqqq_open_return >= 3.805% AND GSPC_SMA160_SLOPE_20D <= 0.494%,97,0.6701030927835051,3.6372703711577916,8,3,5,0.375,3.0175587024609642,0.09375,0.07692307692307693,89,0.6741573033707865,3.692974790815933,3.0941502907246177,0.004054210587281393,0.055704419658141546
pre5_tqqq_open_return >= 3.805% AND days_since_previous_exit >= 51.500,97,0.6701030927835051,3.6372703711577916,10,3,7,0.3,2.5865250054207314,0.09375,0.1076923076923077,87,0.6666666666666666,3.7580457005528567,3.0941502907246177,-0.0034364261168384758,0.12077532939506508
pre5_tqqq_open_return >= 3.805% AND days_since_previous_exit >= 83.000,97,0.6701030927835051,3.6372703711577916,9,3,6,0.3333333333333333,1.9898638199029632,0.09375,0.09230769230769231,88,0.6704545454545454,3.805755132081581,3.2087335467704703,0.00035145267104030875,0.16848476092378917
pre5_tqqq_open_return >= 3.805% AND GSPC_CLOSE_RET_5D >= 2.127%,97,0.6701030927835051,3.6372703711577916,11,4,7,0.36363636363636365,2.959408883151795,0.125,0.1076923076923077,86,0.6744186046511628,3.7239735847399547,3.2087335467704703,0.004315511867657662,0.08670321358216304
pre5_tqqq_open_return >= 3.805% AND pre10_tqqq_open_return >= 11.591%,97,0.6701030927835051,3.6372703711577916,8,3,5,0.375,3.325588505938552,0.09375,0.07692307692307693,89,0.6741573033707865,3.6652867185932294,2.979870810323071,0.004054210587281393,0.028016347435437794
pre5_tqqq_open_return >= 3.805% AND GSPC_CLOSE_RET_5D >= 1.675%,97,0.6701030927835051,3.6372703711577916,14,5,9,0.35714285714285715,2.3598455806085914,0.15625,0.13846153846153847,83,0.6746987951807228,3.852739612937176,3.0941502907246177,0.004595702397217738,0.2154692417793842
pre5_tqqq_open_return >= 3.805% AND GSPC_SMA50_RATIO <= 3.691%,97,0.6701030927835051,3.6372703711577916,12,4,8,0.3333333333333333,3.447466385616367,0.125,0.12307692307692308,85,0.6705882352941176,3.6640662279401104,2.9606791366511453,0.0004851425106124907,0.026795856782318772
pre5_tqqq_open_return >= 3.805% AND pre10_tqqq_open_return >= 9.517%,97,0.6701030927835051,3.6372703711577916,14,6,8,0.42857142857142855,3.350365264478365,0.1875,0.12307692307692308,83,0.6867469879518072,3.6856640036097446,3.414045651775033,0.016643895168302114,0.04839363245195294
pre5_tqqq_open_return >= 3.805% AND GSPC_SMA160_SLOPE_20D <= 0.562%,97,0.6701030927835051,3.6372703711577916,9,3,6,0.3333333333333333,11.86341805190929,0.09375,0.09230769230769231,88,0.6704545454545454,2.7959598128991163,3.0274147136878815,0.00035145267104030875,-0.8413105582586753
pre5_tqqq_open_return >= 3.805% AND GSPC_SMA50_RATIO >= 5.114%,97,0.6701030927835051,3.6372703711577916,11,4,7,0.36363636363636365,11.812248687069411,0.125,0.1076923076923077,86,0.6744186046511628,2.591633609820259,3.0274147136878815,0.004315511867657662,-1.0456367613375326
pre20_tqqq_open_return >= 15.976% AND pre10_tqqq_open_return >= 8.575%,97,0.6701030927835051,3.6372703711577916,19,7,12,0.3684210526315789,8.345754232264312,0.21875,0.18461538461538463,78,0.6794871794871795,2.490331994734409,3.0370105505238443,0.00938408670367441,-1.1469383764233827
pre20_tqqq_open_return >= 15.976% AND GSPC_BB20_Z <= 1.548,97,0.6701030927835051,3.6372703711577916,12,5,7,0.4166666666666667,1.207079569682425,0.15625,0.1076923076923077,85,0.6823529411764706,3.9803561313660785,3.414045651775033,0.012249848392965501,0.34308576020828685
pre20_tqqq_open_return >= 15.976% AND GSPC_CLOSE_RET_10D >= 3.009%,97,0.6701030927835051,3.6372703711577916,12,7,5,0.5833333333333334,1.1293788316119064,0.21875,0.07692307692307693,85,0.7058823529411765,3.9913256473289755,3.323316802816323,0.03577926015767141,0.35405527617118393
pre20_tqqq_open_return >= 15.976% AND pre5_tqqq_open_return >= 4.942%,97,0.6701030927835051,3.6372703711577916,11,3,8,0.2727272727272727,13.421785723321053,0.09375,0.12307692307692308,86,0.6627906976744186,2.385762593555514,2.7306823106615252,-0.007312395109086545,-1.2515077776022778
pre20_tqqq_open_return >= 15.976% AND GSPC_CLOSE_RET_5D >= 1.548%,97,0.6701030927835051,3.6372703711577916,9,3,6,0.3333333333333333,5.5097201560442395,0.09375,0.09230769230769231,88,0.6704545454545454,3.445769824976224,2.970274973487108,0.00035145267104030875,-0.19150054618156753
pre20_tqqq_open_return >= 15.976% AND pre5_tqqq_open_return >= 4.259%,97,0.6701030927835051,3.6372703711577916,13,3,10,0.23076923076923078,12.235410575281579,0.09375,0.15384615384615385,84,0.6547619047619048,2.3066058157576816,2.7306823106615252,-0.015341188021600338,-1.33066455540011
pre20_tqqq_open_return >= 15.976% AND GSPC_BB20_Z <= 1.474,97,0.6701030927835051,3.6372703711577916,10,4,6,0.4,1.6095522446947306,0.125,0.09230769230769231,87,0.6781609195402298,3.8703414201765343,3.414045651775033,0.008057826756724729,0.23307104901874265
pre20_tqqq_open_return >= 15.976% AND GSPC_SMA160_SLOPE_20D <= 0.494%,97,0.6701030927835051,3.6372703711577916,8,2,6,0.25,7.757552277599964,0.0625,0.09230769230769231,89,0.6629213483146067,3.266907952601192,2.9606791366511453,-0.00718174446889841,-0.3703624185565997
pre20_tqqq_open_return >= 15.976% AND days_since_previous_exit >= 51.500,97,0.6701030927835051,3.6372703711577916,12,5,7,0.4166666666666667,2.653330617367609,0.15625,0.1076923076923077,85,0.6823529411764706,3.7761795128693474,3.0941502907246177,0.012249848392965501,0.13890914171155577
pre20_tqqq_open_return >= 15.976% AND days_since_previous_exit >= 83.000,97,0.6701030927835051,3.6372703711577916,10,4,6,0.4,3.6066517962804996,0.125,0.09230769230769231,87,0.6781609195402298,3.640789747580469,3.0941502907246177,0.008057826756724729,0.0035193764226773006
