entry_rule,cagr,annualized_vol,max_drawdown,final_multiple,uvix_entries,uvix_exits,uvix_day_share,low_rsi_entries,low_rsi_exits,low_rsi_day_share,episode_count,episode_win_rate,episode_avg_return_pct,episode_median_return_pct,bb_window,bb_min_z,bb_window_short,bb_window_long,bb_min_z_both,cagr_delta_vs_rsi_only
bb_only,1.205608898699778,0.7006532895768504,-0.7525118858030936,352285.52090383775,461,460,0.17621037109855,11,11,0.005898255099533055,255,0.5764705882352941,1.6706448447711755,0.9724124553531777,15.0,1.65,,,,0.1410509858269866
bb_only,1.1668356680113696,0.7079726972486847,-0.7949411189478683,264559.5210215953,550,549,0.20422708282133203,11,11,0.005898255099533055,230,0.5695652173913044,1.230117434926777,1.07989356137429,25.0,1.6,,,,0.10227775513857829
bb_only,1.156284950617862,0.6460088338373059,-0.6568036304375775,244509.0664397419,231,231,0.1042025067584173,11,11,0.005898255099533055,116,0.7068965517241379,3.311722516268177,2.399851203804715,60.0,1.9,,,,0.09172703774507074
bb_only,1.1239537650248583,0.6985227098488264,-0.7714923347417234,191581.7523141747,474,473,0.18014254116490538,11,11,0.005898255099533055,238,0.5714285714285714,1.250229775524756,0.8420778671720419,20.0,1.65,,,,0.059395852152067
bb_only,1.1202716264194539,0.6762857608999453,-0.7332308775212353,186288.73255287224,330,329,0.13246497911034652,11,11,0.005898255099533055,209,0.5885167464114832,2.0347922503632336,1.3006761815473666,15.0,1.8,,,,0.05571371354666255
bb_only,1.1060129053067769,0.7172034914761645,-0.7700218272094461,167058.56405258022,616,615,0.22487097566969771,11,11,0.005898255099533055,236,0.5720338983050848,1.16893889146582,1.3130554410389017,25.0,1.55,,,,0.04145499243398554
bb_only,1.0991495949211836,0.6529686082804056,-0.6535107178791726,158481.42959327344,288,288,0.1250921602359302,11,11,0.005898255099533055,139,0.6618705035971223,2.6370103926250197,2.225174659743434,60.0,1.85,,,,0.03459168204839225
bb_only,1.0924362881982534,0.6930817134858209,-0.7624476165157508,150492.8212992157,425,424,0.16343081838289505,11,11,0.005898255099533055,240,0.5791666666666667,1.6590598468476276,1.147394133745261,15.0,1.7,,,,0.027878375325462112
bb_only,1.0911175264827193,0.6828208184080771,-0.8007977914568372,148968.60963953927,442,441,0.16736298844925043,11,11,0.005898255099533055,195,0.558974358974359,1.5920647202131315,0.9631723746734266,25.0,1.7,,,,0.02655961360992798
bb_only,1.0830162811322843,0.6847184395455177,-0.7631485134569054,139918.39295003063,377,376,0.14770213811747357,11,11,0.005898255099533055,232,0.5905172413793104,1.5960839197579573,1.3205769620873942,15.0,1.75,,,,0.018458368259492985
bb_only,1.07813105250625,0.6801852206009305,-0.6335213787811882,134712.9553956938,395,394,0.16121897272057018,11,11,0.005898255099533055,171,0.5906432748538012,1.697474894688257,1.3307119137587087,50.0,1.75,,,,0.01357313963345863
bb_only,1.0681413678684466,0.6683840329550891,-0.6281202788000202,124628.89305529727,344,343,0.14180388301794053,11,11,0.005898255099533055,160,0.58125,1.6056009770106843,1.1236390483275405,50.0,1.8,,,,0.0035834549956552664
bb_only,1.0640086739788885,0.6937771169883657,-0.8022648488751742,120667.94947391107,489,488,0.1848119931187024,11,11,0.005898255099533055,209,0.5741626794258373,1.1793657065476277,1.1021165139398104,25.0,1.65,,,,-0.0005492388939027926
bb_only,1.0566841478123266,0.6662128880975658,-0.6803654995222954,113936.4197234793,338,337,0.1383632342098796,11,11,0.005898255099533055,158,0.5506329113924051,1.7875826691794887,1.1473226358875932,30.0,1.8,,,,-0.007873765060464777
bb_only,1.0486967300453656,0.6962846291751515,-0.6943420933603337,106997.99045244502,515,514,0.19611698205947406,11,11,0.005898255099533055,198,0.601010101010101,1.2187395697140089,0.8557819817081702,40.0,1.65,,,,-0.015861182827425768
bb_only,1.0426612534622772,0.683321365553349,-0.5938465090810046,102020.23468272513,446,445,0.17252396166134185,11,11,0.005898255099533055,191,0.5916230366492147,1.3148272945980592,1.1574121883079824,40.0,1.7,,,,-0.021896659410514108
bb_only,1.042544623712744,0.6882663445024217,-0.6229682761587482,101926.21935330454,461,460,0.1850577537478496,11,11,0.005898255099533055,177,0.5536723163841808,1.1225642262587712,0.8811466235223664,50.0,1.7,,,,-0.0220132891600473
bb_only,1.0422917142151036,0.7093511847922086,-0.8073322550597152,101722.62794842485,539,538,0.19980339149668222,11,11,0.005898255099533055,254,0.5708661417322834,0.7825542047088985,0.6642485709095869,20.0,1.6,,,,-0.022266198657687752
bb_only,1.0408820450435412,0.7039251938584339,-0.7388762319257347,100594.81949557131,575,574,0.21405750798722045,11,11,0.005898255099533055,212,0.589622641509434,0.9848906157801183,1.1083007104512377,40.0,1.6,,,,-0.02367586782925013
bb_only,1.0362889268266495,0.6945114147267728,-0.6778117580020224,97000.92174885939,445,444,0.1619562546080118,11,11,0.005898255099533055,353,0.5949008498583569,2.0616072489349846,1.1393204419592795,5.0,1.65,,,,-0.02826898604614181
bb_only,1.0314033505848816,0.6493860564459767,-0.6114684494765699,93310.58775420072,275,274,0.11870238387810272,11,11,0.005898255099533055,137,0.583941605839416,2.1116719330251597,1.31475925525244,40.0,1.85,,,,-0.033154562287909695
bb_only,1.0310101885093759,0.6526107526785366,-0.6432982124203388,93019.41075532082,275,274,0.12017694765298599,11,11,0.005898255099533055,137,0.6204379562043796,1.7856701811577458,1.3113516268253633,50.0,1.85,,,,-0.033547724363415465
bb_only,1.0146713076650165,0.6697118155982277,-0.6393266990538325,81645.47589935505,392,392,0.16023593020398133,11,11,0.005898255099533055,163,0.6196319018404908,1.6602252932886932,1.9782179976519876,60.0,1.75,,,,-0.04988660520777488
bb_only,1.0143426382875718,0.6675611429960255,-0.7062250492891795,81430.67414684143,292,291,0.12165151142786926,11,11,0.005898255099533055,180,0.5722222222222222,2.1633125639533373,1.3205769620873942,15.0,1.85,,,,-0.05021527458521957
bb_only,1.0118627331042327,0.6419428579306082,-0.638945732209838,79826.94039739163,247,246,0.10616859179159499,11,11,0.005898255099533055,119,0.6050420168067226,2.589911916698156,1.9782179976519876,40.0,1.9,,,,-0.05269517976855864
bb_only,1.0085310315951315,0.6686819370019108,-0.7752846508748537,77718.96305032299,341,340,0.13664290980584912,11,11,0.005898255099533055,169,0.5502958579881657,1.5272068650950965,0.8000328903751353,25.0,1.8,,,,-0.05602688127765987
bb_only,1.0017430734041195,0.70766384266032,-0.7719990580852295,73584.73813709668,568,567,0.21135414106660114,11,11,0.005898255099533055,219,0.6073059360730594,1.3114569944823329,1.409293161936831,30.0,1.6,,,,-0.06281483946867183
bb_only,0.9869614966186224,0.7190423380412518,-0.6849533797584137,65284.93969994965,546,545,0.1946424182845908,11,11,0.005898255099533055,410,0.573170731707317,1.620337051190416,1.1174222159399227,5.0,1.55,,,,-0.07759641625416891
bb_only,0.9868464891431965,0.6750809016658255,-0.7284480592238225,65223.95141661677,383,382,0.15409191447530105,11,11,0.005898255099533055,167,0.5508982035928144,1.6715377624148808,0.8022939976660926,30.0,1.75,,,,-0.07771142372959483
bb_only,0.9828974087329052,0.6600193895692583,-0.724038653655027,63161.894832231344,253,252,0.10960924059965593,11,11,0.005898255099533055,163,0.6012269938650306,2.271265914523981,1.8143340901983995,15.0,1.9,,,,-0.08166050413988613
bb_only,0.9824519424108664,0.7217385962918699,-0.6665616939444478,62933.16744122316,565,564,0.20742197100024576,11,11,0.005898255099533055,329,0.5440729483282675,0.6035752261443145,0.6270828439667531,10.0,1.55,,,,-0.08210597046192492
bb_only,0.9816300453204816,0.6606551585629836,-0.7244956351892198,62513.19728668686,288,287,0.11894814450724994,11,11,0.005898255099533055,149,0.5637583892617449,1.5434722455814207,0.9115310730412052,25.0,1.85,,,,-0.08292786755230974
bb_only,0.9774092436724593,0.6621257475183885,-0.639326699053833,60397.568470732265,338,338,0.14327844679282378,11,11,0.005898255099533055,147,0.6258503401360545,1.9034240619533502,1.7475395339105138,60.0,1.8,,,,-0.08714866920033204
bb_only,0.9761894270642772,0.7262744652875054,-0.6849533797584137,59798.775370407864,603,602,0.21159990169574835,11,11,0.005898255099533055,437,0.5652173913043478,1.3792222954258158,1.0703528511965876,5.0,1.5,,,,-0.08836848580851409
bb_only,0.9709724255479544,0.6534142436637937,-0.7516304154082186,57300.097797143986,290,289,0.11968542639469157,11,11,0.005898255099533055,166,0.5542168674698795,1.9222412148535473,0.6407562457512173,20.0,1.85,,,,-0.09358548732483696
bb_only,0.9683796786610934,0.6471624863524547,-0.7516304154082185,56095.05993344902,256,255,0.10862619808306709,11,11,0.005898255099533055,157,0.5668789808917197,2.1956458561867382,0.8000328903751353,20.0,1.9,,,,-0.09617823421169791
bb_only,0.966689586648555,0.6384706006895027,-0.6376592138271255,55322.394624248765,219,219,0.10125337920865077,11,11,0.005898255099533055,117,0.5811965811965812,1.7672276236273412,1.1393204419592795,50.0,1.9,,,,-0.09786832622423636
bb_only,0.9646525340504939,0.6727251488075607,-0.7964891961562558,54404.376914671455,386,385,0.14942246252150407,11,11,0.005898255099533055,177,0.5310734463276836,1.2373130457398593,0.6270828439667531,25.0,1.75,,,,-0.09990537882229744
bb_only,0.9635286920305994,0.6370147770191261,-0.6648338226094044,53904.042885368435,208,207,0.0926517571884984,11,11,0.005898255099533055,111,0.5765765765765766,2.5280435187113395,1.9782179976519876,40.0,1.95,,,,-0.1010292208421919
bb_only,0.9619262838913465,0.6581031854067101,-0.655862420707539,53198.111917070244,280,280,0.11501597444089456,11,11,0.005898255099533055,205,0.5609756097560976,1.843813223921789,0.7817402772057225,10.0,1.85,,,,-0.10263162898144484
