series,start_date,end_date,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,cash_wait_share
strategy,1992-08-18,2026-04-17,0.9530334941931893,0.5778240306385355,-0.759697086329179,5966095202.435574,1.6493490122590115,314,0.048495575221238936,0.20943952802359883
tecl_buy_hold,1992-08-18,2026-04-17,0.08785444992271785,0.7458893525233319,-0.9997138402148512,16.97326773073363,0.11778482911105734,0,,
