Date,signal_open,signal_sma_open,signal_below_sma_open,trigger_reference_tqqq_open,target_regime_at_open,overnight_regime,strategy_return
2010-04-27,43.626876801358044,38.88468856792963,False,,above,above,-0.06171766261488265
2010-04-28,43.09686236245842,38.92889594762669,False,,above,above,0.002351390562511435
2010-04-29,43.140295586844026,38.974956694753594,False,,above,above,0.0510412680829293
2010-04-30,43.62688472044323,39.026347471908466,False,,above,above,-0.058927174243170954
2010-05-03,42.96653606899922,39.06497723177127,False,,above,above,0.04084008420627527
2010-05-04,42.85356741329968,39.10990947666149,False,,above,above,-0.08840672023511842
2010-05-05,41.637120508941734,39.139095719306376,False,,above,above,-0.016432503518346797
2010-05-06,41.57629467601551,39.17084653834222,False,,above,above,-0.09796646813242393
2010-05-07,40.16000392524748,39.18543660805177,False,,above,above,-0.07277244987396725
2010-05-10,41.21136803735251,39.20876555115661,False,,above,above,0.1491521246758123
2010-05-11,41.08972617566565,39.23687537142261,False,,above,above,-0.0006602713727821286
2010-05-12,41.68925435146253,39.268787691419355,False,,above,above,0.05388133650285276
2010-05-13,42.06289176758388,39.30525883911899,False,,above,above,-0.0452061455095466
2010-05-14,41.26350658641645,39.332275144352664,False,,above,above,-0.06153358949314469
2010-05-17,40.85511878623844,39.35874281547307,False,,above,above,0.013515265897702022
2010-05-18,41.25482336291328,39.38723047770613,False,,above,above,-0.038221865053618465
2010-05-19,40.194763438733744,39.40409374396523,False,,above,above,-0.026392619682778395
2010-05-20,39.239006759333435,39.419437055299724,True,0.2209914723196527,wait_mix,above,-0.05305499200339914
2010-05-21,37.93568283817228,39.43009153942894,True,0.2209914723196527,wait_mix,wait_mix,0.0003844679780675708
2010-05-24,38.943583647200384,39.45850223998097,True,0.2209914723196527,wait_mix,wait_mix,0.0007721117258494559
2010-05-25,37.953031999604015,39.47165783931027,True,0.2209914723196527,wait_mix,wait_mix,0.0097384078141185
2010-05-26,39.10866658311078,39.49449055892856,True,0.2209914723196527,wait_mix,wait_mix,-0.00020345899871265782
2010-05-27,39.273750081286295,39.507767413647386,True,0.2209914723196527,wait_mix,wait_mix,-0.036402248430736694
2010-05-28,39.925427971759106,39.532179627185556,False,,above,wait_mix,-0.013974883119256543
2010-06-01,39.47360794542086,39.54692894175635,True,0.2235219627238945,wait_mix,above,-0.019394741993550735
2010-06-02,39.48229525946584,39.56178829213375,True,0.2235219627238945,wait_mix,wait_mix,-0.01524656475246422
2010-06-03,40.299040454432685,39.58745447780816,False,,above,wait_mix,0.003182254297443121
2010-06-04,39.70820318416275,39.60357158697865,False,,above,above,-0.09874536478592666
2010-06-07,39.378014977253166,39.61317046542637,True,0.2195032844664128,wait_mix,above,0.03763930551435912
2010-06-08,38.53520121786552,39.61662868948117,True,0.2195032844664128,wait_mix,wait_mix,-0.01005272714288552
2010-06-09,38.6655206905107,39.623405867955526,True,0.2195032844664128,wait_mix,wait_mix,-0.0016533312455816462
2010-06-10,38.543894704005794,39.62654473145692,True,0.2195032844664128,wait_mix,wait_mix,-0.03647043123685012
2010-06-11,38.76111739068573,39.6390229310337,True,0.2195032844664128,wait_mix,wait_mix,0.02502989985441606
2010-06-14,39.899341350289845,39.65867190215421,False,,above,wait_mix,-0.045397203577679957
2010-06-15,39.73425582529095,39.67109574697173,False,,above,above,0.0730525395934678
2010-06-16,40.472837077328954,39.69655083186148,False,,above,above,0.020152308431723442
2010-06-17,40.97675037283523,39.72509155868856,False,,above,above,0.01003023590596519
2010-06-18,40.95867577954313,39.75632910975343,False,,above,above,0.0027359350674167615
2010-06-21,41.437456053067805,39.78709338854731,False,,above,above,-0.02627653988493106
2010-06-22,40.74102979409574,39.81445587907656,False,,above,above,-0.023661918416906236
2010-06-23,40.29706078532991,39.84051691776537,False,,above,above,-0.013393335407859364
2010-06-24,39.914038823146214,39.86522116168153,False,,above,above,-0.04848700278530682
2010-06-25,39.695943932452565,39.88676844897816,True,0.2219594584084784,wait_mix,above,0.02501156928531012
2010-06-28,39.48658991283139,39.90289534631036,True,0.2219594584084784,wait_mix,wait_mix,0.008320256910901547
2010-06-29,38.745212062422276,39.91347088505963,True,0.2219594584084784,wait_mix,wait_mix,0.01815223606524108
2010-06-30,37.707238592265,39.9077788198836,True,0.2219594584084784,below,wait_mix,-0.030813593862988542
2010-07-01,37.367048489823205,39.9022541179494,True,0.2219594584084784,below,below,-0.009748182324177512
2010-07-02,37.210060158342415,39.89570379281398,True,0.2219594584084784,below,below,-0.005470392676954039
2010-07-06,37.593834413559726,39.8932330400588,True,0.2219594584084784,below,below,0.005226279886616725
2010-07-07,37.27983605230448,39.88516023974646,True,0.2219594584084784,below,below,0.09449755194775156
