Date,gspc_open_implied_rsi14,GSPC_BB20_Z,GSPC_OPEN,GSPC_SMA160_PREV_CLOSE,TQQQ_OPEN,TQQQ_PEAK_OPEN,TQQQ_RUNNING_DRAWDOWN_PCT,DRAWDOWN_ALPHA_PCT,signal_below_sma,drawdown_trigger,base_target_regime_at_open,selected_leg,action,skip_reason,strategy_return,strategy_equity
1991-01-02,51.04112374325046,-1.215451938271558,326.45001220703125,332.98425045013425,0.1380852471644804,0.1380852471644804,0.0,100.0,True,False,wait_mix,wait_mix,,,0.0002563492078629751,1.0002563492078629
1991-01-03,43.40048825104682,-4.196068353774254,321.9100036621094,332.81031303405763,0.1364004829597574,0.1380852471644804,1.2200899367013407,100.0,True,False,wait_mix,wait_mix,,,0.0002555555578262087,1.000511970277154
1991-01-04,42.041976097063284,-3.4884173409078922,321.0,332.6097505569458,0.12955058827589,0.1380852471644804,6.180717392948088,100.0,True,False,wait_mix,wait_mix,,,0.0002591269924527123,1.000771229934925
1991-01-07,34.86180317371098,-4.6761217128782775,315.44000244140625,332.4005630493164,0.1302441190039181,0.1380852471644804,5.678469149729171,100.0,True,False,wait_mix,wait_mix,,,0.0002583333424159459,1.0010297625117477
1991-01-08,34.24998429477941,-3.248939207693391,314.8999938964844,332.1555629730225,0.1214229300716712,0.1380852471644804,12.066688828069994,100.0,True,False,wait_mix,wait_mix,,,0.0002555555578262087,1.001285581231107
1991-01-09,30.59817981848819,-3.2343484637080846,311.489990234375,331.88618793487547,0.1208945474748177,0.1380852471644804,12.449338392526442,100.0,True,False,wait_mix,wait_mix,,,0.000248015873015873,1.0015339159486742
1991-01-10,37.042798114964754,-1.9825263867555434,314.5299987792969,331.5928129196167,0.1201973811185037,0.1380852471644804,12.95421952257474,100.0,True,False,wait_mix,wait_mix,,,0.0002464285729423402,1.001780722522335
1991-01-11,38.45989666242432,-1.615152022198808,315.2300109863281,331.31306285858153,0.1283392869355137,0.1380852471644804,7.057930104117349,100.0,True,False,wait_mix,wait_mix,,,0.0002444444383893694,1.0020256022484413
1991-01-14,35.12695255106814,-1.8518279174708996,312.489990234375,331.0431879043579,0.128471121725593,0.1380852471644804,6.96245662466427,100.0,True,False,wait_mix,wait_mix,,,0.00024007937264820884,1.0022661679264067
1991-01-15,37.75587670771973,-1.444183527176176,313.7300109863281,330.7801254272461,0.1237641620690253,0.1380852471644804,10.371191267374513,100.0,True,False,wait_mix,wait_mix,,,0.00024007937264820884,1.002506791359229
1991-01-16,42.67829846799862,-0.9606383115960537,316.1700134277344,330.4868755340576,0.1268515698336167,0.1380852471644804,8.13532043541385,100.0,True,False,wait_mix,wait_mix,,,0.00023968253816877093,1.0027470747315133
1991-01-17,59.40005493426879,0.7156188507402235,327.9700012207031,330.2075632095337,0.1416316146044003,0.1416316146044003,0.0,100.0,True,False,wait_mix,wait_mix,,,0.0002428571383158366,1.002990599016537
1991-01-18,63.53570994177911,1.3211978471933772,332.2300109863281,329.99968814849854,0.1546962495696559,0.1546962495696559,0.0,100.0,False,False,TQQQ,TQQQ,,,0.0317827764674043,1.0348684250239877
1991-01-21,61.67743447857152,1.1290569193217752,331.05999755859375,329.8063756942749,0.1596280213180818,0.1596280213180818,0.0,100.0,False,False,TQQQ,TQQQ,,,0.0404516177711213,1.0767305269964604
1991-01-22,57.426074620151056,0.7476738081064369,328.30999755859375,329.57925071716306,0.1659419342876033,0.1659419342876033,0.0,100.0,True,False,wait_mix,wait_mix,,,0.00024007937264820884,1.076989027785893
1991-01-23,59.50303512320291,1.048760247053091,330.2099914550781,329.3396881103516,0.1605106236465588,0.1659419342876033,3.2730187606655137,100.0,False,False,TQQQ,TQQQ,,,0.0542966462431484,1.1354659200353359
1991-01-24,64.0463877665172,1.6682614046473685,334.7799987792969,329.12250061035155,0.1692265823510296,0.1692265823510296,0.0,100.0,False,False,TQQQ,TQQQ,,,0.054712597155013,1.1975902095014754
1991-01-25,65.23213565600187,1.7534921980008844,336.07000732421875,328.94518814086916,0.1784108434196732,0.1784108434196732,0.0,100.0,False,False,TQQQ,TQQQ,,,0.0165263765927334,1.2173820363074674
1991-01-28,65.1603598369274,1.6002533651340938,336.0299987792969,328.80368824005126,0.1813587059382207,0.1813587059382207,0.0,100.0,False,False,TQQQ,TQQQ,,,0.0163619518279385,1.237300782541728
1991-01-29,64.7957284539508,1.4586655829978816,335.8399963378906,328.6436882019043,0.184353978230888,0.184353978230888,0.0,100.0,False,False,TQQQ,TQQQ,,,0.029837658989166,1.2742189413582363
1991-01-30,69.67258570308333,1.9544472407287945,340.9100036621094,328.4536256790161,0.1899240084003723,0.1899240084003723,0.0,100.0,False,False,TQQQ,cash_uvix,enter_cash_uvix_high_rsi_bb20z,,0.0002460317384629022,1.2745324396595612
1991-01-31,72.14765784833607,2.0410116572064623,343.92999267578125,328.30368824005126,0.202021250275998,0.202021250275998,0.0,100.0,False,False,TQQQ,cash_uvix,,,0.0002456349229055738,1.2748455093371176
1991-02-01,70.34606483618657,1.679281720566823,343.04998779296875,328.18512573242185,0.2102607064112658,0.2102607064112658,0.0,100.0,False,False,TQQQ,cash_uvix,,,0.0002380952380952381,1.2751490439821977
1991-02-04,74.47269373774063,1.9680453365802693,348.3399963378906,328.06100063323976,0.2157141167506387,0.2157141167506387,0.0,100.0,False,False,TQQQ,cash_uvix,,,0.0002373015880584717,1.275451638875346
1991-02-05,76.42304964161801,1.9705700517183193,351.260009765625,328.007625579834,0.2224068122831366,0.2224068122831366,0.0,100.0,False,False,TQQQ,cash_uvix,,,0.00023690475357903375,1.2757537994315558
1991-02-06,80.21887819731236,2.2858615614781033,358.07000732421875,327.96256313323977,0.2355965464910164,0.2355965464910164,0.0,100.0,False,False,TQQQ,cash_uvix,,,0.0002345238034687345,1.2760529940648881
1991-02-07,77.17336185119414,1.8700078326501404,356.5199890136719,327.9561256408691,0.2512762327871403,0.2512762327871403,0.0,100.0,False,False,TQQQ,cash_uvix,,,0.00023571428798493886,1.2763537779878151
1991-02-08,78.7589732839083,1.8804252789661342,359.3500061035156,327.9314380645752,0.2403019752096015,0.2512762327871403,4.367407715331051,100.0,False,False,TQQQ,cash_uvix,,,0.00023492063794817243,1.2766536198315876
1991-02-11,82.92492198690957,2.3671932590172156,368.5799865722656,327.95593814849855,0.2434739936140374,0.2512762327871403,3.105044630190823,100.0,False,False,TQQQ,cash_uvix,,,0.0002333333378746396,1.2769515056820127
1991-02-12,77.46511479714442,1.8626131532802102,365.5,328.057625579834,0.257633905987999,0.257633905987999,0.0,100.0,False,False,TQQQ,cash_uvix,,,0.00023214285335843525,1.277247940848142
1991-02-13,79.15433100616117,1.9641896889962742,369.0199890136719,328.14162559509276,0.2542584786039454,0.257633905987999,1.3101642701527139,100.0,False,False,TQQQ,cash_uvix,,,0.0002325396878378732,1.2775449516855983
1991-02-14,71.30498796972523,1.4381527498428,364.2200012207031,328.2283754348755,0.2604955130847097,0.2604955130847097,0.0,100.0,False,False,TQQQ,cash_uvix,,,0.00023214285335843525,1.2778415246159764
1991-02-15,74.09456929713336,1.6573745770439376,369.05999755859375,328.2695629119873,0.2458837842331986,0.2604955130847097,5.609205578431431,100.0,False,False,TQQQ,cash_uvix,,,0.0002345238034687345,1.2781412088705595
1991-02-19,74.27818520472005,1.499922016817271,369.3900146484375,328.33856296539307,0.254056269584458,0.2604955130847097,2.471921079944961,100.0,False,False,TQQQ,cash_uvix,,,0.00023650793802170526,1.2784434994123701
1991-02-20,67.63009829661785,1.0491791017296979,365.1400146484375,328.40012550354004,0.2590314951661687,0.2604955130847097,0.5620127199906566,100.0,False,False,TQQQ,cash_uvix,,,0.00023571428798493886,1.2787448468115632
1991-02-21,67.37033184187412,0.9476630033497899,364.9700012207031,328.4312505722046,0.2518589852778223,0.2604955130847097,3.315422866450257,100.0,False,False,TQQQ,cash_uvix,,,0.00023492063794817243,1.279045250366749
1991-02-22,67.90138144092077,0.9194146599915437,365.6499938964844,328.48931312561035,0.2491291961167138,0.2604955130847097,4.3633446247881125,100.0,False,False,TQQQ,cash_uvix,,,0.00023611110354226732,1.2793472471522938
1991-02-25,69.18035245262567,0.9680700040589202,367.260009765625,328.53450050354,0.2544414163098379,0.2604955130847097,2.3240695024574487,100.0,False,False,TQQQ,cash_uvix,,,0.00023769840361580015,1.2796513459506123
1991-02-26,61.84539716032459,0.4967685762286609,362.80999755859375,328.5828756332397,0.258555593891452,0.2604955130847097,0.744703496150767,100.0,False,False,TQQQ,TQQQ,exit_cash_uvix_rsi,,-0.0270737052393192,1.2450064426012473
1991-02-27,66.12990437718062,0.8882515611655436,367.739990234375,328.6223756790161,0.2517033253231505,0.2604955130847097,3.3751781969081796,100.0,False,False,TQQQ,TQQQ,,,0.0228654398815064,1.2734740625666343
1991-02-28,65.06066589767933,0.7592446213959229,367.07000732421875,328.6630630493164,0.2574048696418307,0.2604955130847097,1.186447860955664,100.0,False,False,TQQQ,TQQQ,,,0.0045476005945854,1.2792653139707515
1991-03-01,67.89738414785265,1.104473019616617,370.4700012207031,328.67325057983396,0.2586411813083968,0.2604955130847097,0.7118478757482061,100.0,False,False,TQQQ,TQQQ,,,0.0270275739732779,1.3138407518755446
1991-03-04,65.9635354977959,0.8937486925788355,369.3299865722656,328.6930006027222,0.2655853119903634,0.2655853119903634,0.0,100.0,False,False,TQQQ,TQQQ,,,0.0115088553736226,1.328961555072852
1991-03-05,71.60867469940004,2.1016086835839167,376.7200012207031,328.6953754425049,0.2689024922691878,0.2689024922691878,0.0,100.0,False,False,TQQQ,cash_uvix,enter_cash_uvix_high_rsi_bb20z,,0.00024007937264820884,1.3292806113292674
1991-03-06,70.6692688796335,1.9472129320900058,376.1700134277344,328.7528755187988,0.2965764180991065,0.2965764180991065,0.0,100.0,False,False,TQQQ,TQQQ,exit_cash_uvix_gspc_profit,,0.0108390966220714,1.3436888123133117
1991-03-07,70.20040312973997,1.859420926602243,375.9100036621094,328.8275630950928,0.2997916255883967,0.2997916255883967,0.0,100.0,False,False,TQQQ,cash_uvix,enter_cash_uvix_high_rsi_bb20z,,0.00024087302268497527,1.3440124706990817
1991-03-08,68.39609134575244,1.4932722702871837,374.95001220703125,328.89375057220457,0.3044235967033111,0.3044235967033111,0.0,100.0,False,False,TQQQ,TQQQ,exit_cash_uvix_gspc_profit,,-0.0195896296967587,1.317683764090261
1991-03-11,64.68460529131403,0.9947473452842498,372.9599914550781,328.9771257400513,0.2981942162009371,0.3044235967033111,2.0462870059462235,100.0,False,False,TQQQ,TQQQ,,,-0.0879040557930694,1.201854016974049
1991-03-12,59.55995186061073,0.2156306755446427,370.0299987792969,329.0874382019043,0.2721093007089055,0.3044235967033111,10.614911703411368,100.0,False,False,TQQQ,TQQQ,,,-0.0532731595500887,1.1378274561718755
1991-03-13,64.28195303536901,1.3046841854861178,374.57000732421875,329.17643814086915,0.2579969981135793,0.3044235967033111,15.250657009672874,100.0,False,False,TQQQ,TQQQ,,,0.0763440976860445,1.2246938666357248
