Date,TQQQ_OPEN,TQQQ_CLOSE,TQQQ_CTO_RETURN,TQQQ_OTC_RETURN,TQQQ_RETURN,TQQQ_CC_RETURN_REBUILT,TQQQ_SOURCE,TMF_OPEN,TMF_CLOSE,TMF_CTO_RETURN,TMF_OTC_RETURN,TMF_RETURN,TMF_CC_RETURN_REBUILT,TMF_SOURCE,GLD_OPEN,GLD_CLOSE,GLD_CTO_RETURN,GLD_OTC_RETURN,GLD_RETURN,GLD_CC_RETURN_REBUILT,GLD_SOURCE
2015-03-12,2.0044093343725717,2.0486867104058564,-0.0028649038744194,0.022089986947274154,0.0191621554753302,0.019161797383663748,actual,185.668924738964,181.28906113880015,0.021830522968222965,-0.023589642727352422,-0.0022740100196178,-0.0022740939965011364,actual,3.9802810690351866,3.964882759985483,0.0036117519266718467,-0.003868648666421004,-0.0002708693390236494,-0.0002708693390237604,actual
2015-03-13,2.0433257423493054,2.022279224436912,-0.002616782756153513,-0.010300128597310776,-0.0128900715306916,-0.01288995815456484,actual,179.71893628065357,179.55364840810745,-0.008660891331686349,-0.0009197020412362589,-0.0095727954643395,-0.009572627933485789,actual,3.978490459970199,3.97061221721799,0.003432056080459267,-0.0019802090344256396,0.001445050857576513,0.001445050857576513,actual
2015-03-16,2.044716569453381,2.0997159267988565,0.01109507764572748,0.02689827928580768,0.038291555122327,0.03829179542874761,actual,184.73922163131192,184.67724499228777,0.028880355644003375,-0.0003354817589729109,0.0285352724592864,0.028535185052519285,actual,3.9781322835154844,3.9681055284521585,0.0018939311839329953,-0.00252046798566119,-0.0006313103946443688,-0.0006313103946442578,actual
2015-03-17,2.0816474252281663,2.1114306262245037,-0.008605212419489972,0.014307514632586171,0.005579070095939,0.005579183010487876,actual,187.73492840636322,189.28440782105804,0.01655690398783638,0.008253548915207132,0.0249468582477065,0.024947106119991513,actual,3.9362346541971927,3.946619585715233,-0.008031760754961037,0.0026382907601727457,-0.005414660114975933,-0.005414660114975933,actual
2015-03-18,2.0933618260858915,2.1721885148483686,-0.008557610140817906,0.03765554897399892,0.0287758167420921,0.028775697325423177,actual,193.45765384805154,200.19271859381075,0.02204748967457859,0.034814154993573876,0.057629384554007,0.057629209390902325,actual,3.9509168835460517,4.023969307418465,0.001088855345058537,0.018489992582898074,0.019598980855210835,0.019598980855210613,actual
2015-03-19,2.1797326194855495,2.182711121119884,0.003473043239853313,0.0013664527509973379,0.0048444617913476,0.004844241740340038,actual,199.11840461688618,197.38299547802723,-0.005366398860411792,-0.00871546325513195,-0.0140349400922024,-0.014035091463463378,actual,4.005347956693501,4.021104442197919,-0.004627607544280821,0.003933861845407671,-0.0007119500676271429,-0.0007119500676270318,actual
2015-03-20,2.234732965739003,2.2279815739039077,0.02383359122320683,-0.003021117931583661,0.0207402484753336,0.020740469201804723,actual,199.24236910014156,200.35798655081612,0.00942013073421677,0.005599298260270391,0.0150723285619354,0.015072175116118691,actual,4.036144574792909,4.066941192892315,0.003740298918166962,0.007630206879045476,0.011399045051747603,0.01139904505174738,actual
2015-03-23,2.2210328813972406,2.2093179250641994,-0.0031188285343363154,-0.005274553308581065,-0.008376825300923,-0.008376931415552735,actual,201.2670579889517,199.82087713464142,0.004537235843628418,-0.007185382788224004,-0.0026809765813043,-0.002680748720932491,actual,4.071596393969265,4.09272443346006,0.001144644305426601,0.00518912913914793,0.006339713151693793,0.006339713151693793,actual
2015-03-24,2.208921051044535,2.186881539810297,-0.00017963644578355975,-0.009977500655270699,-0.0101555606083775,-0.010155344778298714,actual,201.76281382882092,205.4195866702829,0.009718387397884332,0.018124116987010552,0.0280188706620463,0.02801864157501921,actual,4.094872945771177,4.102751188523387,0.0005249589475293526,0.0019239284970600234,0.002449897428068226,0.0024498974280684482,actual
2015-03-25,2.198418026969069,2.034395897674132,0.005275314162546119,-0.07460916317224353,-0.0697271239218519,-0.06972743578483576,actual,206.122061697424,200.19271859381084,0.00341970811317327,-0.028766174056210958,-0.0254451293159159,-0.025444837861842595,actual,4.122088618949195,4.108480918964479,0.004713283730171325,-0.0033011662879254278,0.001396558108890389,0.001396558108890389,actual
2015-03-26,1.9865400730311968,2.017715891842898,-0.023523358800343286,0.01569352626455256,-0.0081992304116994,-0.00819899698495441,actual,197.89949521119357,191.08178649888393,-0.011455078879617941,-0.034450359284817544,-0.0455108100502537,-0.04551080658139672,actual,4.144290914595549,4.135338415687782,0.008716115843637962,-0.0021602004039432687,0.00653708688272836,0.006537086882728582,actual
2015-03-27,2.0137436092679946,2.037175858909566,-0.0019687026260547524,0.011636163379353581,0.0096446719101737,0.009644552607896761,actual,193.23037164975776,197.63088978414024,0.01124432207925996,0.02277342892223322,0.0342739053628384,0.03427382277114388,actual,4.123162875104754,4.120298009884208,-0.002944267036728898,-0.0006948222292754158,-0.0036370435238182175,-0.0036370435238182175,actual
2015-03-30,2.0782808899937546,2.110450010395916,0.020177458369347923,0.015478716354966782,0.0359686129130756,0.035968495879178164,actual,197.21776408462568,194.90388457020566,-0.0020903903229185783,-0.01173261204516618,-0.0137987082549891,-0.013798476629403034,actual,4.078758557020631,4.073387003034253,-0.010081662239946776,-0.0013169580673344505,-0.01138534318086215,-0.01138534318086215,actual
2015-03-31,2.0911871847510834,2.0451182987582803,-0.009127354616287997,-0.02203001545186245,-0.0309560648667602,-0.030956294304919085,actual,194.20142454506717,196.18475319867028,-0.0036041355804042885,0.010212739985039798,0.006572032715016,0.006571796305081978,actual,4.076609771500929,4.070164234567578,0.0007911765968406925,-0.001581102262573908,-0.0007911765968406925,-0.0007911765968405815,actual
2015-04-01,2.04233881536128,2.010567147616204,-0.0013590819654236697,-0.015556511733561429,-0.0168947949538398,-0.01689445112444321,actual,200.6265550208442,204.05607643392054,0.022640912454984896,0.017094055234712302,0.0401221482530789,0.04012199269776695,actual,4.102393012068673,4.139635440310016,0.00791829902768515,0.00907822047565432,0.017068403567705115,0.017068403567704893,actual
2015-04-02,2.0145382908131175,2.013942440172811,0.0019751358225572613,-0.00029577528658730756,0.0016791320879296,0.001678776339606003,actual,203.20902556017887,197.5689238370071,-0.004151069100928995,-0.027755173312917103,-0.0317913231267132,-0.03179102877151596,actual,4.134980239233068,4.128176252636417,-0.0011245437295318572,-0.001645470160194118,-0.0027681634865752702,-0.002768163486575159,actual
2015-04-06,1.9776038048792706,2.0623948280038418,-0.01804353221258026,0.042875637129828226,0.0240579948971764,0.024058476977560916,actual,200.8125178045619,194.2220607874684,0.016417531181324607,-0.03281895515850053,-0.016940155580754,-0.01694023019682922,actual,4.201228676508832,4.178668477616348,0.017696052542756524,-0.005369905003893005,0.012231121417765056,0.012231121417765278,actual
2015-04-07,2.0598133061619963,2.052862851143409,-0.0012517107814626893,-0.003374313098082782,-0.0046214539412932,-0.0046218002154605475,actual,195.1310614162926,198.95310973413422,0.004680213077436601,0.01958708311275803,0.0243591269537304,0.024358967912727847,actual,4.1636280718127745,4.157898614580267,-0.0035993297587832984,-0.0013760732547882792,-0.004970450072155241,-0.004970450072155352,actual
2015-04-08,2.054451837691364,2.1017122059947653,0.0007740344402793475,0.023003882318559876,0.0237956008892108,0.02379572255601392,actual,198.9117877709217,198.95310973413422,-0.0002076969958787478,0.0002077401428823844,0.0,0.0,actual,4.1532434135033185,4.134980239233069,-0.0011196042781380644,-0.004397328172693005,-0.00551200918339656,-0.00551200918339656,actual
2015-04-09,2.099726862942777,2.1408316965221026,-0.0009446312612759744,0.019576276469462695,0.0186131507339748,0.018613152845454284,actual,198.20935025552583,191.43295229728864,-0.0037383656862779446,-0.03418808421248176,-0.0377985627434743,-0.03779864233786012,actual,4.110987607730312,4.106332133444779,-0.005802356991966406,-0.0011324466842904668,-0.006928232816320268,-0.006928232816320157,actual
2015-04-10,2.1404347556670658,2.1664483478925964,-0.00018541432083685194,0.012153415167949655,0.0119658574645813,0.011965747429893536,actual,195.35830189294404,192.13539070562965,0.020505088327528176,-0.016497436536280552,0.0036692103964122,0.00366937039789339,actual,4.153959493204162,4.152885237048603,0.011598516196844821,-0.0002586101663524243,0.011336906536289382,0.01133690653628916,actual
2015-04-13,2.172206067922422,2.150363434963905,0.002657677038746975,-0.010055506832925998,-0.0074248826009495,-0.0074245540838017154,actual,191.86684171058462,193.0444483925054,-0.0013977070755093468,0.0061376247788405,0.0047311008511581,0.004731339101750942,actual,4.13068294140225,4.1231628751047555,-0.005346233854064519,-0.0018205382509802748,-0.007157039081814864,-0.007157039081814642,actual
2015-04-14,2.1455978574094843,2.1318962430759973,-0.002216173078901207,-0.006385919097640191,-0.0085878299530727,-0.008587939874553085,actual,199.73817050469407,197.07307418962043,0.034674512361934084,-0.013342949463988396,0.0208693818378533,0.020868902631811848,actual,4.107048486354207,4.09809598744644,-0.0039082590813583895,-0.0021797889500240197,-0.006079528851422933,-0.006079528851423044,actual
2015-04-15,2.150164677665797,2.169625276148356,0.008569101169502158,0.009050747919310709,0.0176972940293245,0.017697405863392968,actual,198.76716856564303,196.68054181089616,0.008596275178579527,-0.010497844134947032,-0.001991655996574,-0.0019918113133333692,actual,4.110987607730312,4.133547806622796,0.003145758499401241,0.00548778080723511,0.008650802539753588,0.00865080253975381,actual
2015-04-16,2.1549299934760064,2.1620786112268133,-0.006773189284758674,0.0033173317798949054,-0.0034779971351852,-0.0034783264209292675,actual,197.83751466869674,193.66426045173884,0.005882497816753984,-0.021094352221046275,-0.015336246262508,-0.015335941885178506,actual,4.137845104453615,4.119223753728651,0.001039614885772977,-0.00450025321269798,-0.0034653168571547877,-0.0034653168571547877,actual
2015-04-17,2.100521233682125,2.0610053242233866,-0.0284713873145247,-0.01881243037446889,-0.0467486324787738,-0.04674820169747462,actual,192.6932290320063,200.33732614884184,-0.005013993895763402,0.03966977540018224,0.0344569535677685,0.034456877492715865,actual,4.131757197557809,4.139635440310017,0.0030426712843196757,0.0019067535616239528,0.004955226470251928,0.004955226470251706,actual
2015-04-20,2.0927765607511377,2.1531429193620766,0.015415407303580375,0.02884510450999711,0.0447052968721424,0.04470517084831349,actual,198.12670719200534,195.1517025823675,-0.011034483684753349,-0.0150156667508472,-0.0258843040318651,-0.025884460305822588,actual,4.111703687431156,4.108122742509766,-0.006747394373638249,-0.0008709151226865552,-0.007612433088526105,-0.007612433088525994,actual
2015-04-21,2.1914684005870657,2.1807453595087223,0.017799785086418662,-0.004893084963246919,0.0128196056819378,0.012819604262416462,actual,194.96580406216285,192.5486140039089,-0.0009525846700014773,-0.012398020616390948,-0.0133391037076218,-0.013338795122014968,actual,4.108122742509766,4.131757197557809,0.0,0.005753103431764384,0.005753103431764384,0.005753103431764384,actual
2015-04-22,2.197623415751236,2.216090921528711,0.007739581409136331,0.008403398710220777,0.0162082393377462,0.016208018907788224,actual,191.2264250125333,183.4583728285369,-0.006866780102342207,-0.040622273744265525,-0.0472102681184084,-0.047210109625548724,actual,4.112061863885871,4.076251868254801,-0.004766817779994215,-0.008708525507743703,-0.013433831333510171,-0.013433831333510171,actual
2015-04-23,2.1950427539066832,2.2427005864965963,-0.009497880893581945,0.021711573729073397,0.0120073700171641,0.012007478894200396,actual,184.05753207380226,185.85491842241197,0.0032659138747803684,0.00976535069420037,0.0130631595363102,0.0130631573633051,actual,4.078758557020632,4.105974230198649,0.0006149494307143843,0.006672538420096519,0.007291591124513719,0.007291591124513497,actual
2015-04-24,2.31180491542591,2.3304705907371814,0.030812998108349365,0.008074070258576427,0.0391352168262042,0.03913585467853009,actual,187.44564033004818,189.47029040366732,0.008558944369827293,0.01080126520976532,0.0194529065034727,0.019452657007646756,actual,4.080907069331749,4.0483201153759385,-0.006105045833589506,-0.007985223236447347,-0.01404151891618688,-0.01404151891618699,actual
2015-04-27,2.359064841586039,2.3155770557067283,0.012269732543508605,-0.018434332584971846,-0.0063900721598036,-0.006390784371898883,actual,189.2017390913371,189.30503770545218,-0.001417379536169383,0.000545970743245805,-0.0008723436383221,-0.0008721826406824507,actual,4.077684300865073,4.129966861701405,0.00725342479158364,0.012821630361438352,0.02016805588455428,0.02016805588455406,actual
2015-04-28,2.3201443879981247,2.300485633212689,0.0019724380495740323,-0.008473073868647263,-0.0065172447983897,-0.00651734843236873,actual,185.17305244204863,181.51627978414854,-0.021827127864566864,-0.019747866169914308,-0.0411436357338973,-0.04114395483453803,actual,4.131041117856963,4.165776857332475,0.0002601125363790313,0.008408471008763962,0.008670770693864016,0.008670770693864016,actual
2015-04-29,2.261961912577245,2.2566003926737657,-0.01674590794190023,-0.0023702962784950543,-0.0190767147797435,-0.019076511457120637,actual,175.15320496918162,174.94660764965917,-0.03505511914707382,-0.0011795234895004558,-0.0361941258016553,-0.0361932943001132,actual,4.156108005515279,4.136412671843341,-0.0023210200998110553,-0.004738888798318408,-0.007048909841977813,-0.007048909841977813,actual
2015-04-30,2.219070586449668,2.1505622761020136,-0.016631126337627755,-0.03087252418466868,-0.0469904169800184,-0.04699020567221979,actual,171.930190389599,175.9794904192695,-0.01724193055575407,0.0235520010795931,0.0059046899193941,0.005903988556775763,actual,4.078042204111202,4.063360247970927,-0.014111374362975937,-0.0036002462469548746,-0.017660816187341055,-0.017660816187341166,actual
2015-05-01,2.17518417377169,2.2375369157901615,0.011449051228734852,0.028665500039177783,0.0404431964672706,0.04044274404635839,actual,171.72364748335931,168.89326245904826,-0.024183743945221603,-0.016482208861684833,-0.0402673477966515,-0.04026735128814363,actual,4.025759643274869,4.049394371531496,-0.009253573988384112,0.005870874158150352,-0.0034370263986326366,-0.0034370263986327476,actual
2015-05-04,2.2560044823607117,2.2454798324761374,0.008253524864875184,-0.004665172417370855,0.0035497410204252,0.003549848330958616,actual,169.82291213317143,164.03819006537483,0.005504362107686678,-0.03406326034063267,-0.0287464825010667,-0.028746394752429127,actual,4.088785312083956,4.085920446863409,0.009727612807828967,-0.0007006641341816833,0.009020132884241638,0.009020132884241416,actual
2015-05-05,2.22026158475154,2.1390449873026904,-0.011230672108414774,-0.03657974267835562,-0.047399913189578,-0.04739959969093954,actual,164.12081964766594,163.29443085308495,0.0005037216166441372,-0.0050352465723427775,-0.0045339682984996,-0.0045340613182422995,actual,4.114210376196985,4.097379634537008,0.006923759212025926,-0.0040908801740795475,0.0028045547686559313,0.0028045547686557093,actual
2015-05-06,2.1479806122582104,2.0933723222884635,0.004177389913985641,-0.025423083270912916,-0.0213516773276625,-0.02135189548856553,actual,160.75329301626954,154.80329555860123,-0.015561693215990102,-0.03701322284617903,-0.0519988293409323,-0.05199892764330183,actual,4.10346726822423,4.095231122225891,0.001485738259620506,-0.0020071187266720303,-0.0005243625201353241,-0.0005243625201353241,actual
2015-05-07,2.09118789955327,2.129314169304149,-0.0010434946100776887,0.018231871827024237,0.0171691245727052,0.017169352356963374,actual,158.356784015038,161.02189344742732,0.022954863096513067,0.01682977744822245,0.0401706621561548,0.04017096578200441,actual,4.076609771500927,4.0615696389059375,-0.004547081756607341,-0.0036893726498260504,-0.00821967852736405,-0.00821967852736405,actual
2015-05-08,2.1954390802298533,2.207353593964822,0.031054558260566134,0.005426938894483646,0.0366502604919254,0.036650028345124985,actual,165.6909733580784,162.42673974652882,0.028996553267928826,-0.01970073290893859,0.0087248521211906,0.008724567007778905,actual,4.094514769316461,4.08126524578646,0.008111428176668767,-0.0032359203169302075,0.004849259924502469,0.004849259924502469,actual
2015-05-11,2.2135103798319236,2.18312835372383,0.0027892159570332975,-0.013725721092123555,-0.0109747891353821,-0.01097478913538219,actual,158.9972358605737,150.48543939263416,-0.02111415824332219,-0.05353424178646493,-0.0735182436494814,-0.07351806957727136,actual,4.085562270408694,4.065508760282042,0.001052865805933667,-0.004908384403267463,-0.0038606864674344266,-0.0038606864674343155,actual
2015-05-12,2.1440093766186608,2.154930582256011,-0.01791877103260686,0.0050938236354984845,-0.012916440875765,-0.012916222456513471,actual,149.18386504299366,151.60105532288364,-0.008649171341052808,0.016202759455208993,0.0074132448771893,0.007413447671430262,actual,4.085920446863409,4.1002444997575545,0.005020696740535513,0.0035057101772848487,0.00854400802548061,0.008544008025480831,actual
2015-05-13,2.1829292404353606,2.1660506656163774,0.012992835319102225,-0.007732076013429068,0.005160409495897,0.005160297715355977,actual,154.96862874550493,147.90301121615002,0.022213390371517816,-0.045593857199048515,-0.0243930645845067,-0.024393260976036335,actual,4.144648817841678,4.173655100084683,0.010829675666109484,0.006998489743724523,0.01790395678391099,0.01790395678391099,actual
2015-05-14,2.220261499051204,2.2619621892624164,0.025027500185181628,0.018781882327389088,0.0442793408791917,0.04427944607599765,actual,148.21286078606545,149.20452498779886,0.0020949510585865916,0.006690810746611264,0.0087997787262543,0.00879977872625437,actual,4.1997962438985565,4.196215298977166,0.006263369441654065,-0.0008526472984474731,0.005405381698172951,0.005405381698172729,actual
2015-05-15,2.279834114603682,2.2617640633801996,0.007901071656327252,-0.007926037735698666,-8.737948298120912e-05,-8.759027147198228e-05,actual,153.50174571530383,157.90226430202705,0.028800874020787015,0.02866754750063083,0.0582939696778581,0.05829407194546832,actual,4.18260759899245,4.208748742806325,-0.003242850763170546,0.006249963257411784,0.002986844796122101,0.0029868447961223232,actual
2015-05-18,2.2506433934765013,2.2895636757345383,-0.004916812537501536,0.017292958258446234,0.0122910140742804,0.012291119486969038,actual,153.1298183694542,150.29943473970323,-0.030224050007569114,-0.018483556369943255,-0.0481485765606867,-0.0481489584454694,actual,4.217701241714093,4.2083905663516115,0.0021271165029914663,-0.0022075236791068154,-8.510283616403047e-05,-8.51028361636974e-05,actual
2015-05-19,2.2984991988272876,2.2830102628290176,0.0039027187526823326,-0.006738717162125929,-0.0028620897597583,-0.0028622977272813044,actual,145.42376891040732,146.37411095246043,-0.032439681744245163,0.006534984268208532,-0.0261166823315999,-0.026116690285900912,actual,4.173655100084685,4.150020371828058,-0.008253859930362983,-0.0056628369354592145,-0.013869956602948319,-0.013869956602948319,actual
2015-05-20,2.2881743050757777,2.286784668173628,0.002261944385813175,-0.0006073125194471229,0.0016527358281506,0.0016532581592223483,actual,147.20051068593747,147.0145681548781,0.0056458053142023346,-0.001263192160087634,0.0043754800487367,0.004375481417104421,actual,4.1550337493597205,4.156824358424708,0.0012080368486129256,0.00043094934313425703,0.0016395067944336983,0.0016395067944336983,actual
2015-05-21,2.2756638270715963,2.322726038352052,-0.0048630906341144975,0.020680651825896845,0.0157174128996366,0.015716989307580587,actual,150.13422155296266,153.04723768472437,0.021220028989222595,0.019402745767287177,0.0410340736432262,0.04103450158416222,actual,4.137128751544185,4.142858481985277,-0.004738137862526082,0.0013849533783432122,-0.003359746584222556,-0.003359746584222667,actual
2015-05-22,2.314782487018288,2.316370512910117,-0.003419926070747481,0.000686036766190723,-0.0027359275614575,-0.0027362354995787985,actual,153.46043896009897,153.25384170446887,0.002699828377339175,-0.0013462574265398208,0.0013497370216175,0.0013499362867959164,actual,4.136412671843341,4.139635440310016,-0.0015558847037534518,0.000779121601820032,-0.0007779753253159827,-0.0007779753253159827,actual
2015-05-26,2.2998902910098753,2.2361478888469675,-0.007114674361631823,-0.027715409909799926,-0.0346335050269346,-0.03463289815512449,actual,154.86526073385616,160.8565797140513,0.010514705611717856,0.03868730115330066,0.0496090062965219,0.04960879234755744,actual,4.076609771500928,4.079116733475345,-0.015224932175275652,0.0006149624602145298,-0.014619332476808355,-0.014619332476808355,actual
2015-05-27,2.2556077611468472,2.343774827174545,0.008702408457391453,0.03908794230379398,0.048130632016214,0.048130510000871984,actual,159.96825562033723,162.2821474502882,-0.005522460413451502,0.014464693766760073,0.008862353495268,0.00886235265458879,actual,4.074461259189812,4.078400380565917,-0.0011412946943459845,0.0009667833673028259,-0.00017561471177085508,-0.00017561471177074406,actual
2015-05-28,2.3294771083010217,2.326498536347615,-0.006100295432714287,-0.0012786440110498232,-0.0073710391129647,-0.007371139337543298,actual,161.29047879670208,161.06321425137622,-0.006110768616060525,-0.0014090388163103817,-0.0075112918547545,-0.0075111971221933915,actual,4.0769679479556435,4.083055581642865,-0.00035122412627719424,0.001493176734507884,0.0011414281685366845,0.0011414281685366845,actual
2015-05-29,2.322527203517387,2.2871804431007994,-0.0017069999263625846,-0.015219094253473675,-0.016899809480163,-0.016900115187066245,actual,164.14143287008528,162.05480673461813,0.01911186631296702,-0.012712367005585312,0.0061571118426562,0.006156542248649588,actual,4.087352879473684,4.085920446863411,0.0010524710587187514,-0.00035045484266027493,0.0007016473724792416,0.0007016473724790195,actual
2015-06-01,2.3231230918076458,2.307236695163164,0.015714828628963673,-0.006838379206209222,0.0087689836372486,0.008768985465429147,actual,160.5466826147144,156.80727825617157,-0.009306259717266063,-0.023291694961500853,-0.0323813722367283,-0.03238119611619994,actual,4.118865577273935,4.0823395019420206,0.008063086601652891,-0.008867994025697046,-0.0008764108278561666,-0.0008764108278562777,actual
2015-06-02,2.2830105125729565,2.2861883831779317,-0.01050008550964654,0.0013919649460543138,-0.0091232511047557,-0.009122736314552182,actual,153.25381483143187,150.1961785062017,-0.02266134240870188,-0.019951453271119912,-0.0421607580696311,-0.042160668965693704,actual,4.095231122225893,4.098812067147283,0.0031579000908030785,0.0008744182720128446,0.004035079688356591,0.004035079688356591,actual
2015-06-03,2.3187540584905584,2.3062439199844036,0.014244528382809207,-0.005395198537915813,0.0087728976769545,0.008772477786189059,actual,146.33282119591112,143.1718859755331,-0.025722074614109136,-0.021600999656434916,-0.0467676501792039,-0.04676745174564201,actual,4.086994703018969,4.0694478816581485,-0.0028831192879107403,-0.004293331074752604,-0.007164072177032299,-0.00716407217703241,actual
2015-06-04,2.268515428841068,2.2560050613525924,-0.016359280480440552,-0.005514781750841746,-0.0217841522566684,-0.02178384436983183,actual,145.6924291723311,148.50214761461882,0.017605014976395106,0.019285274178277856,0.0372293843563047,0.03722980669540554,actual,4.045813426610106,4.040799775869859,-0.0058077792701480835,-0.0012392194625862052,-0.007039801619628361,-0.00703980161962825,actual
2015-06-05,2.2460755138579036,2.238926896407879,-0.004401385291545212,-0.0031827146531446804,-0.007569564782258,-0.007570091591228234,actual,144.01890007354416,143.13053465400375,-0.030189782525632203,-0.006168394697409596,-0.0361714595553681,-0.03617195472859458,actual,3.9963954577857357,4.019313833132934,-0.010988992414147636,0.0057347616343994545,-0.005317250031845466,-0.005317250031845466,actual
2015-06-08,2.234558586100642,2.1704187333517457,-0.0019510732191593272,-0.028703589669949903,-0.0305988632845906,-0.030598660084010354,actual,144.59741991124497,142.63474604177793,0.010248583649793419,-0.013573367150477189,-0.0034641045043593,-0.003463891289334664,actual,4.024685387119312,4.031131197261248,0.0013364355731810829,0.0016015686996466716,0.002940144666210953,0.002940144666210953,actual
2015-06-09,2.1545333956499255,2.1596956170117054,-0.007319019808352256,0.002395981130857594,-0.0049405743681341,-0.004940574910851758,actual,141.20919214028277,139.39113922574077,-0.009994436426294162,-0.012874890699295816,-0.022740440758312,-0.02274064984900037,actual,4.051901060297329,4.040083696169015,0.005152365928995817,-0.002916498688506075,0.002220840372015198,0.002220840372015198,actual
2015-06-10,2.1807446047857932,2.245280991338029,0.009746275173356356,0.029593738950726367,0.0396287696561619,0.039628442847305045,actual,137.0152542161038,135.71369448582064,-0.01704473485785396,-0.009499378282583848,-0.0263819798214302,-0.02638219875629677,actual,4.087352879473684,4.074461259189812,0.011700050508728799,-0.0031540267415158807,0.008509121495031247,0.008509121495031247,actual
2015-06-11,2.2693088608376475,2.2575936446897886,0.010701497760108536,-0.0051624599674521265,0.0054834708501598,0.005483791738878141,actual,139.2465259531929,144.0189166801148,0.026031503163753023,0.03427296080999631,0.0611964020330704,0.061196640661506096,actual,4.056198084919562,4.055840181673433,-0.004482353152593488,-8.8236136065456e-05,-0.004570193783136389,-0.004570193783136389,actual
2015-06-12,2.2206587544883094,2.2002048497381295,-0.01636029153800811,-0.009210737448443806,-0.0254204415593439,-0.02542033863651527,actual,143.06857895221447,144.3081623077571,-0.006598700711040517,0.008664259927797735,0.0020084923085137,0.002008386358611114,actual,4.048678018622068,4.0547659255178745,-0.001765888873957011,0.001503677711046647,-0.0002648664906503839,-0.0002648664906502729,actual
2015-06-15,2.152150576329956,2.1698231636119427,-0.021840817873796103,0.008211594242687026,-0.0138084632034022,-0.01380857156541715,actual,147.71702921352644,144.76269115119493,0.023622135097940422,-0.019999982927228932,0.0031496038014757,0.003149709872047879,actual,4.056556261374277,4.072670923333409,0.00044153864595131154,0.00397249807985478,0.004415790737229308,0.004415790737229308,actual
2015-06-16,2.1600935943026918,2.2029857646480866,-0.004484037903372151,0.01985662586960313,0.0152833286652953,0.015283550103198484,actual,146.53937036583358,148.27479164015853,0.012273046325057768,0.011842696402970088,0.0242612995006834,0.02426108868959509,actual,4.049394371531497,4.05798869398455,-0.005715303848527253,0.0021223723017629315,-0.003605061549348698,-0.003605061549348698,actual
2015-06-17,2.2150981241794474,2.221452956535994,0.005498156059712711,0.002868871715965504,0.0083826939620814,0.008382801280087948,actual,146.12622630799467,144.94861951017472,-0.014490428942082856,-0.008058832610498556,-0.02243299553849,-0.02243248561128275,actual,4.049036195076782,4.0769679479556435,-0.0022061419049881348,0.0068983707561871555,0.004677010066397758,0.004677010066397758,actual
2015-06-18,2.240119034361827,2.315379406661773,0.008402643761108441,0.03359659515655444,0.0422817628652489,0.04228153913834953,actual,141.87032874173715,142.7173723908855,-0.0212371168407125,0.005970548293366518,-0.0153931600997079,-0.015393365779055368,actual,4.124953484169742,4.129608685246692,0.011769907643782274,0.0011285463205377155,0.012911736850284239,0.012911736850284683,actual
2015-06-19,2.3219319248174757,2.2800319372927373,0.0028299975964412027,-0.018045312645430744,-0.0152661772969363,-0.015266383240403192,actual,146.10557931141136,148.13022986149832,0.023740676161315477,0.013857448563080466,0.0379271139781745,0.03792710992315418,actual,4.130324764947535,4.122446795403912,0.00017340134512067173,-0.0019073486933718353,-0.0017342780850801987,-0.0017342780850800876,actual
2015-06-22,2.33503821486655,2.33503821486655,0.024125222403299285,0.0,0.0241245899493127,0.024125222403299285,actual,143.50240278399875,139.30848235905276,-0.031241611397124003,-0.02922543695145452,-0.0595539017297425,-0.05955399860443,actual,4.074819435644528,4.06944788165815,-0.011553177547975468,-0.0013182311685739911,-0.01285617895780966,-0.01285617895780955,actual
2015-06-23,2.343178973520636,2.340796024801003,0.003486349217865614,-0.0010169725601678614,0.0024662405627038,0.0024658311362080187,actual,135.83770487522258,136.68474863740994,-0.024914329874649033,0.006235704313212853,-0.0188343125528493,-0.018833983955696465,actual,4.0450970737006795,4.042590384934848,-0.005983811235726888,-0.0006196856886646618,-0.006599788842205134,-0.006599788842205023,actual
2015-06-24,2.331860653275755,2.304854654622579,-0.003817236286535297,-0.011581308949674352,-0.0153545403507513,-0.015354336643441435,actual,138.60609142906864,140.05227208892308,0.014056745985285835,0.010433745335027389,0.0246376106190737,0.024637155828162838,actual,4.027908428794573,4.031847276962092,-0.0036318188938925244,0.0009778892040746001,-0.0026574812063053788,-0.00265748120630549,actual
2015-06-25,2.330668763835521,2.289762993709909,0.011199885928238285,-0.017551086949950778,-0.0065476691061383,-0.00654777119346861,actual,138.99865206565502,138.66810145058622,-0.007523048412945932,-0.0023780850400814124,-0.0098835687793581,-0.009883243004140674,actual,4.026117819729586,4.0264759961843,-0.0014210501635925077,8.896323226292857e-05,-0.0013322133525454083,-0.0013322133525452973,actual
2015-06-26,2.287776472767574,2.2472672569514414,-0.0008675661838331017,-0.017706806717497026,-0.0185589088833053,-0.01855901107459834,actual,135.69305721222258,133.9989574158926,-0.02145442396082553,-0.012484793482694045,-0.0336710406866386,-0.03367136339107857,actual,4.017881400522662,4.030773020806534,-0.0021345205260835387,0.0032085616768566805,0.001067192410014739,0.001067192410014739,actual
