Date,TQQQ_OPEN,TQQQ_CLOSE,TQQQ_CTO_RETURN,TQQQ_OTC_RETURN,TQQQ_RETURN,TQQQ_CC_RETURN_REBUILT,TQQQ_SOURCE,TMF_OPEN,TMF_CLOSE,TMF_CTO_RETURN,TMF_OTC_RETURN,TMF_RETURN,TMF_CC_RETURN_REBUILT,TMF_SOURCE,GLD_OPEN,GLD_CLOSE,GLD_CTO_RETURN,GLD_OTC_RETURN,GLD_RETURN,GLD_CC_RETURN_REBUILT,GLD_SOURCE
2003-06-17,0.2877716960526096,0.2823457223701285,0.014348902513236617,-0.018855133277211333,-0.0047767812332433,-0.004776781233243432,synthetic_calibrated,76.79050866748464,75.66023270676214,-0.00924534749775996,-0.014718953948029911,-0.023828219601737,-0.023828219601736755,synthetic_calibrated,1.3022423898412065,1.311531054961189,0.004518320068900072,0.007132823499252705,0.011683371947717293,0.011683371947717403,synthetic_calibrated
2003-06-18,0.2786497553728482,0.28797831774218957,-0.013090217787805614,0.03347773392752229,0.0199492853115628,0.019949285311563036,synthetic_calibrated,74.58806575443785,72.74982804210723,-0.014170812247957354,-0.0246451988496732,-0.0384667686119181,-0.038466768611918445,synthetic_calibrated,1.3013528588929124,1.2898440369523982,-0.007760545226721871,-0.008843736625210874,-0.016535649633879546,-0.016535649633879546,synthetic_calibrated
2003-06-19,0.28757951978271945,0.27272271970112677,-0.0013848193940321218,-0.05166153727782041,-0.0529748147731047,-0.05297481477310473,synthetic_calibrated,72.01084255514519,72.32332119346958,-0.010157900119493357,0.004339327623962941,-0.0058626509521202,-0.005862650952120241,synthetic_calibrated,1.2920435940454074,1.3046285754369316,0.0017052891900064537,0.009740369016590478,0.01146226835258768,0.011462268352587568,synthetic_calibrated
2003-06-20,0.2788731899058603,0.2710438027324869,0.02255210057846946,-0.028075080204075453,-0.0061561316581168,-0.0061561316581170145,synthetic_calibrated,71.85519095527681,71.50641275086352,-0.006472742546494659,-0.004853904078139348,-0.0112952285531909,-0.011295228553190761,synthetic_calibrated,1.3013242977529276,1.2865532832525566,-0.0025327344090231296,-0.011350755938298374,-0.013854741897188159,-0.01385474189718816,synthetic_calibrated
2003-06-23,0.2688003154093032,0.2555868529221421,-0.008277213131480332,-0.049157168833827036,-0.0570274976019298,-0.0570274976019296,synthetic_calibrated,71.66948495544541,72.77791991002856,0.002280525596355387,0.015465926053078505,0.0177817220896693,0.017781722089669216,synthetic_calibrated,1.2826490211527184,1.2746170916153052,-0.003034668016211328,-0.006261985472997722,-0.009277650442176098,-0.00927765044217621,synthetic_calibrated
2003-06-24,0.25335972968452636,0.2501595030730178,-0.008713762903501898,-0.012631157348854671,-0.0212348553420219,-0.021234855342021852,synthetic_calibrated,72.42754220384181,74.78213804358639,-0.004814340759118907,0.032509674746628026,0.0275388213353105,0.027538821335310715,synthetic_calibrated,1.2695532191938144,1.2504044258896871,-0.003972857774152017,-0.01508309617479997,-0.018996030953055576,-0.018996030953055687,synthetic_calibrated
2003-06-25,0.25108756299526186,0.2480207512614253,0.0037098727445630253,-0.012214112468383886,-0.0085495525267664,-0.008549552526766258,synthetic_calibrated,75.31314855721176,71.18837231437632,0.007100766673933334,-0.05476834154267296,-0.0480564720831523,-0.048056472083152446,synthetic_calibrated,1.256574269575451,1.261216901605041,0.004934278508630374,0.0036946737984366873,0.008647182856586723,0.008647182856587055,synthetic_calibrated
2003-06-26,0.2521849669559575,0.26444070463124675,0.016789787440579573,0.04859820877994547,0.0662039498159335,0.06620394981593325,synthetic_calibrated,70.22612733742308,68.30499156878284,-0.01351688408752838,-0.02735642475925726,-0.0405035352242654,-0.04050353522426575,synthetic_calibrated,1.2511452136600747,1.2416991918432032,-0.007985690591482686,-0.0075499004541913495,-0.015475299876650304,-0.015475299876650306,synthetic_calibrated
2003-06-27,0.26588946747705555,0.25832321457256785,0.005478592442222707,-0.028456384437794968,-0.0231336929282859,-0.023133692928286265,synthetic_calibrated,68.6238769728466,67.56362075137073,0.004668551986316327,-0.015450252423007238,-0.0108538307433295,-0.010853830743329351,synthetic_calibrated,1.2453136318684754,1.2463734387728282,0.002910882159717687,0.0008510361383924359,0.003764395564022195,0.003764395564022527,synthetic_calibrated
2003-06-30,0.2629463269128356,0.25602369966199057,0.017896619736315067,-0.0263271494685674,-0.0089016967150323,-0.008901696715032603,synthetic_calibrated,67.24237537832248,68.50047739243116,-0.004754709257374201,0.018709957925047815,0.0138662882575225,0.013866288257522452,synthetic_calibrated,1.2474633103591677,1.2492421358246661,0.0008744342204631828,0.00142595413486446,0.0023016352584196444,0.0023016352584201982,synthetic_calibrated
2003-07-01,0.2522772910276866,0.2660291592634811,-0.014633054046364058,0.05451092399071822,0.0390802086474807,0.03908020864748063,synthetic_calibrated,68.49318727159671,67.4714922155796,-0.0001064243799746567,-0.014916739849844762,-0.0150215767250297,-0.015021576725029684,synthetic_calibrated,1.2638895338330378,1.26871918536356,0.011725027189146475,0.0038212607994903003,0.015591092375407347,0.015591092375407678,synthetic_calibrated
2003-07-02,0.26994578404750064,0.2846175720340601,0.014722539419599556,0.05435086915073928,0.0698735913839002,0.06987359138390015,synthetic_calibrated,66.4106889300643,67.96968551500852,-0.01572224432395708,0.023475085262042228,0.0073837599120695,0.007383759912069632,synthetic_calibrated,1.2687344734391937,1.2683380370549162,1.2050007448527467e-05,-0.000312465998659861,-0.0003004197564289146,-0.00030041975642902674,synthetic_calibrated
2003-07-03,0.27630276134507686,0.27472251697358097,-0.02921397519331026,-0.005719249289450001,-0.0347661424758939,-0.034766142475893824,synthetic_calibrated,67.45098713602034,65.0319899739894,-0.007631319389783675,-0.03586303573516059,-0.043220672844962,-0.04322067284496178,synthetic_calibrated,1.2676464472393143,1.2672348840064511,-0.000545272471058067,-0.00032466720808432825,-0.0008697626470515185,-0.0008697626470516306,synthetic_calibrated
