Date,gspc_open,gspc_close,gspc_close_sma160_prev,signal_below_prev_close_sma_open,trigger_reference_tqqq_open,target_regime_at_open,overnight_regime,close_to_open_return,open_to_close_return,strategy_return,strategy_equity
2010-03-25,1170.030029296875,1165.72998046875,1084.379997253418,False,,above,above,0.0244095301241553,-0.0299403941379087,-0.006261694966391729,1.3186024001067402
2010-03-26,1167.5799560546875,1166.5899658203125,1085.3988098144532,False,,above,above,0.0142471614975405,-0.0089129285271825,0.005207249038215345,1.3254686911864846
2010-03-29,1167.7099609375,1173.219970703125,1086.4582469940185,False,,above,above,0.0150800139346578,-0.0013437110431336,0.013716039710269579,1.3436488723895175
2010-03-30,1173.75,1173.27001953125,1087.4753719329833,False,,above,above,0.0082452791763902,0.0022218874630886,0.01048548672191063,1.357737684799868
2010-03-31,1171.75,1169.4300537109375,1088.5139347076415,False,,above,above,-0.0111734397257469,-0.0023316148061903,-0.013479002374436555,1.3394367353225884
2010-04-01,1171.22998046875,1178.0999755859375,1089.608185195923,False,,above,above,0.0111464880808807,-0.0129797905391823,-0.00197798153883888,1.3367873541876778
2010-04-05,1178.7099609375,1187.43994140625,1090.6849975585938,False,,above,above,0.00729495244641,0.021461122636273,0.028912632951761275,1.3754373962938622
2010-04-06,1186.010009765625,1189.43994140625,1091.7769348144532,False,,above,above,-0.0076177306356983,0.0153518178772134,0.007617141228158264,1.3859142971919227
2010-04-07,1188.22998046875,1182.449951171875,1092.9353717803956,False,,above,above,-0.0033894250179635,-0.0022662710901585,-0.005648014752191566,1.3780866327961094
2010-04-08,1181.75,1186.43994140625,1094.20237159729,False,,above,above,-0.010136143899023,0.0138597878867772,0.0035831591833239695,1.3830245365698288
2010-04-09,1187.469970703125,1194.3699951171875,1095.4321838378905,False,,above,above,0.0033063819001817,0.0146649110574876,0.018019780754157777,1.4079463354964379
2010-04-12,1194.93994140625,1196.47998046875,1096.669121170044,False,,above,above,0.0034219670169517,0.0005956621515859,0.004019667504773672,1.4136058116296981
2010-04-13,1195.93994140625,1197.300048828125,1097.8510585784911,False,,above,above,-0.0032347461768886,0.0183730127140531,0.015078834504529848,1.434921339717904
2010-04-14,1198.68994140625,1210.6500244140625,1098.9208713531493,False,,above,above,0.01426498647233,0.0206820924551265,0.035242108696548424,1.4854909935432392
2010-04-15,1210.77001953125,1211.6700439453125,1100.0776218414308,False,,above,above,-0.0010522301290923,0.0144420614488471,0.013374634947572295,1.5053588932997866
2010-04-16,1210.1700439453125,1192.1300048828125,1101.225559616089,False,,above,above,-0.010559611006275,-0.0253030398488971,-0.03559546059709151,1.4517749501288528
2010-04-19,1192.06005859375,1197.52001953125,1102.2506221771241,False,,above,above,-0.0093699246091264,0.007870295581861,-0.0015733731035190157,1.4494907664699574
2010-04-20,1199.0400390625,1207.1700439453125,1103.2914974212647,False,,above,above,0.0155314198563007,-0.0007349502988807,0.014785054735754644,1.4709215667911868
2010-04-21,1207.1600341796875,1205.93994140625,1104.4054973602294,False,,above,above,0.0203000838722824,-0.0026464489948673,0.017599911740855623,1.4968096565444327
2010-04-22,1202.52001953125,1208.6700439453125,1105.563747024536,False,,above,above,-0.0292007293794219,0.0453271327150732,0.014802817999693518,1.5189666574704437
2010-04-23,1207.8699951171875,1217.280029296875,1106.8801849365234,False,,above,above,0.000949560237637,0.0122769128620054,0.013238130767937228,1.5390749367141738
2010-04-26,1217.0699462890625,1212.050048828125,1108.2709976196288,False,,above,above,0.0007031943635722,-0.0081297685199931,-0.007432290963821253,1.5276360839693892
2010-04-27,1209.9200439453125,1183.7099609375,1109.57606048584,False,,above,above,-0.0096944995495418,-0.0525324387693264,-0.06171766261488265,1.4333539555406458
2010-04-28,1184.5899658203125,1191.3599853515625,1110.6217475891112,False,,above,above,0.0153739451815799,-0.0128253779613576,0.002351390562511435,1.4367243305044426
2010-04-29,1193.300048828125,1206.780029296875,1111.659059906006,False,,above,above,0.0139124963033714,0.036619305822668,0.0510412680829293,1.510056562218987
2010-04-30,1206.77001953125,1186.68994140625,1112.742872619629,False,,above,above,-0.0015155205330892,-0.0574987943134917,-0.058927174243170954,1.421073196060065
2010-05-03,1188.5799560546875,1202.260009765625,1113.6338096618651,False,,above,above,0.0116935570258918,0.0288096400120076,0.04084008420627527,1.4791099450504388
2010-05-04,1197.5,1173.5999755859375,1114.6308723449706,False,,above,above,-0.0378559773056864,-0.0525396840151579,-0.08840672023511842,1.3483466859413833
2010-05-05,1169.239990234375,1165.8699951171875,1115.4074974060059,False,,above,above,-0.0313459811222717,0.0153960829287669,-0.016432503518346797,1.3261899742807002
2010-05-06,1164.3800048828125,1128.1500244140625,1116.1152473449706,False,,above,above,-0.0206121726435474,-0.0789822921300441,-0.09796646813242393,1.19626782642779
2010-05-07,1127.0400390625,1110.8800048828125,1116.4864349365234,False,,above,above,-0.0264720883212182,-0.0475593570531607,-0.07277244987396725,1.1092124859932337
2010-05-10,1122.27001953125,1159.72998046875,1116.7701225280762,False,,above,above,0.1262464403138401,0.0203380748138828,0.1491521246758123,1.2746538849960642
2010-05-11,1156.3900146484375,1155.7900390625,1117.3415596008301,False,,above,above,-0.0282432853931938,0.0283846909476435,-0.0006602713727821286,1.2738122675255958
2010-05-12,1155.4300537109375,1171.6700439453125,1117.9111221313476,False,,above,above,0.0137064214172424,0.0396317062186926,0.05388133650285276,1.3424469749536043
2010-05-13,1170.0400390625,1157.43994140625,1118.536184692383,False,,above,above,-0.009599476210176,-0.0359517876294326,-0.0452061455095466,1.281760121665001
2010-05-14,1157.18994140625,1135.6800537109375,1119.1397468566895,False,,above,above,-0.0245188641670329,-0.0379450959802567,-0.06153358949314469,1.2028888205097836
2010-05-17,1136.52001953125,1136.93994140625,1119.6703720092773,False,,above,above,0.0097098427662636,0.0037688284002588,0.013515265897702022,1.2191461827643466
2010-05-18,1138.780029296875,1120.800048828125,1120.2488716125488,False,,above,above,0.0243937214510168,-0.061124531704414,-0.038221865053618465,1.1725481418860937
2010-05-19,1119.5699462890625,1115.050048828125,1120.610247039795,True,0.2374415118868967,wait_mix,above,-0.0172520458227858,0.0004666400136694995,-0.016793456304014964,1.1528570059009757
2010-05-20,1107.3399658203125,1071.5899658203125,1120.9504974365234,True,0.2374415118868967,wait_mix,wait_mix,0.0203510080291457,0.0079699883678598,0.028483193694272213,1.185694055301852
2010-05-21,1067.260009765625,1087.68994140625,1121.0411849975585,True,0.2374415118868967,below,wait_mix,0.016231008330395,0.0731007830919352,0.09051829084165375,1.293021054648885
2010-05-24,1084.780029296875,1073.6500244140625,1121.4026847839355,True,0.2374415118868967,below,below,0.0054729837374167,0.0027793810388734,0.008267576283516043,1.303711204854387
2010-05-25,1067.4200439453125,1074.030029296875,1121.7054351806642,True,0.2374415118868967,below,below,-0.0742588186931266,0.0726035987643636,-0.00704667740587428,1.2945243725633546
2010-05-26,1075.510009765625,1067.949951171875,1121.9152481079102,True,0.2374415118868967,below,below,0.0154708180067668,-0.0457008277724044,-0.030937038954862994,1.2544756216213426
2010-05-27,1074.27001953125,1103.06005859375,1121.99793548584,True,0.2374415118868967,below,below,0.0666099224147183,0.0390481342031643,0.10825904980759482,1.3902839604248611
2010-05-28,1102.5899658203125,1089.4100341796875,1122.282186126709,True,0.2374415118868967,below,below,0.0066039060692788,-0.0204414260623965,-0.01397251325075588,1.3708581993655113
2010-06-01,1087.300048828125,1070.7099609375,1122.4317489624023,True,0.2374415118868967,below,below,-0.0105436496055592,-0.0173139012532945,-0.02767499915073368,1.3329196998622945
2010-06-02,1073.010009765625,1098.3800048828125,1122.4268737792968,True,0.2374415118868967,below,below,0.0166040035878891,0.0528895696004232,0.07037175179171973,1.4267195941392974
2010-06-03,1098.8199462890625,1102.8299560546875,1122.5655616760255,True,0.2374415118868967,below,below,0.0073875753530345,0.0184356268388259,0.025959396774312804,1.4637563741692459
2010-06-04,1098.4300537109375,1064.8800048828125,1122.7508117675782,True,0.2374415118868967,below,below,-0.0627428509344379,-0.0384126318880394,-0.09874536478592666,1.3192172170441783
2010-06-07,1065.8399658203125,1050.469970703125,1122.5811866760255,True,0.2374415118868967,below,below,0.0097030876037722,-0.0670295172236086,-0.05797682289749562,1.2427331940882809
2010-06-08,1050.81005859375,1062.0,1122.293123626709,True,0.2374415118868967,below,below,0.0071459486032048,-0.012629065469805,-0.005573363519353891,1.235806990240059
2010-06-09,1062.75,1055.68994140625,1122.1326232910155,True,0.2374415118868967,below,below,0.0202245126494502,-0.0414402659007938,-0.022053862433250693,1.2085526728832552
2010-06-10,1058.77001953125,1086.8399658203125,1121.8687477111816,True,0.2374415118868967,below,below,0.0348836695776166,0.046466526045829,0.08297111856444817,1.3088276399964325
2010-06-11,1082.6500244140625,1091.5999755859375,1121.8423721313477,True,0.2374415118868967,below,below,-0.0310582091144516,0.0590064225759023,0.02611557964999278,1.3430084324768714
2010-06-14,1095.0,1089.6300048828125,1121.9061218261718,True,0.2374415118868967,below,below,0.0297082952976612,-0.0283077386571406,0.000559581981285362,1.3437599557963997
2010-06-15,1091.2099609375,1115.22998046875,1121.8856216430663,True,0.2374415118868967,below,below,0.0165819682477188,0.0555494520949326,0.0730525395934678,1.4419250331713327
2010-06-16,1114.02001953125,1114.6099853515625,1122.108309173584,True,0.2374415118868967,below,below,-0.0008339288935136,0.0210037529617039,0.020152308431723442,1.4709831511752245
2010-06-17,1115.97998046875,1116.0400390625,1122.406184387207,True,0.2374415118868967,below,below,0.0156585750636293,-0.0055415661284715,0.01003023590596519,1.485737459195212
2010-06-18,1116.1600341796875,1117.510009765625,1122.7351219177247,True,0.2374415118868967,below,below,0.005168096857133,-0.0024196567691721,0.0027359350674167615,1.4898023404107987
2010-06-21,1122.7900390625,1113.199951171875,1123.2031219482421,True,0.2374415118868967,below,below,0.0364829565127877,-0.0605504374224069,-0.02627653988493106,1.4506554897923307
2010-06-22,1113.9000244140625,1095.31005859375,1123.497434234619,True,0.2374415118868967,below,below,0.0115218633625895,-0.0347830166147223,-0.023661918416906236,1.4163301979418275
2010-06-23,1095.5699462890625,1092.0400390625,1123.866934967041,True,0.2374415118868967,below,below,0.0037186611806845,-0.0170485986266459,-0.013393335407859364,1.3973608125525128
2010-06-24,1090.9300537109375,1073.68994140625,1124.1741851806642,True,0.2374415118868967,below,below,-0.0119613261843893,-0.0369678612476398,-0.04848700278530682,1.3296069749422004
2010-06-25,1075.0999755859375,1076.760009765625,1124.35093460083,True,0.2374415118868967,below,below,0.0130230881652477,-0.0135254026647205,-0.0006784570108457899,1.3287048937683814
2010-06-28,1077.5,1074.5699462890625,1124.5400596618651,True,0.2374415118868967,below,below,0.0007918903450931,-0.009739139628996,-0.008954961614544454,1.316806392447628
2010-06-29,1071.0999755859375,1041.239990234375,1124.5896842956543,True,0.2374415118868967,below,below,-0.0469924178680356,-0.0677840563612999,-0.11159113752801486,1.1698624692102357
2010-06-30,1040.56005859375,1030.7099609375,1124.4143089294435,True,0.2374415118868967,below,below,-0.0149299631903511,-0.0350135388305022,-0.04942075117494993,1.1120469872104841
2010-07-01,1031.0999755859375,1027.3699951171875,1124.024496459961,True,0.2374415118868967,below,below,0.0055473082628585,-0.0152111098715583,-0.009748182324177512,1.101206550426104
2010-07-02,1027.6500244140625,1022.5800170898438,1123.6142463684082,True,0.2374415118868967,below,below,0.0025991390108308,-0.0080486122257659,-0.005470392676954039,1.095182518176839
2010-07-06,1028.0899658203125,1028.06005859375,1123.1396839141846,True,0.2374415118868967,below,below,0.0382204875441469,-0.0317795767405594,0.005226279886616725,1.100906248543761
2010-07-07,1028.5400390625,1060.27001953125,1122.7698093414306,True,0.2374415118868967,below,below,0.0086124132296518,0.0851517764322264,0.09449755194775156,1.2049391939551295
2010-07-08,1062.9200439453125,1070.25,1122.5622470855712,True,0.2374415118868967,below,below,0.023991082375703,-0.006953749431809,0.016870504968455435,1.2252671266134363
2010-07-09,1070.5,1077.9599609375,1122.3181842803956,True,0.2374415118868967,below,below,-0.0025809045688393,0.030679345741897,0.028019260709463367,1.2595982056727533
2010-07-12,1077.22998046875,1078.75,1122.1159343719482,True,0.2374415118868967,below,below,-0.0037087184828734,0.0151204318911217,0.011355635983024692,1.2739017443812441
2010-07-13,1080.6500244140625,1095.3399658203125,1121.9218715667726,True,0.2374415118868967,below,below,0.0234003536894868,0.0105102105617149,0.03415650689569705,1.3174137780976427
2010-07-14,1095.6099853515625,1095.1700439453125,1121.9246212005614,True,0.2374415118868967,below,below,0.0085707373656234,0.0073623347214275,0.01599617272434606,1.3384873564415258
2010-07-15,1094.4599609375,1096.47998046875,1121.9483089447021,True,0.2374415118868967,below,below,-0.0041595575064817,0.0076817440202454,0.0034902338577615932,1.3431589903311638
2010-07-16,1093.8499755859375,1064.8800048828125,1121.887308883667,True,0.2374415118868967,below,below,-0.0087466812218927,-0.0723708560865399,-0.08048453250048815,1.2350554669205325
2010-07-19,1066.8499755859375,1071.25,1121.6324962615968,True,0.2374415118868967,below,below,0.0057296976740817,0.0167283987993567,0.022553945141130294,1.2629108401677112
2010-07-20,1064.530029296875,1083.47998046875,1121.386371231079,True,0.2374415118868967,below,below,-0.0495975084086015,0.0854270101590797,0.0315925348957915,1.302809394955983
2010-07-21,1086.6700439453125,1069.5899658203125,1121.336308670044,True,0.2374415118868967,below,below,0.0377874700947631,-0.0701548827693396,-0.03501838820922443,1.2571871098007894
2010-07-22,1072.1400146484375,1093.6700439453125,1121.1735584259034,True,0.2374415118868967,below,below,0.0390438730356692,0.0273127490075313,0.06742301754770574,1.3419504583656374
2010-07-23,1092.1700439453125,1102.6600341796875,1121.0786212921143,True,0.2374415118868967,below,below,-0.0140235823763332,0.0406241462177823,0.026030867780495903,1.3768825933153293
2010-07-26,1102.8900146484375,1115.010009765625,1121.0374965667725,True,0.2374415118868967,below,below,0.0043753577526437,0.0175255736507373,0.021977612057923368,1.407143184800521
2010-07-27,1117.3599853515625,1113.8399658203125,1121.1318088531493,True,0.2374415118868967,below,below,0.0147668467804429,-0.0147623937523229,-0.00021354097853309995,1.4068427020679024
2010-07-28,1112.8399658203125,1106.1300048828125,1121.1809337615966,True,0.2374415118868967,below,below,-0.0020301897395351,-0.0184483938998747,-0.020441129899403387,1.3780852476469048
2010-07-29,1108.0699462890625,1101.530029296875,1121.1989337921143,True,0.2374415118868967,below,below,0.0138782798029049,-0.0371792498679554,-0.023816954097580112,1.3452634545611462
2010-07-30,1098.43994140625,1101.5999755859375,1121.2588718414306,True,0.2374415118868967,below,below,-0.0254038431603886,0.0330730465811524,0.006829020932580088,1.3544502868521793
2010-08-02,1107.530029296875,1125.8599853515625,1121.2941844940185,True,0.2374415118868967,below,below,0.0370167189313292,0.0161848628915683,0.05380069234349705,1.4273206500296747
2010-08-03,1125.3399658203125,1120.4599609375,1121.4411220550537,False,,above,below,-0.001899582304188,-0.0084535420751309,-0.010337066180385324,1.4125663420096872
2010-08-04,1121.06005859375,1127.239990234375,1121.52893409729,True,0.2358285196302947,wait_mix,above,0.013109628382417,-0.01805797378310515,-0.005185078726324011,1.4052420743202114
2010-08-05,1125.780029296875,1125.81005859375,1121.6109966278077,False,,above,wait_mix,0.01320737285660285,0.0092567455703311,0.022586375717120077,1.4369813997843128
2010-08-06,1122.0699462890625,1121.6400146484375,1121.7227466583251,False,,above,above,-0.0359548821731469,0.0324310285277706,-0.004689907454846209,1.430242090004989
2010-08-09,1122.800048828125,1127.7900390625,1121.8006214141847,False,,above,above,0.0137137526279558,0.003720222352846,0.017484993189869735,1.4552498632085913
2010-08-10,1122.9200439453125,1121.06005859375,1121.9988094329833,False,,above,above,-0.0224319977499954,0.0012610777977848,-0.021199208446533002,1.4243997180166437
2010-08-11,1116.8900146484375,1089.469970703125,1122.1149974822997,True,0.2234724070853085,wait_mix,above,-0.0530908251153948,0.0131050920679976,-0.04068149319850034,1.3664530105762038
2010-08-12,1081.47998046875,1083.6099853515625,1121.9613719940185,True,0.2234724070853085,wait_mix,wait_mix,0.0104370816673906,-0.00882095918243255,0.0015240574135864104,1.36853556341729
2010-08-13,1082.219970703125,1079.25,1121.7463092803955,True,0.2234724070853085,wait_mix,wait_mix,0.00920941503395385,0.01071307238819655,0.02002114855206205,1.3959352172312476
2010-08-16,1077.489990234375,1079.3800048828125,1121.4879344940186,True,0.2234724070853085,wait_mix,wait_mix,0.0340964746884717,0.00767176530432365,0.042029820144310115,1.4546061233445853
2010-08-17,1081.1600341796875,1092.5400390625,1121.1935596466064,True,0.2234724070853085,wait_mix,wait_mix,0.0014897929672612002,-0.0112202084452673,-0.009747131265638975,1.4404278865205433
2010-08-18,1092.0799560546875,1094.1600341796875,1120.9733097076416,True,0.2234724070853085,wait_mix,wait_mix,0.00971659857650595,-0.0019544816030665994,0.007743126060277161,1.4515813012266106
2010-08-19,1092.43994140625,1075.6300048828125,1120.7730602264405,True,0.2234724070853085,wait_mix,wait_mix,0.0046258568360734,0.02008331599730005,0.0248020753779703,1.4875835300768852
2010-08-20,1075.6300048828125,1071.68994140625,1120.4556224822998,True,0.2234724070853085,wait_mix,wait_mix,0.0019294079328694,-0.0060460535441159,-0.004128310914917166,1.4814423227528177
2010-08-23,1073.3599853515625,1067.3599853515625,1120.1843097686767,True,0.2234724070853085,wait_mix,wait_mix,-0.0059817316703963995,0.00437142856511355,-0.0016364518179756704,1.4790180137705229
2010-08-24,1063.199951171875,1051.8699951171875,1119.7741222381592,True,0.2234724070853085,wait_mix,wait_mix,0.0111595995302533,0.015945938774693802,0.02728348859580665,1.5193707848822235
2010-08-25,1048.97998046875,1055.3299560546875,1119.2450595855712,True,0.2234724070853085,below,wait_mix,0.018637451095508798,0.0504308268222879,0.07000817998640319,1.625739168256341
2010-08-26,1056.280029296875,1047.219970703125,1118.7337467193604,True,0.2234724070853085,below,below,0.0128515682182979,-0.0449114923449693,-0.03263710723432833,1.572679744686911
2010-08-27,1049.27001953125,1064.5899658203125,1118.1433094024658,True,0.2234724070853085,below,below,0.0174516411040348,0.0153629698034845,0.03308271994282186,1.6247082682401366
2010-08-30,1062.9000244140625,1048.9200439453125,1117.640871810913,True,0.2234724070853085,below,below,-0.0153823247817133,-0.0172846558680096,-0.03240110245942107,1.5720659291742194
2010-08-31,1046.8800048828125,1049.3299560546875,1117.0279972076416,True,0.2234724070853085,below,below,-0.014856394696913,0.010052029744344,-0.004953701873956051,1.5642783832348865
2010-09-01,1049.719970703125,1080.2900390625,1116.4849346160888,True,0.2234724070853085,below,below,0.0385006355043779,0.0436346190091214,0.08381521507534195,1.6953887123634268
2010-09-02,1080.6600341796875,1090.0999755859375,1116.076247024536,True,0.2234724070853085,below,below,0.0061616851848522,0.0279826338997655,0.03431673926535117,1.753568924759022
2010-09-03,1093.6099853515625,1104.510009765625,1115.7114971160888,True,0.2234724070853085,below,below,0.0303746820729302,0.0199531584748278,0.050933911392781805,1.8428850489938338
2010-09-07,1102.5999755859375,1091.8399658203125,1115.5144969940186,True,0.2234724070853085,below,below,-0.0134504048015725,-0.0110418942991132,-0.024343781152586397,1.7980222586717545
2010-09-08,1092.3599853515625,1098.8699951171875,1115.149559402466,True,0.2234724070853085,below,below,0.011165170709364,0.0238880205356462,0.03531990507219951,1.8615282341657426
2010-09-09,1101.1500244140625,1104.1800537109375,1114.9047466278075,True,0.2234724070853085,below,below,0.031140200136992,-0.0179295758460611,0.012652293710713192,1.885080836135193
2010-09-10,1104.5699462890625,1109.550048828125,1114.8278720855712,True,0.2234724070853085,below,below,0.0072818460831638,0.0034550839701217,0.01076208944296031,1.9053682447008904
2010-09-13,1113.3800048828125,1121.9000244140625,1114.9390598297118,True,0.2234724070853085,below,below,0.0261255493302872,0.0174980819120817,0.04408077824454848,1.9893583597697548
2010-09-14,1121.1600341796875,1121.0999755859375,1115.0960597991943,False,,above,below,-0.0042230827615586,0.0169603272417333,0.0126656196145698,2.014554816031663
2010-09-15,1119.4300537109375,1125.0699462890625,1115.2768718719483,False,,above,above,-0.0079306482787891,0.0251118482945333,0.01698204677929005,2.0487660801569567
2010-09-16,1123.8900146484375,1124.6600341796875,1115.4491840362548,False,,above,above,-0.0006029655449423,0.0147107502173466,0.014098914596883061,2.0776514581500805
2010-09-17,1126.3900146484375,1125.5899658203125,1115.6999965667724,False,,above,above,0.02040785408428,-0.0095656494292271,0.010646990277279889,2.099772193024581
2010-09-20,1126.5699462890625,1142.7099609375,1116.023246383667,False,,above,above,0.0112202199456898,0.0404228559781802,0.05209662925877834,2.2091632464924746
2010-09-21,1142.8199462890625,1139.780029296875,1116.3577465057374,False,,above,above,0.0008368361236552,-0.0039848047047014,-0.003151303209568801,2.2022015032633413
2010-09-22,1139.489990234375,1134.280029296875,1116.5856220245362,False,,above,above,-0.0111625907721527,0.0064914784609455,-0.004743574028772901,2.1917551974063367
2010-09-23,1131.0999755859375,1124.8299560546875,1116.8168720245362,False,,above,above,-0.0204688018832466,0.0178405309265825,-0.0029934452496922503,2.1851942982221724
2010-09-24,1131.68994140625,1148.6700439453125,1117.2026218414308,False,,above,above,0.0357180385966291,0.0201871185665369,0.056626201443280344,2.308933550746009
2010-09-27,1148.6400146484375,1142.1600341796875,1117.7181224822998,False,,above,above,0.00461285813886,-0.0159866467155741,-0.011447532710129105,2.2825019583983295
2010-09-28,1142.31005859375,1147.699951171875,1118.251997756958,False,,above,above,0.0094261400605426,-0.006848944996897,0.0025126359488378824,2.288237054872294
2010-09-29,1146.75,1144.72998046875,1118.734372329712,False,,above,above,-0.0078760843720981,-0.000180201429054,-0.008054866519492832,2.2698056108303404
2010-09-30,1145.969970703125,1141.199951171875,1119.213122177124,False,,above,above,0.0151624340302847,-0.0282742395100696,-0.013540511771112707,2.2390712812387545
2010-10-01,1143.489990234375,1146.239990234375,1119.6051845550537,False,,above,above,0.0234228962525913,-0.0259249782571399,-0.0031093200806162624,2.2321092919420678
2010-10-04,1144.9599609375,1137.030029296875,1120.0472469329834,False,,above,above,-0.0100050303086201,-0.0249367454825363,-0.03469228289680526,2.1546723249294257
2010-10-05,1140.6800537109375,1160.75,1120.3107471466064,False,,above,above,0.0354645436070037,0.0376454757254294,0.07444509894790419,2.3150771193591075
2010-10-06,1159.81005859375,1159.969970703125,1120.6934970855714,False,,above,above,-0.0041590873566207,-0.0214144991131695,-0.025484521697280327,2.256078486279923
2010-10-07,1161.5699462890625,1158.06005859375,1121.0261219024658,False,,above,above,0.0169810789696402,-0.0070560916163849,0.009805167304300477,2.278199713289531
2010-10-08,1158.3599853515625,1165.1500244140625,1121.3316844940186,False,,above,above,0.0017986731480434,0.0183125123842506,0.020144123756592913,2.3240920502562696
2010-10-11,1165.3199462890625,1165.3199462890625,1121.6888095855713,False,,above,above,0.0028197052515974,-0.0007898305395038,0.0020276476227736318,2.328804489977079
2010-10-12,1164.280029296875,1169.77001953125,1122.1308094024657,False,,above,above,-0.0065971841788615,0.0275393497094496,0.02076048336838876,2.377151596859477
2010-10-13,1171.3199462890625,1178.0999755859375,1122.5341220855712,False,,above,above,0.0184389100563553,0.0057544937827258,0.02429951043236067,2.4349152168866666
2010-10-14,1177.8199462890625,1173.81005859375,1123.0038722991944,False,,above,above,0.0011791410077217,-0.0067216213596267,-0.005550406091288429,2.421400448635088
2010-10-15,1177.469970703125,1176.18994140625,1123.4371227264405,False,,above,above,0.0357847455125315,0.0270365968062342,0.06378884005500174,2.5758587745621813
