feature,direction,threshold,available_n,skipped_n,skipped_loss_n,skipped_win_n,skipped_loss_rate,skipped_avg_return_pct,kept_n,kept_win_rate,kept_avg_return_pct,loss_recall_total,win_cost_total,score
UUP_SPY_PREV_CLOSE_RET_20D,>=,-0.03228961637248304,97,39,12,27,0.3076923076923077,2.1917607156055885,58,0.6551724137931034,4.609251001615308,0.375,0.4153846153846154,2.088287483767768
FNG_VALUE,<=,70.0,85,45,13,32,0.28888888888888886,5.064248534570276,40,0.7,3.8329901699678386,0.40625,0.49230769230769234,2.088230705079588
^VIX_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.009713453275034345,97,29,8,21,0.27586206896551724,3.061767132811081,68,0.6470588235294118,3.88270557574683,0.25,0.3230769230769231,2.088096895264171
QQQ_PREV_CLOSE_RET_20D,>=,0.05091202122145466,97,49,17,32,0.3469387755102041,3.8583956585744787,48,0.6875,3.4115383069199243,0.53125,0.49230769230769234,2.0877079985485083
UVIX_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.019362459606803002,97,39,13,26,0.3333333333333333,5.012792489349225,58,0.6724137931034483,2.712350326167,0.40625,0.4,2.0861922289520285
UVIX_PREV_CLOSE_RET_20D,>=,-0.34084320175169647,97,68,23,45,0.3382352941176471,2.0236944992351638,29,0.6896551724137931,7.420827588079819,0.71875,0.6923076923076923,2.085934498455325
UVIX_PREV_CLOSE_SMA20_RATIO,<=,-0.18929040369109265,97,29,8,21,0.27586206896551724,3.186008089396378,68,0.6470588235294118,3.8297204619089835,0.25,0.3230769230769231,2.085447639572279
QQQ_PREV_CLOSE_RET_20D,<=,0.06833757194023829,97,77,26,51,0.33766233766233766,2.3380365508640675,20,0.7,8.639320579288633,0.8125,0.7846153846153846,2.0850129820113845
GLD_PREV_CLOSE_SMA20_RATIO,>=,0.01365339626568572,97,29,8,21,0.27586206896551724,3.228072873702715,68,0.6470588235294118,3.8117810686018685,0.25,0.3230769230769231,2.084550669906923
QQQ_PREV_CLOSE_SMA20_RATIO,<=,0.02258820222959943,97,39,12,27,0.3076923076923077,2.3042956699153563,58,0.6551724137931034,4.5335809461311545,0.375,0.4153846153846154,2.0845039809935604
QQQ_PREV_CLOSE_RET_5D,<=,0.014394506060918966,97,49,16,33,0.32653061224489793,2.0413856647146456,48,0.6666666666666666,5.266402675651838,0.5,0.5076923076923077,2.082158438335182
HYG_TLT_PREV_CLOSE_RET_20D,>=,0.008729573570614104,97,58,21,37,0.3620689655172414,4.263098886648149,39,0.717948717948718,2.7065510404285433,0.65625,0.5692307692307692,2.0820119021540533
UVIX_OPEN_SMA50_RATIO,<=,-0.4214638789253513,97,20,5,15,0.25,8.809227485410627,77,0.6493506493506493,2.293904886936276,0.15625,0.23076923076923078,2.081977961629531
HYG_LQD_PREV_CLOSE_RET_20D,<=,-0.003001758384984508,97,29,8,21,0.27586206896551724,3.3633870799706176,68,0.6470588235294118,3.7540735394582043,0.25,0.3230769230769231,2.0816652934497397
IEF_TLT_PREV_CLOSE_RATIO_SMA20,>=,0.003339584295994503,97,39,13,26,0.3333333333333333,5.150549048105882,58,0.6724137931034483,2.6197209159685584,0.40625,0.4,2.081560758442106
QQQ_SPY_PREV_CLOSE_RATIO_SMA20,<=,0.009527276940499707,97,68,23,45,0.3382352941176471,2.0622748974485745,29,0.6896551724137931,7.330363206062164,0.71875,0.6923076923076923,2.081411279354443
QQQ_PREV_CLOSE_SMA20_RATIO,>=,0.02721210486490131,97,39,13,26,0.3333333333333333,5.163727581118475,58,0.6724137931034483,2.6108594885980225,0.40625,0.4,2.0811176870735792
HYG_TLT_PREV_CLOSE_RET_20D,>=,0.021044339388308242,97,39,13,26,0.3333333333333333,5.189465610994732,58,0.6724137931034483,2.593552882301917,0.40625,0.4,2.0802523567587743
IEF_TLT_PREV_CLOSE_RET_20D,<=,0.0012143080030706521,97,49,16,33,0.32653061224489793,2.0883541891627386,48,0.6666666666666666,5.218455640277742,0.5,0.5076923076923077,2.0797610865664775
TLT_PREV_CLOSE_RET_20D,>=,-0.0036944942333120676,97,39,12,27,0.3076923076923077,2.456287629311431,58,0.6551724137931034,4.431379456192414,0.375,0.4153846153846154,2.0793939064966236
^VIX_OPEN_SMA20_RATIO,<=,-0.09549464839714637,97,29,8,21,0.27586206896551724,3.4817370830120367,68,0.6470588235294118,3.7036007440434817,0.25,0.3230769230769231,2.0791416536790037
XLY_PREV_CLOSE_RET_5D,>=,0.017682382179785218,97,39,13,26,0.3333333333333333,5.224965490799909,58,0.6724137931034483,2.569682273467404,0.40625,0.4,2.0790588263170484
UVIX_PREV_CLOSE_RET_5D,<=,-0.18111859268900266,97,10,1,9,0.1,2.859367905241706,87,0.6436781609195402,3.72668444769987,0.03125,0.13846153846153847,2.0789071666820758
^VIX_OPEN_GAP_FROM_PREV_CLOSE,<=,0.000812288778770931,97,49,16,33,0.32653061224489793,2.149948134663653,48,0.6666666666666666,5.155578487578892,0.5,0.5076923076923077,2.0766172289315348
^VIX_PREV_CLOSE_RET_10D,<=,-0.10229350399281885,97,29,8,21,0.27586206896551724,3.6306862211958286,68,0.6470588235294118,3.6400783174651004,0.25,0.3230769230769231,2.0759655323500845
HYG_LQD_PREV_CLOSE_RATIO_SMA20,<=,0.0009483046033293095,97,39,12,27,0.3076923076923077,2.5593667690310773,58,0.6551724137931034,4.3620676208636855,0.375,0.4153846153846154,2.0759283147301866
HYG_PREV_CLOSE_RET_5D,>=,0.0031626118810565134,97,39,13,26,0.3333333333333333,5.330253136243752,58,0.6724137931034483,2.4988854084275776,0.40625,0.4,2.075518983065057
GLD_PREV_CLOSE_RET_5D,>=,0.02805357431017877,97,10,1,9,0.1,3.6518078679923685,87,0.6436781609195402,3.6355993945101384,0.03125,0.13846153846153847,2.0743529140225894
^VIX3M_PREV_CLOSE_RET_5D,<=,-0.04399969039521677,97,29,8,21,0.27586206896551724,3.7500198541209318,68,0.6470588235294118,3.589186032835277,0.25,0.3230769230769231,2.0734209181185936
UVIX_PREV_CLOSE_SMA5_RATIO,>=,-0.035201417687643885,97,39,13,26,0.3333333333333333,5.407077979761427,58,0.6724137931034483,2.4472273239932787,0.40625,0.4,2.0729360788433424
SPY_PREV_CLOSE_RET_20D,>=,0.03886200509979232,97,49,17,32,0.3469387755102041,4.15099842957367,48,0.6875,3.112839644858249,0.53125,0.49230769230769234,2.0727730654454244
UVIX_PREV_CLOSE_SMA5_RATIO,>=,-0.04676988461789511,97,49,17,32,0.3469387755102041,4.170251186751962,48,0.6875,3.0931857885720775,0.53125,0.49230769230769234,2.0717903726311158
UVIX_OPEN_SMA50_RATIO,>=,-0.26775179525635595,97,20,4,16,0.2,1.7235224698943952,77,0.6363636363636364,4.134347748109324,0.125,0.24615384615384617,2.0696544503425294
XLY_XLP_PREV_CLOSE_RET_20D,<=,0.018266955524050228,97,39,12,27,0.3076923076923077,2.774960513196347,58,0.6551724137931034,4.217099413580143,0.375,0.4153846153846154,2.0686799043660096
UVIX_OPEN_SMA10_RATIO,<=,-0.18104458748175314,97,10,1,9,0.1,4.760168670308048,87,0.6436781609195402,3.508201601140521,0.03125,0.13846153846153847,2.0679830243541084
XLY_XLP_PREV_CLOSE_RET_20D,<=,0.01016349606117358,97,29,8,21,0.27586206896551724,4.13541598405708,68,0.6470588235294118,3.424825918597801,0.25,0.3230769230769231,2.0652029124067197
UVIX_PREV_CLOSE_SMA50_RATIO,>=,-0.26558769896548884,97,20,4,16,0.2,2.173187783452039,77,0.6363636363636364,4.017551562769675,0.125,0.24615384615384617,2.063814641075547
HYG_LQD_PREV_CLOSE_RET_20D,<=,-0.0003551180050954888,97,39,12,27,0.3076923076923077,2.928034031569441,58,0.6551724137931034,4.114170668467201,0.375,0.4153846153846154,2.063533467110363
TLT_PREV_CLOSE_RET_5D,<=,-0.006021621366207762,97,39,12,27,0.3076923076923077,2.933200386197495,58,0.6551724137931034,4.110696740355232,0.375,0.4153846153846154,2.0633597707047646
HYG_LQD_PREV_CLOSE_RET_20D,>=,0.0029835641692286252,97,49,17,32,0.3469387755102041,4.33558237926001,48,0.6875,2.9244101962201117,0.53125,0.49230769230769234,2.0633515930135173
UVIX_PREV_CLOSE_RET_5D,<=,-0.07849871618945184,97,58,21,37,0.3620689655172414,4.517554428956244,39,0.717948717948718,2.3281299775088113,0.65625,0.5692307692307692,2.0630908490080664
UVIX_OPEN_SMA5_RATIO,<=,-0.0834808012724223,97,29,8,21,0.27586206896551724,4.256159668057512,68,0.6470588235294118,3.373332288656441,0.25,0.3230769230769231,2.0626282309096515
UVIX_OPEN_SMA5_RATIO,>=,-0.0834808012724223,97,68,24,44,0.35294117647058826,3.373332288656441,29,0.7241379310344828,4.256159668057512,0.75,0.676923076923077,2.0612398760538353
XLY_XLP_PREV_CLOSE_RATIO_SMA20,>=,0.018931886512420216,97,39,13,26,0.3333333333333333,5.779375739457074,58,0.6724137931034483,2.196889175232412,0.40625,0.4,2.060419171405299
XLY_PREV_CLOSE_RET_20D,<=,0.04702134409523029,97,49,16,33,0.32653061224489793,2.4780939034005955,48,0.6666666666666666,4.82059634865993,0.5,0.5076923076923077,2.0598681219855868
^VIX_OPEN_SMA20_RATIO,<=,-0.08025870960858555,97,39,12,27,0.3076923076923077,3.0378991439336422,58,0.6551724137931034,4.040295851532652,0.375,0.4153846153846154,2.0598397262636357
QQQ_SPY_PREV_CLOSE_RET_20D,>=,0.010259196918739333,97,49,17,32,0.3469387755102041,4.416419278278652,48,0.6875,2.8418891951385796,0.53125,0.49230769230769234,2.059225542959441
IEF_TLT_PREV_CLOSE_RET_20D,>=,-0.0022525904747318064,97,58,21,37,0.3620689655172414,4.5703147441625225,39,0.717948717948718,2.2496659189969113,0.65625,0.5692307692307692,2.0591676460824715
UUP_PREV_CLOSE_RET_20D,>=,-0.0014275843994948634,97,49,16,33,0.32653061224489793,2.4936854292679977,48,0.6666666666666666,4.804679999336957,0.5,0.5076923076923077,2.059072304519438
QQQ_SPY_PREV_CLOSE_RET_20D,<=,0.010259196918739333,97,49,16,33,0.32653061224489793,2.5333463458636483,48,0.6666666666666666,4.764192813645564,0.5,0.5076923076923077,2.0570479452348684
UVIX_PREV_CLOSE_SMA20_RATIO,<=,-0.1761067547439335,97,39,12,27,0.3076923076923077,3.135930831308224,58,0.6551724137931034,3.974377992780778,0.375,0.4153846153846154,2.056543833326042
XLY_PREV_CLOSE_RET_20D,>=,0.04702134409523029,97,49,17,32,0.3469387755102041,4.471671720741705,48,0.6875,2.785485660124214,0.53125,0.49230769230769234,2.0564053662087227
UUP_SPY_PREV_CLOSE_RET_20D,<=,-0.045942408859712236,97,39,13,26,0.3333333333333333,5.910937305636797,58,0.6724137931034483,2.1084253634908747,0.40625,0.4,2.055995980818222
UVIX_PREV_CLOSE_SMA10_RATIO,>=,-0.09282299662978344,97,49,17,32,0.3469387755102041,4.480581134175441,48,0.6875,2.7763906339106086,0.53125,0.49230769230769234,2.0559506148980424
TLT_PREV_CLOSE_RET_20D,>=,-0.011271307093195121,97,58,20,38,0.3448275862068966,3.141729932932008,39,0.6923076923076923,4.374227945955112,0.625,0.5846153846153846,2.055846675812344
XLY_XLP_PREV_CLOSE_RET_20D,>=,0.01016349606117358,97,68,24,44,0.35294117647058826,3.424825918597801,29,0.7241379310344828,4.13541598405708,0.75,0.676923076923077,2.0552026918538138
HYG_LQD_PREV_CLOSE_RATIO_SMA20,>=,0.0035096684848592297,97,49,17,32,0.3469387755102041,4.506236337935039,48,0.6875,2.7502009467393527,0.53125,0.49230769230769234,2.0546411305394794
UUP_PREV_CLOSE_RET_20D,<=,-0.005469808559671398,97,39,13,26,0.3333333333333333,5.967241024436293,58,0.6724137931034483,2.070565966367076,0.40625,0.4,2.054103010962032
QQQ_SPY_PREV_CLOSE_RATIO_SMA20,>=,0.0027733311350341076,97,58,21,37,0.3620689655172414,4.643466632432739,39,0.717948717948718,2.140875931313,0.65625,0.5692307692307692,2.053728146698276
UVIX_OPEN_SMA20_RATIO,>=,-0.22703048467030304,97,77,27,50,0.35064935064935066,3.4422678513386975,20,0.75,4.388030072461306,0.84375,0.7692307692307693,2.050820085041647
IEF_TLT_PREV_CLOSE_RATIO_SMA20,>=,0.015134182327575253,97,10,1,9,0.1,7.8245573706277565,87,0.6436781609195402,3.1559730148968765,0.03125,0.13846153846153847,2.050371595041926
^VIX_OPEN_GAP_FROM_PREV_CLOSE,>=,0.007559518065652923,97,39,13,26,0.3333333333333333,6.081770910448832,58,0.6724137931034483,1.993554491289679,0.40625,0.4,2.050252437208162
VIX3M_VIX_PREV_CLOSE_RATIO,<=,0.15770231994307574,97,29,8,21,0.27586206896551724,4.840354121834239,68,0.6470588235294118,3.124190536310484,0.25,0.3230769230769231,2.0501711432923537
VIX_VIX3M_PREV_CLOSE_RATIO,>=,-0.1362200841545556,97,29,8,21,0.27586206896551724,4.840354121834239,68,0.6470588235294118,3.124190536310484,0.25,0.3230769230769231,2.0501711432923537
TLT_PREV_CLOSE_RET_20D,>=,0.016545857958783074,97,20,4,16,0.2,3.2684401997194756,77,0.6363636363636364,3.733070415687225,0.125,0.24615384615384617,2.0495905837214243
VIX3M_VIX_PREV_CLOSE_RATIO,>=,0.16981573846818265,97,58,20,38,0.3448275862068966,3.2291609569502544,39,0.6923076923076923,4.244202320492079,0.625,0.5846153846153846,2.0493453945391926
VIX_VIX3M_PREV_CLOSE_RATIO,<=,-0.14516450077423357,97,58,20,38,0.3448275862068966,3.2291609569502544,39,0.6923076923076923,4.244202320492079,0.625,0.5846153846153846,2.0493453945391926
HYG_LQD_PREV_CLOSE_RATIO_SMA20,<=,0.005769762099228434,97,68,23,45,0.3382352941176471,2.335991919378343,29,0.6896551724137931,6.688543982226844,0.71875,0.6923076923076923,2.0493203181626765
XLY_XLP_PREV_CLOSE_RET_20D,>=,0.027154424622552353,97,49,17,32,0.3469387755102041,4.624338083284098,48,0.6875,2.6296387483621886,0.53125,0.49230769230769234,2.0486130206206212
HYG_PREV_CLOSE_RET_20D,<=,0.003036379484957186,97,29,8,21,0.27586206896551724,4.994028871770504,68,0.6470588235294118,3.0586527753082535,0.25,0.3230769230769231,2.0468942552422424
HYG_TLT_PREV_CLOSE_RET_20D,<=,-0.011462506745524263,97,20,4,16,0.2,3.4867611675810815,77,0.6363636363636364,3.6763636707881058,0.125,0.24615384615384617,2.0467552464764687
^VIX_PREV_CLOSE_SMA20_RATIO,<=,-0.04945829309401684,97,58,20,38,0.3448275862068966,3.266953719727185,39,0.6923076923076923,4.187997698926386,0.625,0.5846153846153846,2.046535163460908
^VIX3M_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.019646631966333893,97,10,1,9,0.1,8.506665709556229,87,0.6436781609195402,3.077569757548776,0.03125,0.13846153846153847,2.046451432174521
^VIX_PREV_CLOSE_RET_10D,>=,-0.0682853225618788,97,49,17,32,0.3469387755102041,4.671538002847363,48,0.6875,2.5814554971413544,0.53125,0.49230769230769234,2.0462038580595796
IWM_PREV_CLOSE_RET_5D,<=,0.017225600622389873,97,58,20,38,0.3448275862068966,3.2789813150432217,39,0.6923076923076923,4.17011050589228,0.625,0.5846153846153846,2.0456408038092024
UVIX_PREV_CLOSE_SMA5_RATIO,<=,-0.04676988461789511,97,49,16,33,0.32653061224489793,2.773800142134332,48,0.6666666666666666,4.518729563285908,0.5,0.5076923076923077,2.044774782716886
IWM_SPY_PREV_CLOSE_RATIO_SMA20,<=,-0.004044750902116888,97,29,8,21,0.27586206896551724,5.228157603406422,68,0.6470588235294118,2.9588037574047004,0.25,0.3230769230769231,2.0419018043470647
HYG_LQD_PREV_CLOSE_RET_20D,<=,0.0029835641692286252,97,49,16,33,0.32653061224489793,2.838452915839987,48,0.6666666666666666,4.4527298567947176,0.5,0.5076923076923077,2.041474797392326
QQQ_PREV_CLOSE_RET_20D,<=,0.05091202122145466,97,49,16,33,0.32653061224489793,2.845369457069411,48,0.6666666666666666,4.445669220956348,0.5,0.5076923076923077,2.0411217656004075
^VIX3M_PREV_CLOSE_RET_5D,>=,-0.009867977320142579,97,29,8,21,0.27586206896551724,5.281202171860393,68,0.6470588235294118,2.9361818090934473,0.25,0.3230769230769231,2.040770706931502
IEF_TLT_PREV_CLOSE_RATIO_SMA20,<=,0.0006164806523345501,97,49,16,33,0.32653061224489793,2.853732418049541,48,0.6666666666666666,4.437132031622465,0.5,0.5076923076923077,2.0406949061337136
UVIX_PREV_CLOSE_SMA50_RATIO,>=,-0.4142957129467595,97,77,27,50,0.35064935064935066,3.4983723379202973,20,0.75,4.172027799122145,0.84375,0.7692307692307693,2.0400199713746887
^VIX3M_PREV_CLOSE_SMA20_RATIO,>=,-0.05348509680579798,97,58,20,38,0.3448275862068966,3.3649973800012654,39,0.6923076923076923,4.04218917851878,0.625,0.5846153846153846,2.039244737440528
^VIX_PREV_CLOSE_SMA20_RATIO,<=,-0.07801351595328913,97,39,12,27,0.3076923076923077,3.6552312015827964,58,0.6551724137931034,3.625193261044427,0.375,0.4153846153846154,2.0390845967392237
TLT_PREV_CLOSE_RET_20D,>=,-0.02158510146561576,97,77,27,50,0.35064935064935066,3.5074733955134625,20,0.75,4.1369887273884585,0.84375,0.7692307692307693,2.0382680177880044
UVIX_OPEN_GAP_FROM_PREV_CLOSE,>=,-0.012143400995369036,97,49,16,33,0.32653061224489793,2.915656919765913,48,0.6666666666666666,4.373917436120336,0.5,0.5076923076923077,2.0375341763586072
^VIX3M_PREV_CLOSE_RET_5D,<=,-0.06227541212728381,97,20,4,16,0.2,4.219958840344871,77,0.6363636363636364,3.4859227168234863,0.125,0.24615384615384617,2.0372331987782375
HYG_PREV_CLOSE_RET_20D,<=,0.00017146180131253413,97,20,4,16,0.2,4.311218412223806,77,0.6363636363636364,3.4622189319198666,0.125,0.24615384615384617,2.0360480095330566
^VIX3M_PREV_CLOSE_RET_5D,>=,-0.04399969039521677,97,68,24,44,0.35294117647058826,3.589186032835277,29,0.7241379310344828,3.7500198541209318,0.75,0.676923076923077,2.0359328853570062
SPY_PREV_CLOSE_RET_5D,>=,0.013660199996993506,97,39,12,27,0.3076923076923077,3.7563937088578747,58,0.6551724137931034,3.557170195807737,0.375,0.4153846153846154,2.035683443477389
HYG_LQD_PREV_CLOSE_RET_20D,<=,-0.0056869026432513564,97,20,4,16,0.2,4.350250538816824,77,0.6363636363636364,3.452080717220382,0.125,0.24615384615384617,2.0355410987980824
TLT_PREV_CLOSE_RET_20D,>=,-0.005460194734051349,97,49,16,33,0.32653061224489793,2.9592993215462817,48,0.6666666666666666,4.329365817636209,0.5,0.5076923076923077,2.0353065954344007
IWM_PREV_CLOSE_RET_20D,<=,0.04088659144352076,97,39,12,27,0.3076923076923077,3.8334639795653276,58,0.6551724137931034,3.505347082745829,0.375,0.4153846153846154,2.0330922878242945
^VIX3M_OPEN_SMA20_RATIO,<=,-0.0801074680249088,97,20,4,16,0.2,4.578267775265745,77,0.6363636363636364,3.3928554609998822,0.125,0.24615384615384617,2.0325798359870575
^VIX_OPEN_GAP_FROM_PREV_CLOSE,<=,0.007559518065652923,97,58,19,39,0.3275862068965517,1.993554491289679,39,0.6666666666666666,6.081770910448832,0.59375,0.6,2.031674752418993
^VIX_PREV_CLOSE_RET_10D,>=,-0.10229350399281885,97,68,24,44,0.35294117647058826,3.6400783174651004,29,0.7241379310344828,3.6306862211958286,0.75,0.676923076923077,2.0299662037107513
IWM_PREV_CLOSE_RET_20D,>=,0.04088659144352076,97,58,20,38,0.3448275862068966,3.505347082745829,39,0.6923076923076923,3.8334639795653276,0.625,0.5846153846153846,2.028808477492855
FNG_VALUE,>=,66.0,85,54,16,38,0.2962962962962963,4.906882182129084,31,0.7096774193548387,3.749650097400178,0.5,0.5846153846153846,2.0281956746154366
UVIX_PREV_CLOSE_RET_5D,<=,-0.1406807957236547,97,20,4,16,0.2,4.981809101515169,77,0.6363636363636364,3.2880395321039284,0.125,0.24615384615384617,2.0273390395422597
^VIX3M_PREV_CLOSE_SMA20_RATIO,<=,-0.05348509680579798,97,39,12,27,0.3076923076923077,4.04218917851878,58,0.6551724137931034,3.3649973800012654,0.375,0.4153846153846154,2.026074802687066
UUP_PREV_CLOSE_RET_20D,>=,-0.005469808559671398,97,58,19,39,0.3275862068965517,2.070565966367076,39,0.6666666666666666,5.967241024436293,0.59375,0.6,2.0259482581183663
XLY_XLP_PREV_CLOSE_RET_20D,<=,0.0024212282814009894,97,20,4,16,0.2,5.101964756168362,77,0.6363636363636364,3.256830271155046,0.125,0.24615384615384617,2.0257785764948153
IWM_SPY_PREV_CLOSE_RATIO_SMA20,<=,-0.013002371242645826,97,10,1,9,0.1,12.10907607562505,87,0.6436781609195402,2.663499600529372,0.03125,0.13846153846153847,2.025747924323551
UUP_PREV_CLOSE_RET_5D,<=,0.0,97,50,17,33,0.34,4.228520615571151,47,0.6808510638297872,3.008280749441453,0.53125,0.5076923076923077,2.0252749212691263
SPY_PREV_CLOSE_RET_5D,<=,0.013660199996993506,97,58,20,38,0.3448275862068966,3.557170195807737,39,0.6923076923076923,3.7563937088578747,0.625,0.5846153846153846,2.0249549639574824
IEF_TLT_PREV_CLOSE_RET_20D,>=,0.0012143080030706521,97,49,17,32,0.3469387755102041,5.093181333543017,48,0.6875,2.151027930389542,0.53125,0.49230769230769234,2.024682479721989
XLY_XLP_PREV_CLOSE_RATIO_SMA20,>=,0.0001730946414250326,97,77,27,50,0.35064935064935066,3.5829372387612297,20,0.75,3.8464529308845576,0.84375,0.7692307692307693,2.0237412279628093
^VIX_PREV_CLOSE_RET_10D,>=,-0.16019723665704766,97,77,27,50,0.35064935064935066,3.585292294090735,20,0.75,3.8373859678659636,0.84375,0.7692307692307693,2.0232878798118796
UUP_SPY_PREV_CLOSE_RET_20D,>=,-0.045942408859712236,97,58,19,39,0.3275862068965517,2.1084253634908747,39,0.6666666666666666,5.910937305636797,0.59375,0.6,2.0231330721783913
^VIX_OPEN_SMA20_RATIO,>=,-0.09549464839714637,97,68,24,44,0.35294117647058826,3.7036007440434817,29,0.7241379310344828,3.4817370830120367,0.75,0.676923076923077,2.0225187468015617
IWM_PREV_CLOSE_RET_5D,>=,0.017225600622389873,97,39,12,27,0.3076923076923077,4.17011050589228,58,0.6551724137931034,3.2789813150432217,0.375,0.4153846153846154,2.0217739994391635
^VIX_PREV_CLOSE_SMA20_RATIO,>=,-0.04945829309401684,97,39,12,27,0.3076923076923077,4.187997698926386,58,0.6551724137931034,3.266953719727185,0.375,0.4153846153846154,2.021172619673362
^VIX_PREV_CLOSE_SMA20_RATIO,>=,-0.07801351595328913,97,58,20,38,0.3448275862068966,3.625193261044427,39,0.6923076923076923,3.6552312015827964,0.625,0.5846153846153846,2.0198968385937284
VIX3M_VIX_PREV_CLOSE_RATIO,<=,0.16981573846818265,97,39,12,27,0.3076923076923077,4.244202320492079,58,0.6551724137931034,3.2291609569502544,0.375,0.4153846153846154,2.019282981534515
VIX_VIX3M_PREV_CLOSE_RATIO,>=,-0.14516450077423357,97,39,12,27,0.3076923076923077,4.244202320492079,58,0.6551724137931034,3.2291609569502544,0.375,0.4153846153846154,2.019282981534515
^VIX_OPEN_SMA20_RATIO,<=,-0.062018859145891114,97,49,16,33,0.32653061224489793,3.2742547378387297,48,0.6666666666666666,4.0078488301710005,0.5,0.5076923076923077,2.0192307460611403
HYG_LQD_PREV_CLOSE_RET_20D,>=,-0.003001758384984508,97,68,24,44,0.35294117647058826,3.7540735394582043,29,0.7241379310344828,3.3633870799706176,0.75,0.676923076923077,2.0166012466494907
XLY_XLP_PREV_CLOSE_RATIO_SMA20,<=,0.018931886512420216,97,58,19,39,0.3275862068965517,2.196889175232412,39,0.6666666666666666,5.779375739457074,0.59375,0.6,2.016554993869405
UVIX_OPEN_SMA10_RATIO,<=,-0.14707925654952006,97,20,4,16,0.2,5.913679168489687,77,0.6363636363636364,3.045995358863794,0.125,0.24615384615384617,2.015236830880253
TLT_PREV_CLOSE_RET_20D,<=,-0.011271307093195121,97,39,12,27,0.3076923076923077,4.374227945955112,58,0.6551724137931034,3.141729932932008,0.375,0.4153846153846154,2.0149114303336035
GLD_PREV_CLOSE_SMA20_RATIO,<=,0.01365339626568572,97,68,24,44,0.35294117647058826,3.8117810686018685,29,0.7241379310344828,3.228072873702715,0.75,0.676923076923077,2.0098355363360954
TLT_PREV_CLOSE_RET_20D,>=,-0.019149551910839845,97,68,23,45,0.3382352941176471,2.67806728919707,29,0.6896551724137931,5.886436218513969,0.71875,0.6923076923076923,2.009214929977033
UVIX_OPEN_SMA20_RATIO,<=,-0.19822432819835561,97,29,8,21,0.27586206896551724,6.780640031208187,68,0.6470588235294118,2.296715663195123,0.25,0.3230769230769231,2.0087973996365855
UVIX_PREV_CLOSE_SMA20_RATIO,>=,-0.18929040369109265,97,68,24,44,0.35294117647058826,3.8297204619089835,29,0.7241379310344828,3.186008089396378,0.75,0.676923076923077,2.0077322971207785
IWM_PREV_CLOSE_RET_5D,>=,0.011237638957239948,97,49,16,33,0.32653061224489793,3.51150424140595,48,0.6666666666666666,3.7656566286127977,0.5,0.5076923076923077,2.00712113598323
UVIX_OPEN_GAP_FROM_PREV_CLOSE,<=,-0.04664831359284837,97,10,1,9,0.1,15.93628683066755,87,0.6436781609195402,2.223590318340578,0.03125,0.13846153846153847,2.0037524602141112
^VIX3M_PREV_CLOSE_RET_10D,<=,-0.11200639216209991,97,20,4,16,0.2,6.801730392796166,77,0.6363636363636364,2.8153327031997732,0.125,0.24615384615384617,2.003703698097052
UUP_PREV_CLOSE_RET_20D,<=,0.013767692697350233,97,77,27,50,0.35064935064935066,3.696677680014601,20,0.75,3.4085522320590798,0.84375,0.7692307692307693,2.0018461930215357
^VIX_OPEN_GAP_FROM_PREV_CLOSE,>=,-0.009713453275034345,97,68,24,44,0.35294117647058826,3.88270557574683,29,0.7241379310344828,3.061767132811081,0.75,0.676923076923077,2.001520249291514
HYG_TLT_PREV_CLOSE_RET_20D,<=,0.002854832316378177,97,29,7,22,0.2413793103448276,2.7647880077392166,68,0.6323529411764706,4.009358437909832,0.21875,0.3384615384615385,2.000444517308192
IEF_TLT_PREV_CLOSE_RATIO_SMA20,<=,0.0061189387683094594,97,68,23,45,0.3382352941176471,2.7532648393200665,29,0.6896551724137931,5.710110928570391,0.71875,0.6923076923076923,2.000398665479854
UVIX_PREV_CLOSE_SMA50_RATIO,<=,-0.3360421899124768,97,49,17,32,0.3469387755102041,5.580554208618987,48,0.6875,1.6535014537494892,0.53125,0.49230769230769234,1.9998061558899862
FNG_PREV_SMA20_RATIO,>=,0.12489660876757648,81,56,17,39,0.30357142857142855,4.775513171263685,25,0.72,2.7013434755708023,0.53125,0.6,1.9986386023499687
SPY_PREV_CLOSE_RET_5D,>=,0.011605219655862253,97,49,16,33,0.32653061224489793,3.6895669809291185,48,0.6666666666666666,3.583884248682896,0.5,0.5076923076923077,1.998032516986735
UVIX_PREV_CLOSE_SMA5_RATIO,<=,-0.035201417687643885,97,58,19,39,0.3275862068965517,2.4472273239932787,39,0.6666666666666666,5.407077979761427,0.59375,0.6,1.9979401058846227
QQQ_SPY_PREV_CLOSE_RATIO_SMA20,<=,0.0027733311350341076,97,39,11,28,0.28205128205128205,2.140875931313,58,0.6379310344827587,4.643466632432739,0.34375,0.4307692307692308,1.9972484863519642
HYG_PREV_CLOSE_RET_5D,>=,-0.00016945888036838845,97,68,24,44,0.35294117647058826,3.9225104066881813,29,0.7241379310344828,2.9684316671555,0.75,0.676923076923077,1.9968534760087346
UVIX_OPEN_SMA50_RATIO,>=,-0.34329012403851356,97,49,15,34,0.30612244897959184,1.8131140674109079,48,0.6458333333333334,5.499429931232736,0.46875,0.5230769230769231,1.995517022464306
