series,start_date,end_date,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share
strategy,2002-08-21,2026-04-17,0.9830058048834485,0.7138826233803058,-0.9321500880223756,10389869.362060245,1.3769851971306115,238,0.12289845326160054,0.12760591795561532
tecl_buy_hold,2002-08-21,2026-04-17,0.21923458235326398,0.684147437872989,-0.9459730607983642,107.54526835920142,0.3204493216182512,0,,
