overlap_start,overlap_end,overlap_days,daily_return_corr,daily_return_mae_bps,actual_growth_multiple,modeled_growth_multiple,proxy,legacy_proxy,modern_proxy,legacy_beta,financing_multiplier,annual_fee,history_start
2008-12-30,2026-04-24,4356,0.994731152925793,21.68556392425249,620.5899719428951,620.5899719427501,TECL,FSPTX,XLK,0.8416056760084654,3.142975665839913,0.0087,1990-01-02
2010-03-11,2026-04-24,4056,0.9971513541151852,18.055327706955584,213.5591984900431,213.5591984900245,SOXL,FSELX,^SOX/SOXX,1.0569794630026215,0.6911909745176672,0.0075,1990-01-02
