best_signal_window,best_drawdown_pct,best_cagr,best_annualized_vol,best_max_drawdown,best_final_multiple,baseline_signal_window,baseline_drawdown_pct,baseline_cagr,baseline_annualized_vol,baseline_max_drawdown,baseline_final_multiple,m_min,m_max,m_step,n_min,n_max,n_step
2,55.0,45.72793833662148,0.46063231193742893,-0.13175827359686731,2.802084409550234e+40,,,,,,,2,10,1,55.0,60.0,0.1
