series,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share,signal_window,below_entry_drawdown_pct
strategy,0.33567094802095165,0.6254292450353895,-0.9096628720620302,925.5672128019424,0.5367049121630983,246,0.15601882985877605,0.09448554135843981,160,18.5
strategy,0.3345613771262306,0.6282378629243659,-0.9096628720620302,907.5913583530231,0.532539340384374,249,0.16190316072629454,0.08860121049092132,160,16.5
strategy,0.33389804177722304,0.5994099699265438,-0.8832937228427779,897.0050375821862,0.5570445246650492,238,0.1168459986550101,0.13365837256220578,160,30.0
strategy,0.33311539551653024,0.6017794410657235,-0.9096628720620302,884.6666486335932,0.5535506412891048,238,0.1230665770006725,0.1274377942165434,160,29.5
strategy,0.328306082490758,0.6028296688518743,-0.9096628720620302,812.3417084434781,0.5446083685894838,238,0.12390719569603229,0.1265971755211836,160,29.0
strategy,0.32503244902938544,0.6247551429087455,-0.9096628720620302,766.3880491736343,0.5202557397384421,245,0.1546738399462004,0.09583053127101547,160,19.0
strategy,0.3240925001478614,0.5497650829694454,-0.8131799847047726,753.6604495929885,0.5895108841713647,232,0.061701412239408206,0.18880295897780766,160,50.5
strategy,0.3237738924744886,0.6286689378386053,-0.9096628720620302,749.3923883341414,0.5150149355042721,249,0.16223940820443847,0.0882649630127774,160,16.0
strategy,0.3215625593766016,0.603507303312697,-0.9096628720620302,720.4008892628227,0.5328229792937393,238,0.12525218560860793,0.12525218560860793,160,28.5
strategy,0.32095213815496515,0.5961949332183581,-0.8832937228427779,712.5891366181746,0.5383342263954053,237,0.10911230665770007,0.1413920645595158,160,31.0
