Date,signal_source,signal_price,signal_sma,signal_below_sma,trigger_monitor_price,trigger_reference_price,drawdown_trigger,target_regime,realized_regime,strategy_return,strategy_equity,tecl_buy_hold_return,tecl_buy_hold_equity
2002-08-21,GSPC,949.3599853515625,1055.3151264190674,True,0.21226618415648046,0.21226618415648046,False,wait_mix,flat,0.0,1.0,0.09307844126483798,1.093078441264838
2002-08-22,GSPC,962.7000122070312,1054.1153137207032,True,0.21957217158799247,0.21226618415648046,False,wait_mix,wait_mix,-0.009900857626996624,0.9900991423730033,0.034418988877314954,1.1307010959767652
2002-08-23,GSPC,940.8599853515625,1052.71275100708,True,0.19569524366794308,0.21226618415648046,False,wait_mix,wait_mix,-0.014858410254129897,0.975387843123363,-0.10874296021834819,1.0077453116781212
2002-08-26,GSPC,947.9500122070312,1051.309251022339,True,0.19951244110872574,0.21226618415648046,False,wait_mix,wait_mix,0.014854447511317795,0.9898766906422164,0.01950582635140438,1.0274022167341565
2002-08-27,GSPC,934.8200073242188,1049.8713134765626,True,0.17949954950418073,0.21226618415648046,False,wait_mix,wait_mix,0.005672822449269801,0.9954920853549003,-0.10030899072423685,0.9243445373057096
2002-08-28,GSPC,917.8699951171875,1048.3535636901856,True,0.1645179153554744,0.21226618415648046,False,wait_mix,wait_mix,-0.004856296935730688,0.9906576801912472,-0.08346335235987548,0.8471956434866371
2002-08-29,GSPC,917.7999877929688,1046.8701885223388,True,0.1713468267846773,0.21226618415648046,False,wait_mix,wait_mix,0.0027804561253744744,0.9934121604062841,0.04150861876925491,0.8823615644750975
2002-08-30,GSPC,916.0700073242188,1045.3671882629394,True,0.1582510936969078,0.21226618415648046,False,wait_mix,wait_mix,0.017584421736709255,1.0108807387932435,-0.07642822066513236,0.8149242401189634
2002-09-03,GSPC,878.02001953125,1043.6948135375976,True,0.13480979390479597,0.21226618415648046,True,below,wait_mix,0.008086736908985585,1.0190554653742254,-0.14812725299079468,0.6942117510345306
2002-09-04,GSPC,893.4000244140625,1042.1635009765625,True,0.1473601040747034,0.21226618415648046,True,below,below,-0.15247842230654116,0.8636714957711055,0.09309642724304278,0.7588403848059821
2002-09-05,GSPC,879.1500244140625,1040.4945014953614,True,0.1323987340947743,0.21226618415648046,True,below,below,0.05604261827762104,0.9120739077258675,-0.10152931197947936,0.6817958426343874
2002-09-06,GSPC,893.9199829101562,1039.0341892242432,True,0.14565580113961685,0.21226618415648046,True,below,below,-0.15417196317339996,0.771457682812536,0.10012986253594268,0.7500639666349458
2002-09-09,GSPC,902.9600219726562,1037.5596893310546,True,0.15033551875617657,0.21226618415648046,True,below,below,0.14275601486766615,0.8815879072498977,0.0321286044218316,0.7741624751100299
2002-09-10,GSPC,909.5800170898438,1036.1971897125245,True,0.15800294947637705,0.21226618415648046,False,below,below,-0.005171790043579318,0.8770285196886427,0.05100212367402021,0.8136464054093772
2002-09-11,GSPC,909.4500122070312,1034.8855644226073,True,0.1606179612938628,0.21226618415648046,False,below,below,0.10784822345568194,0.9716144874570294,0.01655039874984562,0.8271125778602809
2002-09-12,GSPC,886.9099731445312,1033.3776264190674,True,0.1428064857221404,0.21226618415648046,True,below,below,0.034314374165922694,1.004954830524661,-0.11089342330235999,0.7353912326449146
2002-09-13,GSPC,889.8099975585938,1031.8630012512208,True,0.14462873754978803,0.21226618415648046,True,below,below,-0.18161131271678804,0.8224436645320001,0.012760287590811464,0.744775036265225
