execution_timing,start,rsi_entry,rsi_exit,rsi_tolerance_equiv,rsi_center_equiv,cagr,annualized_vol,max_drawdown,final_multiple,trade_count,uvix_days,uvix_day_share,days,base_strategy,uvix_return,uvix_signal,rule
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,65.6,1.9500000000000028,67.55,0.9023721319318783,0.6523812711936107,-0.6633672578814805,32339.646892248915,133,457,0.11231260752027525,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,65.2,2.1499999999999986,67.35,0.8990217933802498,0.6521284566618305,-0.6633672578814804,31432.1762240611,133,460,0.11304988940771689,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,65.3,2.1000000000000014,67.4,0.8990217933802498,0.6521284566618305,-0.6633672578814804,31432.1762240611,133,460,0.11304988940771689,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,65.4,2.049999999999997,67.45,0.8990217933802498,0.6521284566618305,-0.6633672578814804,31432.1762240611,133,460,0.11304988940771689,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,66.6,1.4500000000000028,68.05,0.897930647341366,0.6468168910259214,-0.7279256769610518,31141.823647631412,141,433,0.1064143524207422,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,65.1,2.200000000000003,67.3,0.8961783525565135,0.6520193370272335,-0.6633672578814803,30680.799237511586,133,461,0.11329565003686409,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,67.0,1.25,68.25,0.8959846676638472,0.643692312172439,-0.7279256769610518,30630.236049429448,147,423,0.1039567461292701,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,65.5,2.0,67.5,0.8937684997718698,0.651778340214857,-0.6633672578814807,30057.22238876621,133,459,0.11280412877856967,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.7,2.8999999999999986,66.6,0.89339835752055,0.6556694309959031,-0.6641985475142933,29962.503842859544,125,493,0.12115999016957484,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.8,2.8500000000000014,66.65,0.89339835752055,0.6556694309959031,-0.6641985475142933,29962.503842859544,125,493,0.12115999016957484,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.9,2.8000000000000007,66.7,0.89339835752055,0.6556694309959031,-0.6641985475142933,29962.503842859544,125,493,0.12115999016957484,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.0,2.75,66.75,0.89339835752055,0.6556694309959031,-0.6641985475142933,29962.503842859544,125,493,0.12115999016957484,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.1,2.700000000000003,66.8,0.89339835752055,0.6556694309959031,-0.6641985475142933,29962.503842859544,125,493,0.12115999016957484,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.4,3.0500000000000007,66.45,0.8922636452885391,0.6555776499149724,-0.6641985475142937,29673.875523611063,123,498,0.12238879331531088,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,66.5,1.5,68.0,0.8914522121252875,0.6472546283406566,-0.7279256769610518,29469.07895580462,141,434,0.10666011304988941,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,67.3,1.1000000000000014,68.4,0.8896014098678016,0.6426828953427378,-0.7279256769610514,29006.90775136993,159,408,0.10027033669206194,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.2,2.6499999999999986,66.85,0.8887709327976387,0.6560795399672606,-0.664198547514294,28801.74379563079,127,489,0.12017694765298599,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,66.8,1.3500000000000014,68.15,0.8857991515235819,0.6437380757243567,-0.7279256769610518,28078.680987885447,143,430,0.10567707053330057,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.5,3.0,66.5,0.8846888464650295,0.6555444876170033,-0.6641985475142933,27812.92976578097,123,497,0.12214303268616368,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,66.4,1.5499999999999972,67.95,0.8838817589187162,0.6476872205200256,-0.7279256769610518,27621.236465654012,141,437,0.10739739493733104,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,66.7,1.3999999999999986,68.1,0.8824252188015382,0.6439162832683865,-0.7279256769610513,27278.422968705374,143,431,0.10592283116244777,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.0,3.25,66.25,0.8820149089852287,0.6544404753613237,-0.6641985475142935,27182.574802309726,121,509,0.1250921602359302,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.1,3.1999999999999993,66.3,0.8820149089852287,0.6544404753613237,-0.6641985475142935,27182.574802309726,121,509,0.1250921602359302,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.6,2.9499999999999993,66.55,0.8806578943795931,0.6555280167710311,-0.6641985475142934,26867.82228275057,123,496,0.12189727205701646,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.8,2.3500000000000014,67.15,0.8775953859636052,0.651825351688854,-0.6633672578814808,26170.009071123393,133,463,0.11378717129515852,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.9,2.299999999999997,67.2,0.8775953859636052,0.651825351688854,-0.6633672578814808,26170.009071123393,133,463,0.11378717129515852,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,65.0,2.25,67.25,0.8775953859636052,0.651825351688854,-0.6633672578814808,26170.009071123393,133,463,0.11378717129515852,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,66.9,1.2999999999999972,68.2,0.875655252293009,0.6439266582064772,-0.7279256769610518,25736.772321755223,143,427,0.10493978864585893,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.3,2.6000000000000014,66.9,0.872280541359399,0.656054192819486,-0.6641985475142933,24999.17910729221,127,487,0.11968542639469157,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,67.1,1.2000000000000028,68.3,0.8682510478820378,0.6434487404946255,-0.7279256769610515,24144.451196413836,151,419,0.10297370361268125,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.2,3.1499999999999986,66.35,0.8618982904716093,0.6548517301585068,-0.6641985475142933,22852.390719841835,121,507,0.12460063897763578,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,63.3,3.1000000000000014,66.4,0.8572466798697533,0.6546938190455854,-0.6641985475142937,21947.766681828216,121,501,0.12312607520275252,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.4,2.549999999999997,66.95,0.8550288375952924,0.65573887190679,-0.6641985475142933,21528.379429787492,127,484,0.11894814450724994,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.5,2.5,67.0,0.8550288375952924,0.65573887190679,-0.6641985475142933,21528.379429787492,127,484,0.11894814450724994,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.9,3.3000000000000007,66.2,0.8410190689539652,0.6550057505095057,-0.6641985475142931,19048.021742748428,117,516,0.12681248463996067,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.8,3.3500000000000014,66.15,0.83612989623373,0.6548632668280108,-0.6641985475142931,18247.44875249844,117,517,0.1270582452691079,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.7,2.3999999999999986,67.1,0.8317850262738615,0.653156034607508,-0.6641985475142933,17562.59664460243,129,477,0.11722782010321947,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,64.6,2.450000000000003,67.05,0.828086452744512,0.6538910463709807,-0.6641985475142936,16998.69017123023,127,480,0.1179651019906611,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.7,3.3999999999999986,66.1,0.8119749040359965,0.6546406529888097,-0.6641985475142933,14734.593197722945,115,525,0.12902433030228558,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.6,3.4499999999999993,66.05,0.7996323513674828,0.6548757395214464,-0.6641985475142934,13194.961551785716,115,528,0.1297616121897272,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.3,3.6000000000000014,65.9,0.7836811827017944,0.6559326348522148,-0.6641985475142935,11428.137123700017,113,532,0.13074465470631605,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.4,3.5500000000000007,65.95,0.7836811827017944,0.6559326348522148,-0.6641985475142935,11428.137123700017,113,532,0.13074465470631605,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.5,3.5,66.0,0.7836811827017944,0.6559326348522148,-0.6641985475142935,11428.137123700017,113,532,0.13074465470631605,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.1,3.6999999999999993,65.8,0.7779823940044115,0.6560977770545856,-0.6641985475142935,10852.629996183296,113,534,0.13123617596461046,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.2,3.6499999999999986,65.85,0.7779823940044115,0.6560977770545856,-0.6641985475142935,10852.629996183296,113,534,0.13123617596461046,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,62.0,3.75,65.75,0.7766120645847912,0.656112636324816,-0.6641985475142935,10718.357669634206,113,536,0.1317276972229049,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,59.7,4.899999999999999,64.6,0.7713834415879504,0.6980825356651063,-0.6633672578814804,10220.211523289658,107,617,0.15163430818382895,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,60.9,4.300000000000001,65.2,0.7683329124175631,0.6653857342166208,-0.6633672578814807,9939.697540304616,111,572,0.14057507987220447,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
prev_close_sma_same_open_base_uvix_open_implied_rsi_uvix_ohlc_fixed_entry_tolerance,2010-02-12,69.5,61.4,4.050000000000001,65.45,0.7672523154709638,0.6629946012967449,-0.6633672578814804,9842.07474017825,111,552,0.13565986728926027,4069,prev_close_sma_same_open_n13p0,uvix_ohlc_series_cto_otc,gspc_open_implied_rsi14,entry fixed at 69.5; optimize exit with exit<=68.5
