series,start_date,end_date,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share
strategy,2002-08-21,2026-04-17,1.1181217847851683,0.5689490087798246,-0.8440949088447425,49224712.08411182,1.965240764164625,232,0.06792199058507062,0.18258238063214527
tecl_buy_hold,2002-08-21,2026-04-17,0.2192346561899785,0.684147721130357,-0.9459731198479377,107.54542205928158,0.32044929686787,0,,
