Date,signal_source,signal_price,signal_sma,signal_below_sma,trigger_monitor_price,trigger_reference_price,drawdown_trigger,target_regime,realized_regime,strategy_return,strategy_equity,tecl_buy_hold_return,tecl_buy_hold_equity
2002-08-21,GSPC,949.3599853515625,1055.3151264190674,True,0.2122655780128418,0.2122655780128418,False,wait_mix,flat,0.0,1.0,0.093078194379757,1.093078194379757
2002-08-22,GSPC,962.7000122070312,1054.1153137207032,True,0.2195716504817267,0.2122655780128418,False,wait_mix,wait_mix,-0.009900857626996624,0.9900991423730033,0.03441948778168301,1.1307013859356352
2002-08-23,GSPC,940.8599853515625,1052.71275100708,True,0.1956946720185257,0.2122655780128418,False,wait_mix,wait_mix,-0.014858410254129897,0.975387843123363,-0.10874344848625207,1.0077450180208096
2002-08-26,GSPC,947.9500122070312,1051.309251022339,True,0.1995119084238176,0.2122655780128418,False,wait_mix,wait_mix,0.014854447511317795,0.9898766906422164,0.019506082439130212,1.0274021754199463
2002-08-27,GSPC,934.8200073242188,1049.8713134765626,True,0.17949896817013705,0.2122655780128418,False,wait_mix,wait_mix,0.005672822449269801,0.9954920853549003,-0.10030950238402624,0.9243439744553054
2002-08-28,GSPC,917.8699951171875,1048.3535636901856,True,0.16451733189799156,0.2122655780128418,False,wait_mix,wait_mix,-0.004856296935730688,0.9906576801912472,-0.0834636344981395,0.8471948668208101
2002-08-29,GSPC,917.7999877929688,1046.8701885223388,True,0.17134652962379937,0.2122655780128418,False,wait_mix,wait_mix,0.0027804561253744744,0.9934121604062841,0.041510506200296504,0.8823623545928347
2002-08-30,GSPC,916.0700073242188,1045.3671882629394,True,0.15825064176842496,0.2122655780128418,False,wait_mix,wait_mix,0.017584421736709255,1.0108807387932435,-0.07642925645548329,0.8149240559069949
2002-09-03,GSPC,878.02001953125,1043.6948135375976,True,0.1348093639039123,0.2122655780128418,False,wait_mix,wait_mix,0.008086736908985585,1.0190554653742254,-0.14812753744667473,0.6942113622994355
2002-09-04,GSPC,893.4000244140625,1042.1635009765625,True,0.1473596363844416,0.2122655780128418,False,wait_mix,wait_mix,0.02453880888680855,1.0440618726841013,0.09309644461696848,0.7588399719422151
2002-09-05,GSPC,879.1500244140625,1040.4945014953614,True,0.13239831108971836,0.2122655780128418,False,wait_mix,wait_mix,0.00193184796610905,1.046078841489338,-0.10152933097426452,0.6817954572743923
2002-09-06,GSPC,893.9199829101562,1039.0341892242432,True,0.1456553761118909,0.2122655780128418,False,wait_mix,wait_mix,0.013299249064974438,1.0599909045439047,0.10013016716798624,0.7500637503856508
2002-09-09,GSPC,902.9600219726562,1037.5596893310546,True,0.15033528189894654,0.2122655780128418,False,wait_mix,wait_mix,-0.01507845531124027,1.0440078790594183,0.03212999006271219,0.7741632912319423
2002-09-10,GSPC,909.5800170898438,1036.1971897125245,True,0.15800257425642886,0.2122655780128418,False,wait_mix,wait_mix,-0.00016617487262298282,1.0438343911830983,0.05100128366830203,0.8136466128536489
2002-09-11,GSPC,909.4500122070312,1034.8855644226073,True,0.16061736701283674,0.2122655780128418,False,wait_mix,wait_mix,0.0017968976901128787,1.0457100547894755,0.016549051613325174,0.8271116926447711
2002-09-12,GSPC,886.9099731445312,1033.3776264190674,True,0.14280620879025246,0.2122655780128418,False,wait_mix,wait_mix,-0.010031539641232956,1.0352199729216192,-0.11089185779742475,0.7353917404414199
2002-09-13,GSPC,889.8099975585938,1031.8630012512208,True,0.1446283376731688,0.2122655780128418,False,wait_mix,wait_mix,0.01519238321850627,1.0509474314656961,0.012759451415677551,0.7447749356250727
2002-09-16,GSPC,891.0999755859375,1030.3493759155274,True,0.13741318356344953,0.2122655780128418,False,wait_mix,wait_mix,0.01008141342513455,1.061542467010385,-0.04988755471990612,0.7076199352700623
2002-09-17,GSPC,873.52001953125,1028.7272506713866,True,0.13225262990003833,0.2122655780128418,False,wait_mix,wait_mix,0.003196315763434288,1.0649354919312453,-0.03755501131394962,0.6810452605950188
2002-09-18,GSPC,869.4600219726562,1027.2823757171632,True,0.12810597379157124,0.2122655780128418,False,wait_mix,wait_mix,0.002585664525883179,1.067689057855086,-0.03135405406759251,0.659691730671845
2002-09-19,GSPC,843.3200073242188,1025.593313598633,True,0.11081532487485186,0.2122655780128418,True,below,wait_mix,0.005888861360201746,1.073976530692599,-0.13497144906646832,0.5706521818458997
2002-09-20,GSPC,845.3900146484375,1023.8132514953613,True,0.11261240861845011,0.2122655780128418,True,below,below,-0.1168631275269338,0.9484682744253359,0.016216924379617734,0.5799064051259586
2002-09-23,GSPC,833.7000122070312,1022.010126876831,True,0.10205265868337693,0.2122655780128418,True,below,below,-0.002103663721584738,0.9464730161253532,-0.0937707492861768,0.5255281470014442
2002-09-24,GSPC,819.2899780273438,1020.2904396057129,True,0.09710197610941822,0.2122655780128418,True,below,below,-0.11481707134646177,0.8378017563053876,-0.04851105926910172,0.500034219914676
2002-09-25,GSPC,839.6599731445312,1018.7256893157959,True,0.1082735055246409,0.2122655780128418,True,below,below,-0.0012143362010303322,0.8367843833034192,0.11504945483945857,0.5575628843169333
2002-09-26,GSPC,854.9500122070312,1017.2971893310547,True,0.10441107927450925,0.2122655780128418,True,below,below,0.15215157330277987,0.9641024437382308,-0.03567286596491183,0.5376730182776858
2002-09-27,GSPC,827.3699951171875,1015.717189025879,True,0.09664879713859012,0.2122655780128418,True,below,below,-0.050859559296798064,0.9150686183327383,-0.07434347187917817,0.4977005393631658
2002-09-30,GSPC,815.280029296875,1013.9613143920899,True,0.08691436545447963,0.2122655780128418,True,below,below,-0.047276242775770264,0.8718076121759512,-0.10071963617045063,0.44757232211667064
2002-10-01,GSPC,847.9099731445312,1012.3111270904541,True,0.10100029608526774,0.2122655780128418,True,below,below,-0.09977059108314619,0.7848268513983702,0.16206677178314605,0.5201089235016059
2002-10-02,GSPC,827.9099731445312,1010.5636894226075,True,0.09417347741373784,0.2122655780128418,True,below,below,0.14857210002680363,0.9014302248680501,-0.06759206592589073,0.4849536868556413
2002-10-03,GSPC,818.9500122070312,1008.6914394378662,True,0.09345644448873777,0.2122655780128418,True,below,below,-0.04685853104515818,0.8591905286910267,-0.007613958246968847,0.4812612697322088
2002-10-04,GSPC,800.5800170898438,1006.717064666748,True,0.08743966349725175,0.2122655780128418,True,below,below,-0.08638978863219561,0.7849652405226245,-0.0643805895291799,0.4502773854692875
2002-10-07,GSPC,785.280029296875,1004.7239395141602,True,0.08278963629362689,0.2122655780128418,True,below,below,-0.07186248181716097,0.728555690198464,-0.05317983873269378,0.42633170672505183
2002-10-08,GSPC,798.5499877929688,1002.9440021514893,True,0.08277015374885499,0.2122655780128418,True,below,below,-0.06155671359670555,0.683708196237667,-0.0002353258891342164,0.42623137983710063
2002-10-09,GSPC,776.760009765625,1000.9363773345947,True,0.08041459142351155,0.2122655780128418,True,below,below,-0.009620259499301018,0.6771307459680617,-0.028459078769997075,0.414101227424072
2002-10-10,GSPC,803.9199829101562,999.204940032959,True,0.0931040924002313,0.2122655780128418,True,below,below,-0.02310240017099575,0.6614874005066227,0.15780097557033188,0.4794468050964624
2002-10-11,GSPC,835.3200073242188,997.6141902923584,True,0.11072559130400284,0.2122655780128418,True,below,below,0.16622297540688832,0.7714418044130015,0.18926664177146044,0.5701900918051257
2002-10-14,GSPC,841.4400024414062,995.9392524719239,True,0.11121264762498953,0.2122655780128418,True,below,below,0.19436497016139487,0.9213830677089873,0.004398769202771478,0.5726982264206835
