signal_window,below_entry_drawdown_pct,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share
160.0,83.5,0.3170874053492958,0.5474193017198057,-0.784386734482186,792.0549796977297,0.5792404549001374,235.0,0.03176682495496971,0.23268380546913378
