Date,gspc_open_implied_rsi14,GSPC_BB20_Z,GSPC_OPEN,GSPC_SMA160_PREV_CLOSE,TQQQ_OPEN,TQQQ_PEAK_OPEN,TQQQ_RUNNING_DRAWDOWN_PCT,DRAWDOWN_ALPHA_PCT,signal_below_sma,drawdown_trigger,base_target_regime_at_open,selected_leg,action,skip_reason,strategy_return,strategy_equity
2005-12-20,55.42438504556664,-0.3767137352168651,1259.9200439453125,1216.6254974365233,0.505230764794786,0.505230764794786,0.0,94.0,False,False,TQQQ,TQQQ,,,0.0011039907511394276,1.0011039907511394
2005-12-21,55.1701674048655,-0.4895762445642368,1259.6199951171875,1217.150309753418,0.5085195979452357,0.5085195979452357,0.0,94.0,False,False,TQQQ,TQQQ,,,0.009804835615196517,1.0109196508141716
2005-12-22,57.39366668175636,0.07502046382216802,1262.7900390625,1217.713809967041,0.5115177001199969,0.5115177001199969,0.0,94.0,False,False,TQQQ,TQQQ,,,0.02270105619785423,1.0338685946188193
2005-12-23,60.904718572800164,1.007542288689895,1268.1199951171875,1218.3186225891113,0.5250318592468086,0.5250318592468086,0.0,94.0,False,False,TQQQ,TQQQ,,,-0.0009433671100399499,1.0328932769905528
2005-12-27,61.25312487348271,1.096476013411663,1268.6600341796875,1218.8799980163574,0.524201032647113,0.5250318592468086,0.1582430827888115,94.0,False,False,TQQQ,TQQQ,,,-0.02611394556152069,1.0059203581843608
2005-12-28,50.39795704819007,-1.0531266181568848,1256.5400390625,1219.4444984436036,0.5096785144612092,0.5250318592468086,2.9242691686605093,94.0,False,False,TQQQ,TQQQ,,,-0.002459411273815215,1.003446386314882
2005-12-29,51.63924491346078,-0.7741610668042497,1258.1700439453125,1219.9886238098145,0.5072361097033288,0.5250318592468086,3.3894608927178216,94.0,False,False,TQQQ,TQQQ,,,-0.021304374637319712,0.982068588572365
2005-12-30,48.62447013545032,-1.6293655633365631,1254.4200439453125,1220.5827491760253,0.4886214465540102,0.5250318592468086,6.934895864230306,94.0,False,False,TQQQ,TQQQ,,,-0.01859339729955367,0.9638085971296271
2006-01-03,44.09281310563122,-2.280938019604868,1248.2900390625,1221.1717491149902,0.4940399766430372,0.5250318592468086,5.9028575233951,94.0,False,False,TQQQ,TQQQ,,,0.06314655357562926,1.0246697883449252
2006-01-04,58.14730890204584,1.087398424803895,1268.800048828125,1221.816187286377,0.5204049976596246,0.5250318592468086,0.8812534907541747,94.0,False,False,TQQQ,TQQQ,,,0.028209455913856818,1.0535751655655023
