series,cagr,annualized_vol,max_drawdown,final_multiple,sharpe_like,trade_count,below_regime_share,wait_regime_share,below_entry_drawdown_pct
strategy,0.16487036909046293,0.7079645833060323,-0.9643685129593378,36.65208767046655,0.23287940241382712,226,0.25050437121721586,0.0,0.0
strategy,0.5127529546285858,0.6933949939119854,-0.9401908799037985,17473.598776277428,0.7394817659927769,284,0.2234364492266308,0.02706792199058507,0.5
strategy,0.5172175299883577,0.693286624207654,-0.9401908799037985,18732.063287765955,0.7460370818194815,281,0.22242770679219906,0.02807666442501681,1.0
strategy,0.5136595172591458,0.6931714379876474,-0.9401908799037983,17722.400376944785,0.7410281051832657,278,0.22091459314055145,0.029589778076664425,1.5
strategy,0.5294857411225136,0.6930699935498402,-0.9401908799037985,22653.000979622946,0.7639715267581225,276,0.2199058507061197,0.030598520511096166,2.0
strategy,0.5290593288715628,0.6925177378083524,-0.9401908799037983,22504.428001053013,0.7639650221031232,273,0.21671149966375253,0.03379287155346335,2.5
strategy,0.5336206610192074,0.6923136888326309,-0.9401908799037983,24143.278406647965,0.7707787230366492,270,0.21587088096839274,0.03463349024882313,3.0
strategy,0.5424085978442048,0.6917593330064336,-0.9401908799037985,27628.503326753715,0.7841001515467233,269,0.21351714862138535,0.03698722259583053,3.5
strategy,0.543435162982054,0.6915511537054095,-0.9401908799037983,28065.734719383745,0.7858206295662536,269,0.2128446536650975,0.03765971755211836,4.0
strategy,0.5679308851688583,0.690667115461103,-0.9351237752315738,40696.79152321816,0.8222932183323892,267,0.20880968392737054,0.04169468728984533,4.5
strategy,0.5730733291360108,0.6905793489786722,-0.9351237752315738,43966.256637225255,0.8298442894122939,266,0.20813718897108271,0.04236718224613315,5.0
strategy,0.5905713885105379,0.6899520357880001,-0.9279282741796215,57081.418263935564,0.8559600637108654,263,0.20578345662407532,0.04472091459314055,5.5
strategy,0.5955073908265098,0.6894882424820267,-0.9279282741796215,61411.701228824066,0.8636947726371611,261,0.20342972427706793,0.04707464694014795,6.0
strategy,0.613732026088482,0.6890376761692633,-0.9279282741796215,80289.08733999568,0.8907089515054583,260,0.20208473436449226,0.0484196368527236,6.5
strategy,0.6155330251890712,0.688741061782303,-0.9279282741796215,82430.60812006769,0.8937074603860755,259,0.20124411566913247,0.04926025554808339,7.0
strategy,0.6252958725830231,0.6884697324481185,-0.9279282741796214,95025.02656700592,0.9082401783438518,259,0.20090786819098858,0.049596503026227305,7.5
strategy,0.6420949413363684,0.6866933116582111,-0.9267372034897984,121123.40204781198,0.935053437153556,258,0.19670477471418965,0.05379959650302623,8.0
strategy,0.6718788769235493,0.6856859580680786,-0.9267372034897984,185121.29851882422,0.9798638414830153,257,0.19552790854068594,0.054976462676529926,8.5
strategy,0.6775546206988694,0.6848666197528738,-0.9267372034897984,200535.41779932374,0.9893234699383614,256,0.1921654337592468,0.058338937457969066,9.0
strategy,0.6946994581714159,0.6829114056041108,-0.9267372034897984,254921.03826732287,1.0172614668177598,255,0.18813046402151984,0.062373907195696035,9.5
strategy,0.7027309652721272,0.6823724199174005,-0.9267372034897983,285011.87410233414,1.0298349475454929,255,0.18644922663080027,0.0640551445864156,10.0
strategy,0.7217634435500526,0.6812456081131858,-0.9267372034897984,370498.88892901276,1.0594761051731214,255,0.18443174176193677,0.06607262945527909,10.5
strategy,0.7516247079578091,0.6800470825145222,-0.9255440409123954,555924.5719386626,1.1052539262114376,255,0.1832548755884331,0.06724949562878278,11.0
strategy,0.7637219695124173,0.6784349285195921,-0.9255440409123954,653966.2902893771,1.1257114535345778,254,0.18056489576328177,0.0699394754539341,11.5
strategy,0.7561588042368719,0.677331776163372,-0.9255440409123954,590896.2516591008,1.1163787538804126,251,0.1777067921990585,0.07279757901815737,12.0
strategy,0.7733617555604793,0.6749556695504126,-0.9255440409123953,743737.5750729872,1.1457963692276485,249,0.17434431741761935,0.0761600537995965,12.5
strategy,0.7763649441447009,0.6738276980263577,-0.9255440409123953,774037.0266228252,1.1521713138517087,249,0.17283120376597175,0.07767316745124411,13.0
strategy,0.7763649441447009,0.6738276980263577,-0.9255440409123953,774037.0266228252,1.1521713138517087,249,0.17283120376597175,0.07767316745124411,13.5
strategy,0.7719278221562937,0.6728777606662159,-0.9255440409123953,729674.3258228954,1.147203648686514,248,0.1703093476798924,0.08019502353732347,14.0
strategy,0.790153215318123,0.6722002922415233,-0.9255440409123953,928983.6738930664,1.1754728827672376,248,0.167955615332885,0.08254875588433087,14.5
strategy,0.8020745594564185,0.6714871857129106,-0.9243097981689872,1086510.7767501345,1.1944748559942582,248,0.16610625420309347,0.08439811701412239,15.0
strategy,0.8156945627317369,0.6700216920166615,-0.9243097981689872,1297789.709661434,1.2174151560326691,247,0.16425689307330196,0.08624747814391392,15.5
strategy,0.8164160904588285,0.6698720160815553,-0.9243097981689872,1310015.1148041096,1.2187642875940525,247,0.16341627437794218,0.08708809683927371,16.0
strategy,0.8547410284482562,0.6685527869492508,-0.9147776020880636,2144235.4016972496,1.2784944511990177,247,0.16223940820443847,0.0882649630127774,16.5
strategy,0.8674575513090035,0.6670529390305886,-0.9147776020880636,2519429.1883754465,1.300432845059731,247,0.15954942837928715,0.09095494283792871,17.0
